ssid,channel,source,signal_strength,floorid,timestamp,roomid,duplication_count
2,2462,cap1,-67,158,2023-12-13 16:21:03,213,9
1,2437,cap2,-67,158,2023-12-13 16:21:03,213,6
2,2462,cap2,-68,158,2023-12-13 16:21:03,213,8
2,2457,cap3,-84,158,2023-12-13 16:21:03,213,11
1,2442,cap3,-81,158,2023-12-13 16:21:03,213,6
1,2437,cap2,-67,158,2023-12-13 16:21:03,213,6
2,2462,cap2,-68,158,2023-12-13 16:21:03,213,8
2,2457,cap3,-84,158,2023-12-13 16:21:03,213,11
1,2442,cap3,-81,158,2023-12-13 16:21:03,213,6
2,2457,cap3,-84,158,2023-12-13 16:21:03,213,11
1,2447,cap2,-69,159,2023-12-13 16:21:03,213,9
1,2447,cap2,-69,159,2023-12-13 16:21:03,213,9
1,2447,cap2,-69,159,2023-12-13 16:21:03,213,9
1,2447,cap2,-69,159,2023-12-13 16:21:03,213,9
2,2462,cap2,-68,159,2023-12-13 16:21:03,213,6
1,2447,cap2,-69,159,2023-12-13 16:21:03,213,9
2,2462,cap2,-68,159,2023-12-13 16:21:03,213,6
2,2462,cap3,-84,159,2023-12-13 16:21:03,213,9
2,2462,cap3,-84,159,2023-12-13 16:21:03,213,9
1,2442,cap1,-50,159,2023-12-13 16:21:03,213,6
2,2462,cap1,-60,159,2023-12-13 16:21:03,213,6
1,2442,cap1,-50,159,2023-12-13 16:21:03,213,6
2,2462,cap3,-81,159,2023-12-13 16:21:03,213,10
2,2462,cap1,-60,159,2023-12-13 16:21:03,213,6
1,2442,cap3,-82,159,2023-12-13 16:21:03,213,10
2,2462,cap3,-81,159,2023-12-13 16:21:03,213,10
2,2462,cap1,-60,159,2023-12-13 16:21:03,213,6
2,2462,cap1,-60,159,2023-12-13 16:21:03,213,6
1,2442,cap3,-82,159,2023-12-13 16:21:03,213,10
2,2462,cap3,-81,159,2023-12-13 16:21:03,213,10
1,2447,cap2,-69,159,2023-12-13 16:21:03,213,9
1,2442,cap3,-82,159,2023-12-13 16:21:03,213,10
1,2447,cap2,-69,159,2023-12-13 16:21:03,213,9
2,2462,cap2,-68,159,2023-12-13 16:21:03,213,6
1,2442,cap3,-82,159,2023-12-13 16:21:03,213,10
1,2447,cap2,-69,159,2023-12-13 16:21:03,213,9
2,2462,cap2,-68,159,2023-12-13 16:21:03,213,6
1,2447,cap2,-69,159,2023-12-13 16:21:03,213,9
1,2442,cap3,-82,159,2023-12-13 16:21:03,213,10
2,2462,cap2,-68,159,2023-12-13 16:21:03,213,6
2,2462,cap3,-84,159,2023-12-13 16:21:03,213,9
1,2442,cap3,-82,159,2023-12-13 16:21:03,213,10
2,2462,cap2,-68,159,2023-12-13 16:21:03,213,6
1,2442,cap3,-82,159,2023-12-13 16:21:03,213,10
2,2462,cap3,-84,159,2023-12-13 16:21:03,213,9
1,2442,cap3,-82,159,2023-12-13 16:21:03,213,10
1,2442,cap3,-82,159,2023-12-13 16:21:03,213,10
2,2462,cap3,-81,159,2023-12-13 16:21:03,213,10
1,2442,cap3,-82,159,2023-12-13 16:21:03,213,10
2,2462,cap3,-81,159,2023-12-13 16:21:03,213,10
1,2442,cap1,-50,159,2023-12-13 16:21:03,213,6
2,2462,cap3,-81,159,2023-12-13 16:21:03,213,10
1,2432,cap2,-66,159,2023-12-13 16:21:03,213,6
1,2432,cap2,-66,159,2023-12-13 16:21:03,213,6
2,2462,cap1,-60,159,2023-12-13 16:21:03,213,6
1,2447,cap2,-72,159,2023-12-13 16:21:03,213,6
2,2462,cap1,-60,159,2023-12-13 16:21:03,213,6
1,2447,cap2,-72,159,2023-12-13 16:21:03,213,6
1,2447,cap2,-72,159,2023-12-13 16:21:03,213,6
1,2447,cap2,-72,159,2023-12-13 16:21:03,213,6
1,2447,cap2,-72,159,2023-12-13 16:21:03,213,6
1,2447,cap2,-72,159,2023-12-13 16:21:03,213,6
2,2462,cap3,-81,159,2023-12-13 16:21:03,213,10
2,2462,cap3,-81,159,2023-12-13 16:21:03,213,10
2,2462,cap3,-81,159,2023-12-13 16:21:03,213,10
1,2442,cap2,-68,159,2023-12-13 16:21:03,213,7
1,2437,cap3,-84,159,2023-12-13 16:21:03,213,8
2,2462,cap3,-81,159,2023-12-13 16:21:03,213,10
2,2462,cap1,-50,159,2023-12-13 16:21:03,213,10
1,2442,cap2,-68,159,2023-12-13 16:21:03,213,7
1,2437,cap3,-84,159,2023-12-13 16:21:03,213,8
1,2442,cap2,-68,159,2023-12-13 16:21:03,213,7
1,2437,cap3,-84,159,2023-12-13 16:21:03,213,8
2,2462,cap1,-50,159,2023-12-13 16:21:03,213,10
2,2462,cap1,-50,159,2023-12-13 16:21:03,213,10
1,2442,cap2,-68,159,2023-12-13 16:21:03,213,7
1,2437,cap3,-84,159,2023-12-13 16:21:03,213,8
2,2462,cap3,-84,159,2023-12-13 16:21:03,213,9
2,2462,cap1,-50,159,2023-12-13 16:21:03,213,10
1,2442,cap2,-68,159,2023-12-13 16:21:03,213,7
1,2437,cap3,-84,159,2023-12-13 16:21:03,213,8
2,2462,cap3,-84,159,2023-12-13 16:21:03,213,9
2,2462,cap1,-50,159,2023-12-13 16:21:03,213,10
1,2442,cap2,-68,159,2023-12-13 16:21:03,213,7
1,2437,cap3,-84,159,2023-12-13 16:21:03,213,8
2,2462,cap1,-50,159,2023-12-13 16:21:03,213,10
1,2442,cap2,-68,159,2023-12-13 16:21:03,213,7
2,2462,cap2,-70,159,2023-12-13 16:21:03,213,6
1,2437,cap3,-84,159,2023-12-13 16:21:03,213,8
2,2462,cap3,-86,159,2023-12-13 16:21:03,213,10
2,2462,cap1,-50,159,2023-12-13 16:21:03,213,10
2,2462,cap2,-70,159,2023-12-13 16:21:03,213,6
1,2437,cap3,-84,159,2023-12-13 16:21:03,213,8
2,2462,cap3,-86,159,2023-12-13 16:21:03,213,10
2,2462,cap2,-70,159,2023-12-13 16:21:03,213,6
2,2462,cap3,-86,159,2023-12-13 16:21:03,213,10
2,2462,cap3,-86,159,2023-12-13 16:21:03,213,10
2,2462,cap3,-86,159,2023-12-13 16:21:03,213,10
1,2442,cap1,-50,159,2023-12-13 16:21:03,213,6
2,2462,cap3,-86,159,2023-12-13 16:21:03,213,10
1,2442,cap1,-50,159,2023-12-13 16:21:03,213,6
2,2462,cap3,-86,159,2023-12-13 16:21:03,213,10
1,2442,cap1,-50,159,2023-12-13 16:21:03,213,6
2,2462,cap2,-70,159,2023-12-13 16:21:03,213,6
2,2462,cap3,-86,159,2023-12-13 16:21:03,213,10
2,2462,cap3,-86,159,2023-12-13 16:21:03,213,10
2,2462,cap2,-70,159,2023-12-13 16:21:03,213,6
2,2462,cap2,-70,159,2023-12-13 16:21:03,213,6
2,2462,cap3,-86,159,2023-12-13 16:21:03,213,10
2,2462,cap3,-84,159,2023-12-13 16:21:03,213,9
2,2462,cap1,-50,159,2023-12-13 16:21:03,213,10
2,2462,cap3,-84,159,2023-12-13 16:21:03,213,9
2,2462,cap1,-50,159,2023-12-13 16:21:03,213,10
1,2432,cap2,-66,159,2023-12-13 16:21:03,213,6
2,2462,cap3,-84,159,2023-12-13 16:21:03,213,9
1,2432,cap2,-66,159,2023-12-13 16:21:03,213,6
2,2462,cap1,-50,159,2023-12-13 16:21:03,213,10
1,2432,cap2,-66,159,2023-12-13 16:21:03,213,6
1,2432,cap2,-66,159,2023-12-13 16:21:03,213,6
2,2462,cap2,-71,160,2023-12-13 16:21:03,213,7
2,2462,cap2,-71,160,2023-12-13 16:21:03,213,7
2,2462,cap2,-71,160,2023-12-13 16:21:03,213,7
2,2462,cap1,-53,160,2023-12-13 16:21:03,213,8
2,2462,cap3,-85,160,2023-12-13 16:21:03,213,9
2,2462,cap2,-71,160,2023-12-13 16:21:03,213,7
2,2462,cap1,-53,160,2023-12-13 16:21:03,213,8
2,2462,cap3,-85,160,2023-12-13 16:21:03,213,9
2,2462,cap1,-53,160,2023-12-13 16:21:03,213,8
2,2462,cap3,-85,160,2023-12-13 16:21:03,213,9
2,2462,cap1,-53,160,2023-12-13 16:21:03,213,8
2,2462,cap3,-87,160,2023-12-13 16:21:03,213,6
2,2462,cap2,-71,160,2023-12-13 16:21:03,213,7
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap3,-87,160,2023-12-13 16:21:03,213,6
2,2462,cap2,-71,160,2023-12-13 16:21:03,213,7
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap3,-87,160,2023-12-13 16:21:03,213,6
2,2462,cap2,-71,160,2023-12-13 16:21:03,213,7
2,2462,cap3,-87,160,2023-12-13 16:21:03,213,6
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap3,-87,160,2023-12-13 16:21:03,213,6
2,2462,cap3,-87,160,2023-12-13 16:21:03,213,6
2,2462,cap2,-70,160,2023-12-13 16:21:03,213,6
2,2462,cap2,-70,160,2023-12-13 16:21:03,213,6
1,2437,cap3,-89,160,2023-12-13 16:21:03,213,9
1,2437,cap3,-89,160,2023-12-13 16:21:03,213,9
2,2462,cap2,-70,160,2023-12-13 16:21:03,213,6
1,2437,cap3,-89,160,2023-12-13 16:21:03,213,9
2,2462,cap1,-53,160,2023-12-13 16:21:03,213,8
1,2427,cap2,-80,160,2023-12-13 16:21:03,213,7
2,2462,cap1,-53,160,2023-12-13 16:21:03,213,8
1,2437,cap3,-89,160,2023-12-13 16:21:03,213,9
1,2427,cap2,-80,160,2023-12-13 16:21:03,213,7
2,2462,cap1,-53,160,2023-12-13 16:21:03,213,8
1,2437,cap3,-89,160,2023-12-13 16:21:03,213,9
1,2427,cap2,-80,160,2023-12-13 16:21:03,213,7
2,2462,cap1,-53,160,2023-12-13 16:21:03,213,8
1,2427,cap2,-80,160,2023-12-13 16:21:03,213,7
2,2462,cap3,-85,160,2023-12-13 16:21:03,213,9
1,2427,cap2,-80,160,2023-12-13 16:21:03,213,7
1,2427,cap2,-80,160,2023-12-13 16:21:03,213,7
2,2462,cap3,-85,160,2023-12-13 16:21:03,213,9
1,2427,cap2,-80,160,2023-12-13 16:21:03,213,7
1,2437,cap3,-89,160,2023-12-13 16:21:03,213,9
2,2462,cap3,-85,160,2023-12-13 16:21:03,213,9
1,2437,cap3,-89,160,2023-12-13 16:21:03,213,9
1,2437,cap3,-89,160,2023-12-13 16:21:03,213,9
1,2437,cap3,-89,160,2023-12-13 16:21:03,213,9
2,2462,cap2,-70,160,2023-12-13 16:21:03,213,6
2,2462,cap2,-70,160,2023-12-13 16:21:03,213,6
2,2462,cap2,-70,160,2023-12-13 16:21:03,213,6
1,2447,cap2,-70,160,2023-12-13 16:21:03,213,7
2,2462,cap3,-92,160,2023-12-13 16:21:03,213,7
1,2447,cap2,-70,160,2023-12-13 16:21:03,213,7
2,2462,cap3,-92,160,2023-12-13 16:21:03,213,7
1,2447,cap2,-70,160,2023-12-13 16:21:03,213,7
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap3,-92,160,2023-12-13 16:21:03,213,7
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap3,-92,160,2023-12-13 16:21:03,213,7
1,2447,cap2,-70,160,2023-12-13 16:21:03,213,7
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap3,-92,160,2023-12-13 16:21:03,213,7
1,2447,cap2,-70,160,2023-12-13 16:21:03,213,7
2,2462,cap2,-72,160,2023-12-13 16:21:03,213,8
2,2462,cap1,-63,160,2023-12-13 16:21:03,213,9
1,2447,cap2,-70,160,2023-12-13 16:21:03,213,7
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap3,-92,160,2023-12-13 16:21:03,213,7
2,2462,cap2,-72,160,2023-12-13 16:21:03,213,8
1,2447,cap2,-70,160,2023-12-13 16:21:03,213,7
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap1,-63,160,2023-12-13 16:21:03,213,9
2,2462,cap2,-72,160,2023-12-13 16:21:03,213,8
2,2462,cap3,-92,160,2023-12-13 16:21:03,213,7
2,2462,cap1,-63,160,2023-12-13 16:21:03,213,9
1,2442,cap2,-70,160,2023-12-13 16:21:03,213,6
2,2462,cap2,-72,160,2023-12-13 16:21:03,213,8
1,2442,cap2,-70,160,2023-12-13 16:21:03,213,6
2,2462,cap2,-72,160,2023-12-13 16:21:03,213,8
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap1,-63,160,2023-12-13 16:21:03,213,9
1,2442,cap2,-70,160,2023-12-13 16:21:03,213,6
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap2,-72,160,2023-12-13 16:21:03,213,8
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
1,2442,cap2,-70,160,2023-12-13 16:21:03,213,6
2,2462,cap2,-72,160,2023-12-13 16:21:03,213,8
2,2462,cap1,-63,160,2023-12-13 16:21:03,213,9
1,2442,cap2,-70,160,2023-12-13 16:21:03,213,6
2,2462,cap1,-63,160,2023-12-13 16:21:03,213,9
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
1,2442,cap2,-70,160,2023-12-13 16:21:03,213,6
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap1,-63,160,2023-12-13 16:21:03,213,9
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap1,-63,160,2023-12-13 16:21:03,213,9
2,2462,cap3,-85,160,2023-12-13 16:21:03,213,9
1,2442,cap3,-83,160,2023-12-13 16:21:03,213,16
2,2462,cap3,-85,160,2023-12-13 16:21:03,213,9
2,2462,cap1,-63,160,2023-12-13 16:21:03,213,9
2,2462,cap3,-85,160,2023-12-13 16:21:03,213,9
2,2462,cap2,-72,160,2023-12-13 16:21:03,213,8
1,2442,cap3,-77,147,2023-12-13 16:21:03,213,11
2,2462,cap2,-70,147,2023-12-13 16:21:03,213,7
2,2462,cap2,-70,147,2023-12-13 16:21:03,213,7
1,2442,cap3,-77,147,2023-12-13 16:21:03,213,11
2,2462,cap2,-70,147,2023-12-13 16:21:03,213,7
2,2462,cap2,-70,147,2023-12-13 16:21:03,213,7
1,2452,cap1,-67,147,2023-12-13 16:21:03,213,7
1,2447,cap3,-81,147,2023-12-13 16:21:03,213,7
2,2462,cap2,-70,147,2023-12-13 16:21:03,213,7
1,2452,cap1,-67,147,2023-12-13 16:21:03,213,7
2,2462,cap2,-70,147,2023-12-13 16:21:03,213,7
1,2447,cap3,-81,147,2023-12-13 16:21:03,213,7
2,2462,cap2,-70,147,2023-12-13 16:21:03,213,7
1,2432,cap3,-75,147,2023-12-13 16:21:03,213,6
1,2447,cap3,-81,147,2023-12-13 16:21:03,213,7
2,2462,cap1,-50,147,2023-12-13 16:21:03,213,6
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
1,2447,cap3,-81,147,2023-12-13 16:21:03,213,7
2,2462,cap1,-50,147,2023-12-13 16:21:03,213,6
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
1,2447,cap3,-81,147,2023-12-13 16:21:03,213,7
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
2,2462,cap1,-50,147,2023-12-13 16:21:03,213,6
1,2432,cap3,-75,147,2023-12-13 16:21:03,213,6
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
1,2432,cap3,-75,147,2023-12-13 16:21:03,213,6
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
2,2462,cap1,-52,147,2023-12-13 16:21:03,213,6
1,2432,cap3,-75,147,2023-12-13 16:21:03,213,6
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
1,2437,cap2,-65,147,2023-12-13 16:21:03,213,11
2,2462,cap1,-52,147,2023-12-13 16:21:03,213,6
1,2432,cap3,-75,147,2023-12-13 16:21:03,213,6
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
1,2437,cap2,-65,147,2023-12-13 16:21:03,213,11
1,2452,cap1,-67,147,2023-12-13 16:21:03,213,7
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
1,2437,cap3,-79,147,2023-12-13 16:21:03,213,6
1,2437,cap2,-65,147,2023-12-13 16:21:03,213,11
2,2462,cap2,-67,147,2023-12-13 16:21:03,213,12
1,2452,cap1,-67,147,2023-12-13 16:21:03,213,7
1,2437,cap3,-79,147,2023-12-13 16:21:03,213,6
1,2437,cap2,-65,147,2023-12-13 16:21:03,213,11
2,2462,cap2,-67,147,2023-12-13 16:21:03,213,12
1,2437,cap3,-79,147,2023-12-13 16:21:03,213,6
1,2452,cap1,-67,147,2023-12-13 16:21:03,213,7
2,2462,cap2,-67,147,2023-12-13 16:21:03,213,12
1,2437,cap3,-79,147,2023-12-13 16:21:03,213,6
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
2,2462,cap2,-67,147,2023-12-13 16:21:03,213,12
1,2452,cap1,-67,147,2023-12-13 16:21:03,213,7
1,2437,cap3,-79,147,2023-12-13 16:21:03,213,6
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
2,2462,cap2,-67,147,2023-12-13 16:21:03,213,12
1,2452,cap1,-67,147,2023-12-13 16:21:03,213,7
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
2,2462,cap3,-86,147,2023-12-13 16:21:03,213,8
2,2462,cap2,-67,147,2023-12-13 16:21:03,213,12
2,2462,cap3,-86,147,2023-12-13 16:21:03,213,8
1,2442,cap3,-77,147,2023-12-13 16:21:03,213,11
2,2462,cap3,-86,147,2023-12-13 16:21:03,213,8
2,2462,cap2,-67,147,2023-12-13 16:21:03,213,12
2,2462,cap2,-67,147,2023-12-13 16:21:03,213,12
1,2442,cap3,-77,147,2023-12-13 16:21:03,213,11
2,2462,cap3,-86,147,2023-12-13 16:21:03,213,8
2,2462,cap2,-67,147,2023-12-13 16:21:03,213,12
1,2442,cap3,-77,147,2023-12-13 16:21:03,213,11
2,2462,cap2,-67,147,2023-12-13 16:21:03,213,12
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
2,2462,cap1,-52,147,2023-12-13 16:21:03,213,6
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
2,2462,cap1,-52,147,2023-12-13 16:21:03,213,6
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
1,2437,cap2,-65,147,2023-12-13 16:21:03,213,11
2,2462,cap1,-52,147,2023-12-13 16:21:03,213,6
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
1,2437,cap2,-65,147,2023-12-13 16:21:03,213,11
2,2462,cap3,-86,147,2023-12-13 16:21:03,213,8
2,2462,cap1,-52,147,2023-12-13 16:21:03,213,6
1,2437,cap2,-65,147,2023-12-13 16:21:03,213,11
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
2,2462,cap3,-86,147,2023-12-13 16:21:03,213,8
1,2437,cap3,-79,147,2023-12-13 16:21:03,213,6
2,2462,cap3,-86,147,2023-12-13 16:21:03,213,8
1,2437,cap2,-65,147,2023-12-13 16:21:03,213,11
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
2,2462,cap3,-86,147,2023-12-13 16:21:03,213,8
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
2,2462,cap1,-49,147,2023-12-13 16:21:03,213,9
2,2462,cap1,-49,147,2023-12-13 16:21:03,213,9
2,2462,cap1,-49,147,2023-12-13 16:21:03,213,9
2,2462,cap3,-89,147,2023-12-13 16:21:03,213,10
2,2462,cap3,-89,147,2023-12-13 16:21:03,213,10
2,2462,cap3,-89,147,2023-12-13 16:21:03,213,10
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
2,2462,cap3,-89,147,2023-12-13 16:21:03,213,10
2,2462,cap3,-89,147,2023-12-13 16:21:03,213,10
2,2462,cap1,-50,147,2023-12-13 16:21:03,213,6
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
1,2442,cap3,-77,147,2023-12-13 16:21:03,213,11
2,2462,cap3,-89,147,2023-12-13 16:21:03,213,10
2,2462,cap1,-50,147,2023-12-13 16:21:03,213,6
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
1,2442,cap3,-77,147,2023-12-13 16:21:03,213,11
2,2462,cap3,-89,147,2023-12-13 16:21:03,213,10
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
2,2462,cap1,-50,147,2023-12-13 16:21:03,213,6
1,2437,cap2,-65,147,2023-12-13 16:21:03,213,11
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
1,2442,cap3,-77,147,2023-12-13 16:21:03,213,11
2,2462,cap3,-89,147,2023-12-13 16:21:03,213,10
1,2437,cap2,-65,147,2023-12-13 16:21:03,213,11
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
2,2462,cap3,-89,147,2023-12-13 16:21:03,213,10
1,2437,cap2,-65,147,2023-12-13 16:21:03,213,11
1,2442,cap3,-77,147,2023-12-13 16:21:03,213,11
2,2462,cap3,-89,147,2023-12-13 16:21:03,213,10
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
2,2462,cap1,-49,147,2023-12-13 16:21:03,213,9
1,2442,cap3,-77,147,2023-12-13 16:21:03,213,11
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
2,2462,cap1,-49,147,2023-12-13 16:21:03,213,9
1,2442,cap3,-77,147,2023-12-13 16:21:03,213,11
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
2,2462,cap2,-75,147,2023-12-13 16:21:03,213,21
2,2462,cap1,-49,147,2023-12-13 16:21:03,213,9
1,2432,cap3,-75,147,2023-12-13 16:21:03,213,6
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
1,2447,cap3,-81,147,2023-12-13 16:21:03,213,7
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
1,2447,cap3,-81,147,2023-12-13 16:21:03,213,7
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
2,2462,cap1,-49,147,2023-12-13 16:21:03,213,9
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
2,2462,cap1,-49,147,2023-12-13 16:21:03,213,9
2,2462,cap1,-49,147,2023-12-13 16:21:03,213,9
2,2462,cap3,-83,147,2023-12-13 16:21:03,213,14
2,2462,cap2,-67,147,2023-12-13 16:21:03,213,12
2,2462,cap2,-67,147,2023-12-13 16:21:03,213,12
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap1,-51,148,2023-12-13 16:21:03,213,10
2,2462,cap2,-59,148,2023-12-13 16:21:03,213,6
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-88,148,2023-12-13 16:21:03,213,7
2,2462,cap2,-59,148,2023-12-13 16:21:03,213,6
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-88,148,2023-12-13 16:21:03,213,7
2,2462,cap2,-59,148,2023-12-13 16:21:03,213,6
2,2462,cap2,-59,148,2023-12-13 16:21:03,213,6
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-88,148,2023-12-13 16:21:03,213,7
2,2462,cap2,-59,148,2023-12-13 16:21:03,213,6
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-88,148,2023-12-13 16:21:03,213,7
2,2462,cap2,-59,148,2023-12-13 16:21:03,213,6
1,2442,cap2,-57,148,2023-12-13 16:21:03,213,6
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-88,148,2023-12-13 16:21:03,213,7
1,2442,cap2,-57,148,2023-12-13 16:21:03,213,6
2,2457,cap2,-58,148,2023-12-13 16:21:03,213,9
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-88,148,2023-12-13 16:21:03,213,7
1,2442,cap2,-57,148,2023-12-13 16:21:03,213,6
2,2457,cap2,-58,148,2023-12-13 16:21:03,213,9
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-88,148,2023-12-13 16:21:03,213,7
2,2462,cap1,-51,148,2023-12-13 16:21:03,213,10
2,2457,cap2,-58,148,2023-12-13 16:21:03,213,9
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-86,148,2023-12-13 16:21:03,213,9
2,2462,cap1,-51,148,2023-12-13 16:21:03,213,10
2,2457,cap2,-58,148,2023-12-13 16:21:03,213,9
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-86,148,2023-12-13 16:21:03,213,9
2,2462,cap1,-51,148,2023-12-13 16:21:03,213,10
2,2457,cap2,-58,148,2023-12-13 16:21:03,213,9
1,2437,cap3,-84,148,2023-12-13 16:21:03,213,7
2,2462,cap3,-86,148,2023-12-13 16:21:03,213,9
2,2462,cap1,-51,148,2023-12-13 16:21:03,213,10
2,2457,cap2,-58,148,2023-12-13 16:21:03,213,9
1,2437,cap3,-84,148,2023-12-13 16:21:03,213,7
2,2462,cap3,-86,148,2023-12-13 16:21:03,213,9
2,2462,cap1,-51,148,2023-12-13 16:21:03,213,10
2,2457,cap2,-58,148,2023-12-13 16:21:03,213,9
2,2457,cap2,-58,148,2023-12-13 16:21:03,213,9
1,2437,cap3,-84,148,2023-12-13 16:21:03,213,7
2,2462,cap3,-96,148,2023-12-13 16:21:03,213,22
2,2457,cap2,-58,148,2023-12-13 16:21:03,213,9
1,2437,cap3,-84,148,2023-12-13 16:21:03,213,7
2,2462,cap3,-96,148,2023-12-13 16:21:03,213,22
1,2437,cap3,-84,148,2023-12-13 16:21:03,213,7
2,2462,cap3,-96,148,2023-12-13 16:21:03,213,22
2,2462,cap1,-51,148,2023-12-13 16:21:03,213,10
1,2437,cap3,-84,148,2023-12-13 16:21:03,213,7
2,2462,cap3,-96,148,2023-12-13 16:21:03,213,22
1,2437,cap3,-84,148,2023-12-13 16:21:03,213,7
2,2462,cap3,-96,148,2023-12-13 16:21:03,213,22
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-96,148,2023-12-13 16:21:03,213,22
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-96,148,2023-12-13 16:21:03,213,22
2,2462,cap2,-62,148,2023-12-13 16:21:03,213,8
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-86,148,2023-12-13 16:21:03,213,9
2,2462,cap2,-62,148,2023-12-13 16:21:03,213,8
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-86,148,2023-12-13 16:21:03,213,9
2,2462,cap2,-62,148,2023-12-13 16:21:03,213,8
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-86,148,2023-12-13 16:21:03,213,9
1,2442,cap2,-59,148,2023-12-13 16:21:03,213,7
2,2462,cap2,-62,148,2023-12-13 16:21:03,213,8
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-86,148,2023-12-13 16:21:03,213,9
1,2442,cap2,-59,148,2023-12-13 16:21:03,213,7
2,2462,cap2,-62,148,2023-12-13 16:21:03,213,8
1,2442,cap2,-59,148,2023-12-13 16:21:03,213,7
2,2462,cap2,-62,148,2023-12-13 16:21:03,213,8
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
2,2462,cap3,-86,148,2023-12-13 16:21:03,213,9
1,2442,cap2,-59,148,2023-12-13 16:21:03,213,7
2,2462,cap2,-62,148,2023-12-13 16:21:03,213,8
1,2437,cap3,-85,148,2023-12-13 16:21:03,213,19
1,2442,cap2,-59,148,2023-12-13 16:21:03,213,7
