ssid,channel,source,signal_strength,floorid,timestamp,roomid,duplication_count
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-73,240,2023-12-13 16:21:02,111,9
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-73,240,2023-12-13 16:21:02,111,9
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-73,240,2023-12-13 16:21:02,111,9
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap3,-61,240,2023-12-13 16:21:02,111,10
2,2422,cap3,-72,240,2023-12-13 16:21:02,111,8
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap3,-61,240,2023-12-13 16:21:02,111,10
2,2422,cap3,-72,240,2023-12-13 16:21:02,111,8
1,2462,cap3,-61,240,2023-12-13 16:21:02,111,10
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-72,240,2023-12-13 16:21:02,111,8
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-70,240,2023-12-13 16:21:02,111,12
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-70,240,2023-12-13 16:21:02,111,12
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-70,240,2023-12-13 16:21:02,111,12
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap3,-59,240,2023-12-13 16:21:02,111,13
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-70,240,2023-12-13 16:21:02,111,12
1,2462,cap3,-59,240,2023-12-13 16:21:02,111,13
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-70,240,2023-12-13 16:21:02,111,12
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap3,-59,240,2023-12-13 16:21:02,111,13
2,2422,cap3,-70,240,2023-12-13 16:21:02,111,12
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-70,240,2023-12-13 16:21:02,111,12
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-70,240,2023-12-13 16:21:02,111,12
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-70,240,2023-12-13 16:21:02,111,12
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap3,-61,240,2023-12-13 16:21:02,111,10
2,2422,cap3,-72,240,2023-12-13 16:21:02,111,8
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap3,-61,240,2023-12-13 16:21:02,111,10
2,2422,cap3,-72,240,2023-12-13 16:21:02,111,8
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap3,-59,240,2023-12-13 16:21:02,111,13
2,2422,cap3,-74,240,2023-12-13 16:21:02,111,6
1,2462,cap3,-59,240,2023-12-13 16:21:02,111,13
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-74,240,2023-12-13 16:21:02,111,6
2,2422,cap3,-74,240,2023-12-13 16:21:02,111,6
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap3,-61,240,2023-12-13 16:21:02,111,10
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-71,240,2023-12-13 16:21:02,111,14
1,2462,cap3,-61,240,2023-12-13 16:21:02,111,10
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-71,240,2023-12-13 16:21:02,111,14
1,2462,cap3,-61,240,2023-12-13 16:21:02,111,10
2,2422,cap3,-71,240,2023-12-13 16:21:02,111,14
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-72,240,2023-12-13 16:21:02,111,8
1,2462,cap3,-62,240,2023-12-13 16:21:02,111,11
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-72,240,2023-12-13 16:21:02,111,8
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-72,240,2023-12-13 16:21:02,111,8
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap3,-62,240,2023-12-13 16:21:02,111,11
1,2462,cap3,-62,240,2023-12-13 16:21:02,111,11
1,2462,cap3,-62,240,2023-12-13 16:21:02,111,11
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap3,-62,240,2023-12-13 16:21:02,111,11
2,2422,cap3,-71,240,2023-12-13 16:21:02,111,14
1,2462,cap3,-62,240,2023-12-13 16:21:02,111,11
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-71,240,2023-12-13 16:21:02,111,14
1,2462,cap3,-62,240,2023-12-13 16:21:02,111,11
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
2,2422,cap3,-71,240,2023-12-13 16:21:02,111,14
1,2462,cap3,-62,240,2023-12-13 16:21:02,111,11
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2457,cap3,-65,240,2023-12-13 16:21:02,111,6
1,2457,cap3,-65,240,2023-12-13 16:21:02,111,6
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2457,cap3,-65,240,2023-12-13 16:21:02,111,6
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2457,cap3,-61,240,2023-12-13 16:21:02,111,7
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2422,cap3,-71,240,2023-12-13 16:21:02,111,14
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2422,cap3,-71,240,2023-12-13 16:21:02,111,14
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2462,cap3,-60,240,2023-12-13 16:21:02,111,15
2,2422,cap3,-71,240,2023-12-13 16:21:02,111,14
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
1,2462,cap3,-62,240,2023-12-13 16:21:02,111,11
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2422,cap3,-73,240,2023-12-13 16:21:02,111,9
1,2462,cap3,-62,240,2023-12-13 16:21:02,111,11
2,2412,cap1,-92,240,2023-12-13 16:21:02,111,17
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-73,240,2023-12-13 16:21:02,111,9
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
1,2462,cap3,-62,240,2023-12-13 16:21:02,111,11
2,2422,cap3,-73,240,2023-12-13 16:21:02,111,9
1,2462,cap3,-66,240,2023-12-13 16:21:02,111,6
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2422,cap3,-69,240,2023-12-13 16:21:02,111,6
1,2462,cap3,-66,240,2023-12-13 16:21:02,111,6
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-69,240,2023-12-13 16:21:02,111,6
1,2462,cap3,-66,240,2023-12-13 16:21:02,111,6
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2422,cap3,-69,240,2023-12-13 16:21:02,111,6
1,2462,cap3,-66,240,2023-12-13 16:21:02,111,6
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
1,2462,cap3,-59,240,2023-12-13 16:21:02,111,13
2,2422,cap3,-71,240,2023-12-13 16:21:02,111,14
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap3,-59,240,2023-12-13 16:21:02,111,13
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
1,2462,cap3,-59,240,2023-12-13 16:21:02,111,13
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
1,2462,cap3,-66,240,2023-12-13 16:21:02,111,6
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
1,2462,cap3,-66,240,2023-12-13 16:21:02,111,6
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
1,2462,cap3,-59,240,2023-12-13 16:21:02,111,13
2,2422,cap3,-73,240,2023-12-13 16:21:02,111,9
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2422,cap3,-73,240,2023-12-13 16:21:02,111,9
1,2462,cap3,-59,240,2023-12-13 16:21:02,111,13
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
2,2422,cap3,-73,240,2023-12-13 16:21:02,111,9
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
1,2462,cap3,-65,240,2023-12-13 16:21:02,111,6
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap3,-65,240,2023-12-13 16:21:02,111,6
1,2462,cap3,-65,240,2023-12-13 16:21:02,111,6
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
2,2412,cap1,-88,240,2023-12-13 16:21:02,111,59
1,2462,cap1,-88,240,2023-12-13 16:21:02,111,28
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-58,241,2023-12-13 16:21:02,111,11
2,2427,cap3,-86,241,2023-12-13 16:21:02,111,6
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-58,241,2023-12-13 16:21:02,111,11
2,2427,cap3,-86,241,2023-12-13 16:21:02,111,6
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2427,cap3,-86,241,2023-12-13 16:21:02,111,6
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2417,cap3,-71,241,2023-12-13 16:21:02,111,6
1,2462,cap3,-57,241,2023-12-13 16:21:02,111,9
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-57,241,2023-12-13 16:21:02,111,9
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-57,241,2023-12-13 16:21:02,111,9
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-69,241,2023-12-13 16:21:02,111,6
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-69,241,2023-12-13 16:21:02,111,6
1,2462,cap3,-69,241,2023-12-13 16:21:02,111,6
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-69,241,2023-12-13 16:21:02,111,6
2,2417,cap3,-71,241,2023-12-13 16:21:02,111,6
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-58,241,2023-12-13 16:21:02,111,11
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-58,241,2023-12-13 16:21:02,111,11
1,2462,cap3,-58,241,2023-12-13 16:21:02,111,11
1,2462,cap3,-58,241,2023-12-13 16:21:02,111,11
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-62,241,2023-12-13 16:21:02,111,6
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-62,241,2023-12-13 16:21:02,111,6
1,2462,cap3,-62,241,2023-12-13 16:21:02,111,6
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-57,241,2023-12-13 16:21:02,111,9
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap3,-57,241,2023-12-13 16:21:02,111,9
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-57,241,2023-12-13 16:21:02,111,9
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-57,241,2023-12-13 16:21:02,111,9
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap3,-58,241,2023-12-13 16:21:02,111,11
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2427,cap3,-86,241,2023-12-13 16:21:02,111,6
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap3,-58,241,2023-12-13 16:21:02,111,11
2,2427,cap3,-86,241,2023-12-13 16:21:02,111,6
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2427,cap3,-86,241,2023-12-13 16:21:02,111,6
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-54,241,2023-12-13 16:21:02,111,7
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
2,2417,cap3,-71,241,2023-12-13 16:21:02,111,6
1,2462,cap3,-54,241,2023-12-13 16:21:02,111,7
2,2417,cap3,-71,241,2023-12-13 16:21:02,111,6
1,2462,cap3,-54,241,2023-12-13 16:21:02,111,7
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2417,cap3,-71,241,2023-12-13 16:21:02,111,6
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-58,241,2023-12-13 16:21:02,111,11
1,2462,cap3,-58,241,2023-12-13 16:21:02,111,11
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap3,-58,241,2023-12-13 16:21:02,111,11
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2417,cap3,-71,241,2023-12-13 16:21:02,111,6
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap3,-54,241,2023-12-13 16:21:02,111,7
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-54,241,2023-12-13 16:21:02,111,7
2,2412,cap1,-88,241,2023-12-13 16:21:02,111,35
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-87,241,2023-12-13 16:21:02,111,12
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-87,241,2023-12-13 16:21:02,111,12
1,2462,cap3,-54,241,2023-12-13 16:21:02,111,7
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-54,241,2023-12-13 16:21:02,111,7
2,2412,cap1,-87,241,2023-12-13 16:21:02,111,12
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-87,241,2023-12-13 16:21:02,111,12
2,2427,cap3,-66,241,2023-12-13 16:21:02,111,8
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-87,241,2023-12-13 16:21:02,111,12
2,2427,cap3,-66,241,2023-12-13 16:21:02,111,8
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
2,2412,cap1,-87,241,2023-12-13 16:21:02,111,12
1,2462,cap3,-62,241,2023-12-13 16:21:02,111,6
1,2462,cap1,-77,241,2023-12-13 16:21:02,111,70
1,2462,cap3,-62,241,2023-12-13 16:21:02,111,6
2,2412,cap1,-87,241,2023-12-13 16:21:02,111,12
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-87,241,2023-12-13 16:21:02,111,12
1,2462,cap3,-62,241,2023-12-13 16:21:02,111,6
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-87,241,2023-12-13 16:21:02,111,12
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-87,241,2023-12-13 16:21:02,111,12
2,2427,cap3,-66,241,2023-12-13 16:21:02,111,8
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2427,cap3,-66,241,2023-12-13 16:21:02,111,8
2,2412,cap1,-87,241,2023-12-13 16:21:02,111,12
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-87,241,2023-12-13 16:21:02,111,12
2,2427,cap3,-66,241,2023-12-13 16:21:02,111,8
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap3,-57,241,2023-12-13 16:21:02,111,9
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap3,-57,241,2023-12-13 16:21:02,111,9
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2427,cap3,-66,241,2023-12-13 16:21:02,111,8
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
2,2427,cap3,-66,241,2023-12-13 16:21:02,111,8
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
2,2427,cap3,-66,241,2023-12-13 16:21:02,111,8
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap3,-55,241,2023-12-13 16:21:02,111,13
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap3,-69,241,2023-12-13 16:21:02,111,6
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap3,-69,241,2023-12-13 16:21:02,111,6
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
2,2412,cap1,-83,241,2023-12-13 16:21:02,111,28
1,2462,cap1,-95,241,2023-12-13 16:21:02,111,34
