mac_address,ssid,timestamp,floorid,latitude,longitude,channel_cap1,channel_cap2,channel_cap3,signal_strength_cap1,signal_strength_cap2,signal_strength_cap3
FE:47:AD:D7:13:E2,C1,24/11/2023 12:02,101,7.065735101518495,125.59647794815659,0.0,2417.0,2412.0,100.0,-66.0,-89.0
FE:47:AD:D7:13:E2,C1,24/11/2023 12:03,101,7.065735101518495,125.59647794815659,2412.0,2417.0,2412.0,-57.0,-63.0,-89.0
FE:47:AD:D7:13:E2,C1,24/11/2023 12:04,101,7.065735101518495,125.59647794815659,2427.0,2417.0,2412.0,-67.0,-66.0,-93.0
