"mac_address","ssid","channel","source","signal_strength","floorid","timestamp","roomid"
"3A:72:4C:11:E3:D8","Vivo_Y21T","2442","cap1","-82","137","2024-04-18 14:17:49","0"
"3A:72:4C:11:E3:D8","Vivo_Y21T","2442","cap1","-82","137","2024-04-18 14:17:51","0"
"72:4C:32:82:D4:14","Xiaomi_10T","2412","cap3","-40","137","2024-04-18 14:17:51","0"
"3A:72:4C:11:E3:D8","Vivo_Y21T","2452","cap3","-55","137","2024-04-18 14:17:51","0"
"BA:7E:06:E6:C9:C4","RedmiNote_11","2457","cap3","-39","137","2024-04-18 14:17:51","0"
"7A:07:6D:FA:11:B4","Xiaomipoco_X3","2457","cap3","-46","137","2024-04-18 14:17:51","0"
"BE:EF:A0:FC:BA:DB","TechnoCamon_20","2442","cap3","-69","137","2024-04-18 14:17:51","0"
"7E:FC:CE:EF:2C:79","Realme_6Pro","2442","cap3","-68","137","2024-04-18 14:17:51","0"
"3A:72:4C:11:E3:D8","Vivo_Y21T","2442","cap1","-82","137","2024-04-18 14:17:52","0"
"3A:72:4C:11:E3:D8","Vivo_Y21T","2442","cap1","-82","137","2024-04-18 14:17:54","0"
"7E:FC:CE:EF:2C:79","Realme_6Pro","2462","cap3","-48","137","2024-04-18 14:17:54","0"
"72:4C:32:82:D4:14","Xiaomi_10T","2427","cap3","-52","137","2024-04-18 14:17:54","0"
"3A:72:4C:11:E3:D8","Vivo_Y21T","2452","cap3","-59","137","2024-04-18 14:17:54","0"
"BA:7E:06:E6:C9:C4","RedmiNote_11","2437","cap3","-64","137","2024-04-18 14:17:54","0"
"7A:07:6D:FA:11:B4","Xiaomipoco_X3","2457","cap3","-46","137","2024-04-18 14:17:54","0"
"BE:EF:A0:FC:BA:DB","TechnoCamon_20","2462","cap3","-43","137","2024-04-18 14:17:54","0"
"3A:72:4C:11:E3:D8","Vivo_Y21T","2442","cap1","-82","137","2024-04-18 14:17:56","0"
"BA:7E:06:E6:C9:C4","RedmiNote_11","2457","cap3","-36","137","2024-04-18 14:17:56","0"
"7A:07:6D:FA:11:B4","Xiaomipoco_X3","2462","cap3","-35","137","2024-04-18 14:17:56","0"
"BE:EF:A0:FC:BA:DB","TechnoCamon_20","2457","cap3","-28","137","2024-04-18 14:17:56","0"
"7E:FC:CE:EF:2C:79","Realme_6Pro","2462","cap3","-32","137","2024-04-18 14:17:56","0"
"72:4C:32:82:D4:14","Xiaomi_10T","2417","cap3","-38","137","2024-04-18 14:17:56","0"
"3A:72:4C:11:E3:D8","Vivo_Y21T","2422","cap3","-71","137","2024-04-18 14:17:56","0"
"3A:72:4C:11:E3:D8","Vivo_Y21T","2442","cap1","-82","137","2024-04-18 14:17:58","0"
"3A:72:4C:11:E3:D8","Vivo_Y21T","2442","cap1","-82","137","2024-04-18 14:17:59","0"
"72:4C:32:82:D4:14","Xiaomi_10T","2432","cap3","-84","137","2024-04-18 14:17:59","0"
"3A:72:4C:11:E3:D8","Vivo_Y21T","2437","cap3","-44","137","2024-04-18 14:17:59","0"
"BA:7E:06:E6:C9:C4","RedmiNote_11","2447","cap3","-49","137","2024-04-18 14:17:59","0"
"7A:07:6D:FA:11:B4","Xiaomipoco_X3","2447","cap3","-53","137","2024-04-18 14:17:59","0"
"BE:EF:A0:FC:BA:DB","TechnoCamon_20","2447","cap3","-54","137","2024-04-18 14:17:59","0"
