Unique signal strength of Vivo,Average Signal Strength
-86.0,-86.2
-85.0,-86.6923076923077
-84.0,-85.71428571428571
-83.0,-86.6875
-89.0,-84.5
-82.0,-86.51785714285714
-93.0,-86.0
-81.0,-87.0
-79.0,-84.0
-83.5,-84.0
-82.5,-88.0
-80.0,-86.0
