timestamp,RedmiNote_11,TechnoCamon_20,Xiaomi_10T,Xiaomipoco_X3,Realme_6Pro,Vivo_Y21T
1899-12-30 15:46:08,,-58.0,-66.0,-61.0,,
1899-12-30 15:46:10,,-55.0,-66.0,-57.0,,
1899-12-30 15:46:12,-61.0,-74.0,-71.0,-62.0,-60.0,-61.0
1899-12-30 15:46:13,-75.0,-55.0,-71.0,-62.0,-71.0,-58.0
1899-12-30 15:46:14,-75.0,-57.0,-71.0,-62.0,-71.0,-58.0
1899-12-30 15:46:15,-60.0,-57.0,-71.0,-62.0,-62.0,-59.0
1899-12-30 15:46:17,-66.0,-59.0,-71.0,-61.0,-62.0,-63.0
1899-12-30 15:46:18,-66.0,-59.0,-71.0,-61.0,-62.0,-63.0
1899-12-30 15:46:19,-66.0,-59.0,-71.0,-61.0,-62.0,-63.0
1899-12-30 15:46:21,-63.0,-56.0,-71.0,-61.0,-63.0,-59.0
1899-12-30 15:46:22,-63.0,-55.0,-71.0,-56.0,-63.0,-59.0
1899-12-30 15:46:24,-63.0,-55.0,-73.0,-56.0,-63.0,-59.0
1899-12-30 15:46:25,-54.0,-57.0,-73.0,-60.0,-56.0,-63.0
1899-12-30 15:46:26,-54.0,-54.0,-73.0,-56.0,-56.0,-86.0
1899-12-30 15:46:27,-54.0,-54.0,-75.0,-56.0,-56.0,-86.0
1899-12-30 15:46:28,-56.0,-52.0,-75.0,-56.0,-55.0,-54.0
1899-12-30 15:46:29,-56.0,-54.0,-75.0,-56.0,-55.0,-68.0
1899-12-30 15:46:30,-56.0,-54.0,-74.0,-53.0,-55.0,-68.0
1899-12-30 15:46:31,-60.0,-76.0,-74.0,-53.0,-51.0,-54.0
1899-12-30 15:46:33,-72.0,-56.0,-74.0,-58.0,-51.0,-54.0
1899-12-30 15:46:34,-72.0,-56.0,-74.0,-60.0,-51.0,-54.0
1899-12-30 15:46:36,-72.0,-56.0,-71.0,-60.0,-51.0,-54.0
1899-12-30 15:46:37,-62.0,-52.0,-71.0,-60.0,-52.0,-56.0
1899-12-30 15:46:38,-67.0,-51.0,-71.0,-57.0,-52.0,-56.0
1899-12-30 15:46:39,-67.0,-51.0,-71.0,-57.0,-52.0,-56.0
1899-12-30 15:46:40,-59.0,-60.0,-72.0,-57.0,-58.0,-64.0
1899-12-30 15:46:41,-57.0,-57.0,-72.0,-57.0,-53.0,-60.0
1899-12-30 15:46:42,-57.0,-57.0,-72.0,-54.0,-53.0,-60.0
1899-12-30 15:46:43,-57.0,-57.0,-83.0,-54.0,-53.0,-60.0
1899-12-30 15:46:45,-59.0,-48.0,-70.0,-53.0,-66.0,-55.0
1899-12-30 15:46:46,-67.0,-51.0,-70.0,-59.0,-67.0,-55.0
1899-12-30 15:46:47,-67.0,-51.0,-70.0,-59.0,-67.0,-55.0
1899-12-30 15:46:48,-57.0,-51.0,-80.0,-59.0,-67.0,-58.0
1899-12-30 15:46:49,-61.0,-54.0,-80.0,-53.0,-61.0,-75.0
1899-12-30 15:46:50,-61.0,-58.0,-80.0,-58.0,-61.0,-75.0
1899-12-30 15:46:52,-61.0,-78.0,-69.0,-58.0,-61.0,-75.0
1899-12-30 15:46:53,-50.0,-54.0,-64.0,-58.0,-64.0,-51.0
1899-12-30 15:46:54,-74.0,-54.0,-64.0,-63.0,-64.0,-70.0
1899-12-30 15:46:55,-74.0,-54.0,-76.0,-63.0,-64.0,-70.0
1899-12-30 15:46:56,-61.0,-60.0,-82.0,-63.0,-64.0,-59.0
1899-12-30 15:46:57,-65.0,-56.0,-82.0,-57.0,-76.0,-59.0
1899-12-30 15:46:59,-65.0,-68.0,-82.0,-57.0,-76.0,-59.0
1899-12-30 15:47:00,-53.0,-68.0,-67.0,-87.0,-62.0,-59.0
1899-12-30 15:47:01,-62.0,-53.0,-67.0,-62.0,-72.0,-60.0
1899-12-30 15:47:02,-62.0,-53.0,-67.0,-70.0,-72.0,-60.0
1899-12-30 15:47:04,-62.0,-53.0,-79.0,,-72.0,-60.0
1899-12-30 15:47:05,-63.0,,-79.0,,-68.0,-78.0
1899-12-30 15:47:06,-63.0,-54.0,-79.0,-64.0,-68.0,-78.0
1899-12-30 15:47:07,-57.0,-55.0,-66.0,-64.0,-68.5,-71.0
1899-12-30 15:47:08,-65.0,-54.0,-64.0,-66.0,-69.0,-64.0
1899-12-30 15:47:10,-65.0,-57.0,-68.0,-62.0,-69.0,-64.0
1899-12-30 15:47:11,-59.0,-57.0,-70.0,-62.0,-62.0,-59.0
1899-12-30 15:47:12,-74.0,-56.0,-70.0,-62.0,-62.0,-75.0
1899-12-30 15:47:13,-74.0,-59.0,-66.0,-61.0,-62.0,-75.0
1899-12-30 15:47:14,-54.0,-59.0,-67.0,-61.0,-57.0,-61.0
1899-12-30 15:47:15,-54.0,-49.0,-67.0,-66.0,-68.0,-61.0
1899-12-30 15:47:17,-54.0,-54.0,-67.0,-62.0,-68.0,-61.0
1899-12-30 15:47:18,-56.0,-54.0,-67.0,-62.0,-62.0,-64.0
1899-12-30 15:47:19,-67.0,-54.0,-67.0,-62.0,-67.0,
1899-12-30 15:47:20,-67.0,-55.0,-67.0,-60.0,-67.0,-69.0
1899-12-30 15:47:21,-67.0,-56.0,-67.0,-61.0,,-69.0
1899-12-30 15:47:23,,-56.0,-68.0,-61.0,-67.0,-69.0
1899-12-30 15:47:24,-54.0,-68.0,-68.0,-61.0,-60.0,-64.0
1899-12-30 15:47:25,-66.0,-50.0,-68.0,-60.0,-63.0,-64.0
1899-12-30 15:47:26,-66.0,-60.0,,-60.0,-63.0,-64.0
1899-12-30 15:47:27,-66.0,-74.0,,-60.0,-63.0,-64.0
1899-12-30 15:47:29,-56.0,-55.0,-65.0,-60.0,-68.0,-71.0
1899-12-30 15:47:30,-56.0,-56.0,-65.0,-60.0,-68.0,-71.0
1899-12-30 15:47:31,-55.0,,-65.0,-60.0,-65.5,-68.0
1899-12-30 15:47:32,-63.0,-54.0,-65.0,-61.0,-77.0,-65.0
1899-12-30 15:47:34,-63.0,-57.0,-65.0,-60.0,-77.0,-65.0
1899-12-30 15:47:35,-58.0,-57.0,-66.0,-60.0,-72.0,-65.0
1899-12-30 15:47:36,-58.0,-52.0,-66.0,-64.0,-61.0,-65.0
1899-12-30 15:47:37,-58.0,-58.0,-69.0,-66.0,-61.0,-65.0
1899-12-30 15:47:38,-53.0,-58.0,-76.0,-66.0,,
1899-12-30 15:47:40,,-58.0,-76.0,-66.0,,-63.0
1899-12-30 15:47:41,-53.0,-51.0,-76.0,-65.0,-71.0,-63.0
1899-12-30 15:47:42,-53.0,-51.0,,-69.0,-71.0,-63.0
1899-12-30 15:47:43,-53.0,-51.0,-61.0,-69.0,-71.0,-63.0
1899-12-30 15:47:44,-57.0,-52.0,-65.0,-58.0,-68.0,-66.0
1899-12-30 15:47:45,-64.0,,-65.0,,-68.0,-66.0
1899-12-30 15:47:46,-64.0,-48.0,-65.0,-63.0,-68.0,-66.0
1899-12-30 15:47:47,-51.0,-48.0,-66.0,-63.0,-57.0,-59.0
1899-12-30 15:47:48,-51.0,-53.0,-66.0,-64.0,-57.0,-76.0
1899-12-30 15:47:49,-51.0,-53.0,-66.0,-59.0,-57.0,-76.0
1899-12-30 15:47:51,-54.0,-53.0,-66.0,-59.0,-56.0,-58.0
1899-12-30 15:47:52,-54.0,-53.0,-66.0,-59.0,-64.0,-67.0
1899-12-30 15:47:53,-54.0,-52.0,-66.0,-63.0,,
1899-12-30 15:47:54,,-54.0,-79.0,-63.0,,-67.0
1899-12-30 15:47:55,-54.0,-84.0,-73.0,-63.0,-64.0,-67.0
1899-12-30 15:47:57,-57.0,-53.0,,-64.0,-63.0,-70.0
1899-12-30 15:47:58,-60.0,-68.0,-73.0,-66.0,-63.0,-70.0
1899-12-30 15:47:59,-58.5,-68.0,-76.5,-66.0,-64.0,-69.0
1899-12-30 15:48:00,-57.0,-54.0,-80.0,-58.0,-65.0,-68.0
1899-12-30 15:48:02,-57.0,-54.0,-70.0,-64.0,-65.0,-68.0
1899-12-30 15:48:03,-54.0,-54.0,-70.0,-78.0,-59.0,-63.0
1899-12-30 15:48:04,-51.0,-72.0,-70.0,-78.0,-76.0,
1899-12-30 15:48:05,,-54.0,-70.0,-59.0,,-60.0
1899-12-30 15:48:06,-51.0,-68.0,-68.0,-59.0,-76.0,-60.0
1899-12-30 15:48:08,-51.0,-89.0,,-59.0,-76.0,-64.0
1899-12-30 15:48:09,-63.0,-53.0,-68.0,-61.0,-78.0,-67.0
1899-12-30 15:48:10,-63.0,-56.0,-69.0,-75.0,-78.0,-67.0
1899-12-30 15:48:12,-64.0,-56.0,-70.0,-75.0,-56.0,-63.0
1899-12-30 15:48:13,-64.0,-59.0,-70.0,-62.0,-56.0,-63.0
1899-12-30 15:48:14,-64.0,-69.0,-68.0,-62.0,-56.0,-63.0
1899-12-30 15:48:15,-52.0,-69.0,-68.0,-62.0,-64.0,
1899-12-30 15:48:16,,-54.0,-68.0,-61.0,,-68.0
1899-12-30 15:48:18,-63.0,-57.0,,-69.0,-64.0,-68.0
1899-12-30 15:48:19,-63.0,-66.0,-68.0,-69.0,-64.0,-68.0
1899-12-30 15:48:20,-53.5,-51.0,-67.0,-64.0,-61.0,-67.0
1899-12-30 15:48:21,-52.0,-53.0,-67.0,-60.0,-64.0,-68.0
1899-12-30 15:48:22,-52.0,-66.0,-67.0,-60.0,-64.0,-68.0
1899-12-30 15:48:24,-52.0,-66.0,-78.0,-60.0,-64.0,-68.0
1899-12-30 15:48:25,,-81.0,-75.0,-60.0,,
1899-12-30 15:48:26,,-53.0,-75.0,-66.0,-67.0,-68.0
1899-12-30 15:48:27,-85.0,-55.0,,-61.0,-67.0,-68.0
1899-12-30 15:48:29,-85.0,-55.0,-67.0,-61.0,-67.0,-68.0
1899-12-30 15:48:30,-67.5,-55.0,-64.0,-61.0,-67.0,-65.5
1899-12-30 15:48:31,-51.0,-76.0,-64.0,-61.0,-63.0,-69.0
1899-12-30 15:48:32,-59.0,-56.0,-64.0,-61.0,-63.0,-85.0
1899-12-30 15:48:34,-59.0,-50.0,-64.0,-59.0,-63.0,
1899-12-30 15:48:35,,-50.0,-64.0,-64.0,,-85.0
1899-12-30 15:48:36,-59.0,-50.0,-75.0,-64.0,-63.0,-85.0
1899-12-30 15:48:37,-54.0,-50.0,,-64.0,-63.0,-65.0
1899-12-30 15:48:38,-46.0,-56.0,-75.0,-64.0,-56.0,-62.0
1899-12-30 15:48:39,-61.0,,-75.0,,-56.0,-66.0
1899-12-30 15:48:40,-61.0,-53.0,-75.0,-60.0,-56.0,-66.0
1899-12-30 15:48:41,-54.0,-53.0,-67.0,-60.0,-60.0,-63.0
1899-12-30 15:48:42,-49.0,-53.0,-67.0,-60.0,-62.0,-64.0
1899-12-30 15:48:43,-61.0,-54.0,-67.0,-61.0,-75.0,
1899-12-30 15:48:45,,-53.0,-72.0,-59.0,,-64.0
1899-12-30 15:48:46,-61.0,-53.0,,-59.0,-75.0,-64.0
1899-12-30 15:48:47,-53.0,-56.0,-66.0,-59.0,-75.0,-64.0
1899-12-30 15:48:48,-67.0,-56.0,-66.0,-59.0,-83.0,-67.0
1899-12-30 15:48:50,-54.0,-56.0,-79.0,-62.0,-60.0,-64.0
1899-12-30 15:48:51,-54.0,-71.0,-79.0,-78.0,-68.0,-68.0
1899-12-30 15:48:52,-54.0,-54.0,-79.0,-59.0,-68.0,
1899-12-30 15:48:53,,-69.0,-79.0,-64.0,,-68.0
1899-12-30 15:48:55,-54.0,-69.0,,-64.0,-68.0,-68.0
1899-12-30 15:48:56,-55.0,-69.0,-79.0,-64.0,-62.0,-65.0
1899-12-30 15:48:57,-70.0,-54.0,-79.0,-63.0,-68.0,-68.0
1899-12-30 15:48:59,-70.0,-54.0,-68.0,-60.0,-68.0,-68.0
1899-12-30 15:49:00,-51.0,-54.0,-68.0,-60.0,-68.0,-65.0
1899-12-30 15:49:01,,-51.0,-68.0,-64.0,,
1899-12-30 15:49:02,-51.0,-58.0,,-59.0,-68.0,-65.0
1899-12-30 15:49:03,-51.0,-58.0,-68.0,-59.0,-68.0,-65.0
1899-12-30 15:49:04,-56.0,,-64.0,,-59.0,-63.0
1899-12-30 15:49:05,-71.0,-75.0,-64.0,-59.0,-65.0,-70.0
1899-12-30 15:49:06,-71.0,-54.0,-64.0,-62.0,-65.0,-70.0
1899-12-30 15:49:07,-71.0,-57.0,-64.0,-58.0,-65.0,
1899-12-30 15:49:09,,-80.0,-70.0,-58.0,,-70.0
1899-12-30 15:49:10,-57.0,-54.0,,-59.0,-65.0,-67.0
1899-12-30 15:49:11,-57.0,-57.0,-75.5,-58.0,-65.0,-67.0
1899-12-30 15:49:12,-50.0,-57.0,-81.0,-58.0,-58.0,-72.0
1899-12-30 15:49:14,-50.0,-52.0,-81.0,-58.0,-89.0,
1899-12-30 15:49:15,,-52.0,-81.0,-59.0,,-72.0
1899-12-30 15:49:16,-52.0,-52.0,-69.0,-59.0,-74.0,-72.0
1899-12-30 15:49:17,-63.0,-53.0,-69.0,-63.0,-65.0,-70.0
1899-12-30 15:49:19,-63.0,-56.0,-69.0,-60.0,-65.0,-70.0
1899-12-30 15:49:20,,-56.0,-68.0,-60.0,,
1899-12-30 15:49:21,-63.0,-56.0,,-66.0,-61.0,-65.0
1899-12-30 15:49:22,-57.0,,-68.0,,-67.0,-79.0
1899-12-30 15:49:23,-57.0,-53.0,-68.0,-61.0,-67.0,-79.0
1899-12-30 15:49:24,-53.0,-53.0,-63.0,-61.0,-67.0,-79.0
1899-12-30 15:49:25,-53.0,-85.0,-63.0,-61.0,,
1899-12-30 15:49:26,,-65.0,-63.0,-76.0,,-70.0
1899-12-30 15:49:28,-67.0,-56.0,-63.0,-61.0,-63.0,-78.0
1899-12-30 15:49:29,-67.0,-72.0,-68.0,-61.0,-63.0,-78.0
1899-12-30 15:49:30,-52.0,-74.0,-67.0,-61.0,-64.0,-64.0
1899-12-30 15:49:31,,-56.0,-67.0,-59.0,,
1899-12-30 15:49:33,-52.0,-70.0,,-62.0,-64.0,-64.0
1899-12-30 15:49:34,-52.0,-70.0,-67.0,-62.0,-62.5,-63.0
1899-12-30 15:49:35,-51.0,-52.0,-67.0,-62.0,-71.0,-62.0
1899-12-30 15:49:36,,-50.0,-67.0,-64.0,,
1899-12-30 15:49:38,,-50.0,,-64.0,-71.0,-62.0
1899-12-30 15:49:39,-57.0,-50.0,-77.0,,-63.5,-65.0
1899-12-30 15:49:40,-63.0,-54.0,-81.0,-61.0,-56.0,-68.0
1899-12-30 15:49:41,-63.0,-54.0,-81.0,-64.0,-56.0,-68.0
1899-12-30 15:49:43,,-69.0,-79.0,-64.0,,
1899-12-30 15:49:44,-59.0,-69.0,-79.0,-64.0,-57.0,-68.0
1899-12-30 15:49:45,-63.0,-69.0,-79.0,-69.0,-64.0,-66.0
1899-12-30 15:49:46,-63.0,-54.0,-79.0,-61.0,-64.0,-66.0
1899-12-30 15:49:48,,-67.0,-68.0,-62.0,,
1899-12-30 15:49:49,-63.0,-67.0,,-62.0,-64.0,-66.0
1899-12-30 15:49:50,-57.0,,-67.0,-62.0,-64.5,-64.0
1899-12-30 15:49:51,-62.0,-54.0,-67.0,-58.0,-65.0,-62.0
1899-12-30 15:49:53,-62.0,-54.0,-67.0,-67.0,-65.0,
1899-12-30 15:49:54,,-90.0,,-63.0,,-62.0
1899-12-30 15:49:55,-55.0,-90.0,-70.0,-63.0,-58.0,-67.5
1899-12-30 15:49:57,-72.0,-50.0,-70.0,-59.0,-51.0,-85.0
1899-12-30 15:49:58,-72.0,-54.0,-70.0,-66.0,-51.0,
1899-12-30 15:49:59,,-54.0,-73.0,-66.0,,-85.0
1899-12-30 15:50:00,-72.0,-86.0,,,-51.0,-85.0
1899-12-30 15:50:01,-55.0,,-73.0,,-56.0,-69.0
1899-12-30 15:50:02,-63.0,-55.0,-73.0,-60.0,-63.0,-90.0
1899-12-30 15:50:03,-63.0,-54.0,-73.0,-62.0,-63.0,
1899-12-30 15:50:04,,-54.0,-72.0,-62.0,,-90.0
1899-12-30 15:50:06,-52.0,-54.0,-72.0,-60.0,-63.5,-66.5
1899-12-30 15:50:07,-52.0,-53.0,-72.0,-61.0,-68.0,-67.0
1899-12-30 15:50:08,-53.0,-53.0,-72.0,-61.0,-60.0,
1899-12-30 15:50:09,,-65.0,-72.0,-64.0,,-66.0
1899-12-30 15:50:11,-63.0,-54.0,-74.0,-59.0,-65.0,-69.0
1899-12-30 15:50:12,-55.0,-72.0,-67.0,-59.0,-61.0,-65.0
1899-12-30 15:50:13,-55.0,-52.0,-67.0,-59.0,-62.0,-66.0
1899-12-30 15:50:14,,-49.0,-67.0,-64.0,,
1899-12-30 15:50:16,-55.0,-54.0,,-58.0,-62.0,-66.0
1899-12-30 15:50:17,-52.0,-54.0,-67.0,-58.0,-64.0,-67.5
1899-12-30 15:50:18,-81.0,-55.0,-67.0,-59.0,-66.0,-69.0
1899-12-30 15:50:20,,-57.0,-67.0,-61.0,,
1899-12-30 15:50:21,-81.0,-68.0,,-83.0,-66.0,-69.0
1899-12-30 15:50:22,-66.5,-85.0,-65.5,-83.0,-64.5,-68.0
1899-12-30 15:50:23,-61.0,-59.0,-64.0,-83.0,-63.0,-67.0
1899-12-30 15:50:25,,-57.0,-73.0,-60.0,,
1899-12-30 15:50:26,-61.0,-57.0,,-60.0,-63.0,-67.0
1899-12-30 15:50:27,-56.5,-57.0,-67.5,-60.0,-60.0,-67.0
1899-12-30 15:50:28,-52.0,-48.0,-62.0,-59.0,-63.0,-68.0
1899-12-30 15:50:30,,-52.0,-71.0,-63.0,,
1899-12-30 15:50:31,,-52.0,,-63.0,-63.0,-68.0
1899-12-30 15:50:32,-54.5,-63.0,-68.0,-64.0,-69.0,-64.0
1899-12-30 15:50:33,-54.0,-57.0,-68.0,-58.0,-81.0,-63.0
1899-12-30 15:50:35,,-57.0,-73.0,-63.0,,
1899-12-30 15:50:36,,-57.0,,-63.0,-81.0,-63.0
1899-12-30 15:50:37,-60.5,-54.0,-73.0,-59.0,-65.0,-64.0
1899-12-30 15:50:38,-64.0,-57.0,-73.0,-58.0,-65.0,-64.0
1899-12-30 15:50:39,-64.0,-57.0,-66.0,-58.0,,
1899-12-30 15:50:40,,-57.0,,-58.0,-65.0,-64.0
1899-12-30 15:50:42,-60.5,-52.0,-62.0,-66.0,-68.0,-61.5
1899-12-30 15:50:43,-66.0,-54.0,-62.0,-62.0,-78.0,-66.0
1899-12-30 15:50:44,-66.0,-54.0,-80.0,-62.0,,
1899-12-30 15:50:46,,-54.0,,-62.0,,-66.0
1899-12-30 15:50:47,-56.5,,-69.0,-62.0,-57.0,-58.0
1899-12-30 15:50:48,-59.0,-54.0,-69.0,-61.0,-57.0,-58.0
1899-12-30 15:50:50,-55.0,-71.0,-69.0,-61.0,-6.0,
1899-12-30 15:50:51,,-71.0,,-61.0,,-58.0
1899-12-30 15:50:52,-52.0,,-69.0,-70.0,-66.0,-71.0
1899-12-30 15:50:53,-52.0,-57.0,-69.0,-66.0,-66.0,-71.0
1899-12-30 15:50:55,-52.0,-57.0,-65.0,-66.0,-66.0,
1899-12-30 15:50:56,,-57.0,,-66.0,,-71.0
1899-12-30 15:50:57,-62.0,-57.0,-65.0,-67.0,-72.0,-59.0
1899-12-30 15:50:58,-69.0,-51.0,-65.0,-66.0,-72.0,-59.0
1899-12-30 15:51:00,-69.0,-69.0,-65.0,-64.0,-72.0,
1899-12-30 15:51:01,,-69.0,-70.0,-64.0,,-59.0
1899-12-30 15:51:02,-56.0,-69.0,-70.0,,-60.5,-62.0
1899-12-30 15:51:03,-56.0,-60.0,-70.0,-75.0,-64.0,-62.0
1899-12-30 15:51:04,-56.0,-53.0,-70.0,-66.0,-64.0,
1899-12-30 15:51:06,,-53.0,-76.0,-59.0,,-62.0
1899-12-30 15:51:07,-55.0,-80.0,-70.0,-59.0,-63.5,-63.5
1899-12-30 15:51:08,-54.0,-54.0,-70.0,-64.0,-63.0,-65.0
1899-12-30 15:51:09,-54.0,-54.0,-73.0,-61.0,-63.0,
1899-12-30 15:51:10,,-54.0,-69.0,-61.0,,-65.0
1899-12-30 15:51:11,-54.0,-72.0,,-61.0,-59.0,-65.0
1899-12-30 15:51:12,-56.0,,-69.0,,-61.0,-60.0
1899-12-30 15:51:13,-62.0,-72.0,-69.0,-61.0,-61.0,-69.0
1899-12-30 15:51:14,-62.0,-52.0,-69.0,-62.0,-61.0,-69.0
1899-12-30 15:51:15,,-69.0,-72.0,-62.0,,
1899-12-30 15:51:17,-62.0,-69.0,,-62.0,-61.0,-69.0
1899-12-30 15:51:18,-55.0,-78.0,-77.0,-62.0,-64.5,-60.0
1899-12-30 15:51:19,-55.0,-55.0,-77.0,-60.0,-72.0,-60.0
1899-12-30 15:51:20,-55.0,-55.0,-77.0,-59.0,-72.0,
1899-12-30 15:51:22,,-55.0,-69.0,-77.0,,-60.0
1899-12-30 15:51:23,-65.0,-85.0,-69.0,-77.0,-66.0,-69.5
1899-12-30 15:51:24,-65.0,-56.0,-69.0,-77.0,-67.0,-71.0
1899-12-30 15:51:25,-65.0,-50.0,-69.0,-77.0,-67.0,-71.0
1899-12-30 15:51:26,,-55.0,-66.0,-88.0,,
1899-12-30 15:51:28,-65.0,-55.0,,-88.0,-67.0,-71.0
1899-12-30 15:51:29,-54.5,-77.0,-66.0,-88.0,-59.0,-65.0
1899-12-30 15:51:30,-52.0,-51.0,-66.0,-88.0,-73.0,-67.0
1899-12-30 15:51:31,-52.0,-52.0,-66.0,-57.0,,
1899-12-30 15:51:33,,-49.0,,-61.0,,-67.0
1899-12-30 15:51:34,-52.0,-70.0,-65.0,,-73.0,-67.0
1899-12-30 15:51:35,-55.0,-70.0,-70.0,-61.0,-62.0,-60.0
1899-12-30 15:51:37,-54.0,-49.0,-70.0,-62.0,-63.0,-60.0
1899-12-30 15:51:38,,-55.0,-70.0,-59.0,,
1899-12-30 15:51:39,-54.0,-55.0,-68.0,-75.0,-63.0,-60.0
1899-12-30 15:51:41,-54.0,-55.0,-62.0,-75.0,-63.0,-60.0
1899-12-30 15:51:42,-53.0,-55.0,-62.0,-75.0,-54.0,-72.0
1899-12-30 15:51:43,-66.0,-56.0,-62.0,-58.0,,
1899-12-30 15:51:44,,-54.0,,-59.0,-63.0,-67.0
1899-12-30 15:51:46,-59.0,-54.0,-67.0,-59.0,-61.0,-67.5
