"mac_address","ssid","channel","source","signal_strength","floorid","timestamp"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-62","0","2023-11-24 12:03:35"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:35"
"FE:47:AD:D7:13:E2","C1","2412","cap2","-68","0","2023-11-24 12:03:36"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:36"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-64","0","2023-11-24 12:03:37"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:39"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-64","0","2023-11-24 12:03:39"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:40"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-64","0","2023-11-24 12:03:40"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:40"
"FE:47:AD:D7:13:E2","C1","2422","cap2","-63","0","2023-11-24 12:03:41"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:41"
"FE:47:AD:D7:13:E2","C1","2422","cap2","-63","0","2023-11-24 12:03:42"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-57","0","2023-11-24 12:03:43"
"FE:47:AD:D7:13:E2","C1","2422","cap2","-63","0","2023-11-24 12:03:43"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-57","0","2023-11-24 12:03:44"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:44"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-58","0","2023-11-24 12:03:45"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:45"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-57","0","2023-11-24 12:03:45"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:46"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-58","0","2023-11-24 12:03:46"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-58","0","2023-11-24 12:03:47"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-50","0","2023-11-24 12:03:47"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:48"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-58","0","2023-11-24 12:03:48"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-50","0","2023-11-24 12:03:48"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-50","0","2023-11-24 12:03:48"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:49"
"FE:47:AD:D7:13:E2","C1","2427","cap2","-79","0","2023-11-24 12:03:49"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:49"
"FE:47:AD:D7:13:E2","C1","2427","cap2","-79","0","2023-11-24 12:03:50"
