ssid,channel,source,signal_strength,floorid,roomid
1,2417,cap2,-63,128,213
1,2417,cap2,-63,148,213
1,2417,cap2,-63,166,213
1,2417,cap2,-63,167,213
1,2417,cap2,-62,105,213
1,2417,cap2,-62,128,213
1,2417,cap2,-62,163,213
1,2417,cap2,-62,181,213
1,2417,cap2,-62,184,213
1,2417,cap2,-61,107,213
1,2417,cap2,-61,121,213
1,2417,cap2,-61,164,213
1,2417,cap2,-61,168,213
1,2417,cap2,-60,107,213
1,2417,cap2,-60,162,213
1,2417,cap2,-58,127,213
1,2417,cap2,-58,169,213
1,2417,cap2,-57,107,213
1,2417,cap2,-55,127,213
1,2417,cap2,-53,109,213
1,2417,cap2,-53,124,213
1,2417,cap2,-50,110,213
1,2417,cap3,-92,122,213
1,2417,cap3,-88,142,213
1,2417,cap3,-86,106,213
1,2417,cap3,-86,126,213
1,2417,cap3,-85,105,213
1,2417,cap3,-85,141,213
1,2417,cap3,-85,142,213
1,2417,cap3,-83,143,213
1,2417,cap3,-82,184,213
1,2417,cap3,-81,146,213
1,2417,cap3,-81,162,213
1,2417,cap3,-80,148,213
1,2417,cap3,-80,161,213
1,2417,cap3,-79,109,213
1,2417,cap3,-79,144,213
1,2417,cap3,-79,145,213
1,2417,cap3,-78,102,213
1,2417,cap3,-78,147,213
1,2417,cap3,-78,181,213
1,2417,cap3,-77,145,213
1,2417,cap3,-76,146,213
1,2417,cap3,-76,163,213
1,2417,cap3,-75,147,213
1,2417,cap3,-73,182,213
1,2417,cap3,-72,164,213
1,2417,cap3,-72,167,213
1,2417,cap3,-71,186,213
1,2417,cap3,-70,169,213
1,2417,cap3,-68,183,213
1,2422,cap1,-82,122,213
1,2422,cap1,-71,122,213
1,2422,cap1,-71,130,213
1,2422,cap1,-70,146,213
1,2422,cap1,-69,144,213
1,2422,cap1,-68,110,213
1,2422,cap1,-67,146,213
1,2422,cap1,-64,147,213
1,2422,cap1,-62,123,213
1,2422,cap1,-61,186,213
1,2422,cap1,-60,105,213
1,2422,cap1,-60,108,213
1,2422,cap1,-59,107,213
1,2422,cap1,-59,167,213
1,2422,cap1,-58,162,213
1,2422,cap1,-57,164,213
1,2422,cap1,-57,167,213
1,2422,cap1,-57,168,213
1,2422,cap1,-56,109,213
1,2422,cap1,-55,164,213
1,2422,cap1,-54,164,213
1,2422,cap1,-53,169,213
1,2422,cap1,-52,163,213
1,2422,cap1,-51,163,213
1,2422,cap2,-80,145,213
1,2422,cap2,-77,145,213
1,2422,cap2,-76,150,213
1,2422,cap2,-75,144,213
1,2422,cap2,-75,147,213
1,2422,cap2,-74,142,213
1,2422,cap2,-73,142,213
1,2422,cap2,-73,144,213
1,2422,cap2,-73,147,213
1,2422,cap2,-73,181,213
1,2422,cap2,-72,141,213
1,2422,cap2,-72,142,213
1,2422,cap2,-72,143,213
1,2422,cap2,-72,166,213
1,2422,cap2,-72,185,213
1,2422,cap2,-71,170,213
1,2422,cap2,-70,141,213
1,2422,cap2,-70,143,213
1,2422,cap2,-70,185,213
1,2422,cap2,-69,130,213
1,2422,cap2,-69,148,213
1,2422,cap2,-69,184,213
1,2422,cap2,-68,123,213
1,2422,cap2,-68,130,213
1,2422,cap2,-68,146,213
1,2422,cap2,-68,184,213
1,2422,cap2,-67,130,213
1,2422,cap2,-67,146,213
1,2422,cap2,-67,148,213
1,2422,cap2,-67,149,213
1,2422,cap2,-66,103,213
1,2422,cap2,-66,104,213
1,2422,cap2,-65,124,213
1,2422,cap2,-65,164,213
1,2422,cap2,-65,165,213
1,2422,cap2,-65,183,213
1,2422,cap2,-64,101,213
1,2422,cap2,-64,103,213
1,2422,cap2,-64,104,213
1,2422,cap2,-64,109,213
1,2422,cap2,-64,123,213
1,2422,cap2,-64,183,213
1,2422,cap2,-64,186,213
1,2422,cap2,-63,102,213
1,2422,cap2,-63,109,213
1,2422,cap2,-63,124,213
1,2422,cap2,-63,125,213
1,2422,cap2,-62,107,213
1,2422,cap2,-62,129,213
1,2422,cap2,-61,106,213
1,2422,cap2,-61,128,213
1,2422,cap2,-61,129,213
1,2422,cap2,-60,108,213
1,2422,cap2,-60,163,213
1,2422,cap2,-60,182,213
1,2422,cap2,-59,182,213
1,2422,cap2,-58,123,213
1,2422,cap2,-58,182,213
1,2422,cap2,-54,187,213
1,2422,cap2,-51,110,213
1,2422,cap3,-86,161,213
1,2422,cap3,-84,106,213
1,2422,cap3,-81,145,213
1,2422,cap3,-81,165,213
1,2422,cap3,-80,145,213
1,2422,cap3,-80,164,213
1,2422,cap3,-79,168,213
1,2422,cap3,-79,182,213
1,2422,cap3,-79,184,213
1,2422,cap3,-78,168,213
1,2422,cap3,-78,182,213
1,2422,cap3,-77,166,213
1,2422,cap3,-77,168,213
1,2422,cap3,-75,186,213
1,2422,cap3,-74,170,213
1,2422,cap3,-74,183,213
1,2422,cap3,-74,186,213
1,2422,cap3,-73,183,213
1,2422,cap3,-72,166,213
1,2422,cap3,-72,169,213
1,2422,cap3,-72,183,213
1,2422,cap3,-71,166,213
1,2422,cap3,-71,169,213
1,2422,cap3,-70,169,213
1,2427,cap1,-87,127,213
1,2427,cap1,-78,122,213
1,2427,cap1,-76,121,213
1,2427,cap1,-76,126,213
1,2427,cap1,-75,106,213
1,2427,cap1,-75,129,213
1,2427,cap1,-74,105,213
1,2427,cap1,-73,126,213
1,2427,cap1,-73,181,213
1,2427,cap1,-72,181,213
1,2427,cap1,-68,105,213
1,2427,cap1,-68,184,213
1,2427,cap1,-67,103,213
1,2427,cap1,-67,105,213
1,2427,cap1,-67,184,213
1,2427,cap1,-67,185,213
1,2427,cap1,-65,128,213
1,2427,cap1,-64,168,213
1,2427,cap1,-59,182,213
1,2427,cap2,-82,127,213
1,2437,cap1,-66,150,213
1,2437,cap1,-63,150,213
2,2412,cap1,-70,110,213
2,2412,cap1,-67,121,213
2,2412,cap1,-67,167,213
2,2412,cap1,-66,123,213
2,2412,cap1,-64,127,213
2,2412,cap1,-64,162,213
2,2412,cap1,-63,121,213
2,2412,cap1,-63,122,213
2,2412,cap1,-62,182,213
2,2412,cap1,-61,130,213
2,2412,cap1,-61,182,213
2,2412,cap1,-60,129,213
2,2412,cap1,-60,130,213
2,2412,cap1,-60,165,213
2,2412,cap1,-59,101,213
2,2412,cap1,-59,110,213
2,2412,cap1,-59,124,213
2,2412,cap1,-58,101,213
2,2412,cap1,-57,107,213
2,2412,cap1,-57,125,213
2,2412,cap1,-56,108,213
2,2412,cap1,-56,169,213
2,2412,cap1,-55,109,213
2,2412,cap1,-54,125,213
2,2412,cap1,-53,107,213
2,2412,cap1,-53,147,213
2,2412,cap1,-51,185,213
2,2412,cap1,-47,149,213
2,2412,cap2,-88,141,213
2,2412,cap2,-83,170,213
2,2412,cap2,-82,167,213
2,2412,cap2,-81,161,213
2,2412,cap2,-81,167,213
2,2412,cap2,-80,167,213
2,2412,cap2,-80,170,213
2,2412,cap2,-79,150,213
2,2412,cap2,-79,161,213
2,2412,cap2,-79,170,213
2,2412,cap2,-79,181,213
2,2412,cap2,-78,170,213
2,2412,cap2,-77,142,213
2,2412,cap2,-77,165,213
2,2412,cap2,-77,184,213
2,2412,cap2,-75,169,213
2,2412,cap2,-74,123,213
2,2412,cap2,-74,150,213
2,2412,cap2,-74,169,213
2,2412,cap2,-73,123,213
2,2412,cap2,-73,149,213
2,2412,cap2,-72,109,213
2,2412,cap2,-72,121,213
2,2412,cap2,-72,124,213
2,2412,cap2,-72,150,213
2,2412,cap2,-71,106,213
2,2412,cap2,-71,109,213
2,2412,cap2,-71,121,213
2,2412,cap2,-71,127,213
2,2412,cap2,-71,144,213
2,2412,cap2,-71,146,213
2,2412,cap2,-71,149,213
2,2412,cap2,-71,183,213
2,2412,cap2,-70,121,213
2,2412,cap2,-70,125,213
2,2412,cap2,-70,126,213
2,2412,cap2,-70,127,213
2,2412,cap2,-70,145,213
2,2412,cap2,-70,163,213
2,2412,cap2,-70,182,213
2,2412,cap2,-70,183,213
2,2412,cap2,-69,126,213
2,2412,cap2,-69,148,213
2,2412,cap2,-68,125,213
2,2412,cap2,-68,126,213
2,2412,cap2,-68,145,213
2,2412,cap2,-67,125,213
2,2412,cap2,-67,129,213
2,2412,cap2,-66,107,213
2,2412,cap2,-66,187,213
2,2412,cap2,-65,123,213
2,2412,cap2,-65,125,213
2,2412,cap2,-64,109,213
2,2412,cap2,-62,128,213
2,2412,cap2,-61,110,213
2,2412,cap2,-60,130,213
2,2412,cap2,-59,130,213
2,2412,cap2,-58,110,213
2,2412,cap2,-56,110,213
2,2412,cap3,-95,102,213
2,2412,cap3,-94,102,213
2,2412,cap3,-94,107,213
2,2412,cap3,-93,101,213
2,2412,cap3,-93,102,213
2,2412,cap3,-93,103,213
2,2412,cap3,-93,104,213
2,2412,cap3,-93,108,213
2,2412,cap3,-93,127,213
2,2412,cap3,-93,128,213
2,2412,cap3,-93,129,213
2,2412,cap3,-93,130,213
2,2412,cap3,-93,163,213
2,2412,cap3,-93,170,213
2,2412,cap3,-92,102,213
2,2412,cap3,-92,106,213
2,2412,cap3,-92,107,213
2,2412,cap3,-92,127,213
2,2412,cap3,-92,129,213
2,2412,cap3,-92,130,213
2,2412,cap3,-92,170,213
2,2412,cap3,-91,101,213
2,2412,cap3,-91,103,213
2,2412,cap3,-91,106,213
2,2412,cap3,-91,128,213
2,2412,cap3,-91,129,213
2,2412,cap3,-91,130,213
2,2412,cap3,-91,141,213
2,2412,cap3,-91,181,213
2,2412,cap3,-90,104,213
2,2412,cap3,-90,109,213
2,2412,cap3,-90,129,213
2,2412,cap3,-90,130,213
2,2412,cap3,-89,105,213
2,2412,cap3,-89,123,213
2,2412,cap3,-89,124,213
2,2412,cap3,-89,127,213
2,2412,cap3,-89,129,213
2,2412,cap3,-89,130,213
2,2412,cap3,-89,161,213
2,2412,cap3,-89,181,213
2,2412,cap3,-89,184,213
2,2412,cap3,-88,101,213
2,2412,cap3,-88,105,213
2,2412,cap3,-88,106,213
2,2412,cap3,-88,110,213
2,2412,cap3,-88,121,213
2,2412,cap3,-88,123,213
2,2412,cap3,-88,124,213
2,2412,cap3,-88,126,213
2,2412,cap3,-88,129,213
2,2412,cap3,-88,143,213
2,2412,cap3,-88,161,213
2,2412,cap3,-88,181,213
2,2412,cap3,-88,184,213
2,2412,cap3,-87,108,213
2,2412,cap3,-87,109,213
2,2412,cap3,-87,110,213
2,2412,cap3,-87,122,213
2,2412,cap3,-87,125,213
2,2412,cap3,-87,126,213
2,2412,cap3,-87,141,213
2,2412,cap3,-87,143,213
2,2412,cap3,-87,149,213
2,2412,cap3,-87,161,213
2,2412,cap3,-87,170,213
2,2412,cap3,-87,182,213
2,2412,cap3,-87,184,213
2,2412,cap3,-86,121,213
2,2412,cap3,-86,122,213
2,2412,cap3,-86,123,213
2,2412,cap3,-86,125,213
2,2412,cap3,-86,126,213
2,2412,cap3,-86,130,213
2,2412,cap3,-86,142,213
2,2412,cap3,-86,144,213
2,2412,cap3,-86,163,213
2,2412,cap3,-86,170,213
2,2412,cap3,-86,182,213
2,2412,cap3,-85,142,213
2,2412,cap3,-85,143,213
2,2412,cap3,-85,148,213
2,2412,cap3,-85,149,213
2,2412,cap3,-85,150,213
2,2412,cap3,-85,182,213
2,2412,cap3,-84,110,213
2,2412,cap3,-84,127,213
2,2412,cap3,-84,142,213
2,2412,cap3,-84,146,213
2,2412,cap3,-84,148,213
2,2412,cap3,-84,150,213
2,2412,cap3,-84,162,213
2,2412,cap3,-83,143,213
2,2412,cap3,-83,146,213
2,2412,cap3,-83,147,213
2,2412,cap3,-83,148,213
2,2412,cap3,-83,149,213
2,2412,cap3,-83,169,213
2,2412,cap3,-82,145,213
2,2412,cap3,-82,147,213
2,2412,cap3,-81,145,213
2,2412,cap3,-81,150,213
2,2412,cap3,-81,185,213
2,2412,cap3,-80,167,213
2,2417,cap1,-75,123,213
2,2417,cap1,-69,107,213
2,2417,cap1,-69,141,213
2,2417,cap1,-67,166,213
2,2417,cap1,-66,168,213
2,2417,cap1,-65,124,213
2,2417,cap1,-65,186,213
2,2417,cap1,-64,110,213
2,2417,cap1,-63,109,213
2,2417,cap1,-63,166,213
2,2417,cap1,-63,167,213
2,2417,cap1,-62,123,213
2,2417,cap1,-62,162,213
2,2417,cap1,-62,165,213
2,2417,cap1,-61,168,213
2,2417,cap1,-60,162,213
2,2417,cap1,-60,169,213
2,2417,cap1,-59,125,213
2,2417,cap1,-59,127,213
2,2417,cap1,-59,165,213
2,2417,cap1,-59,168,213
2,2417,cap1,-58,105,213
2,2417,cap1,-58,121,213
2,2417,cap1,-58,127,213
2,2417,cap1,-58,130,213
2,2417,cap1,-58,165,213
2,2417,cap1,-57,107,213
2,2417,cap1,-57,130,213
2,2417,cap1,-57,148,213
2,2417,cap1,-57,164,213
2,2417,cap1,-57,170,213
2,2417,cap1,-56,104,213
2,2417,cap1,-56,129,213
2,2417,cap1,-56,142,213
2,2417,cap1,-56,181,213
2,2417,cap1,-56,185,213
2,2417,cap1,-55,109,213
2,2417,cap1,-55,186,213
2,2417,cap1,-54,101,213
2,2417,cap1,-54,127,213
2,2417,cap1,-54,166,213
2,2417,cap1,-54,170,213
2,2417,cap1,-54,184,213
2,2417,cap1,-53,170,213
2,2417,cap1,-52,148,213
2,2417,cap1,-52,149,213
2,2417,cap1,-51,128,213
2,2417,cap1,-50,146,213
2,2417,cap1,-48,170,213
2,2417,cap1,-46,126,213
2,2417,cap1,-45,187,213
2,2417,cap2,-77,167,213
2,2417,cap2,-76,141,213
2,2417,cap2,-74,141,213
2,2417,cap2,-74,181,213
2,2417,cap2,-73,170,213
2,2417,cap2,-73,181,213
2,2417,cap2,-72,164,213
2,2417,cap2,-72,167,213
2,2417,cap2,-72,181,213
2,2417,cap2,-72,183,213
2,2417,cap2,-70,142,213
2,2417,cap2,-70,161,213
2,2417,cap2,-70,167,213
2,2417,cap2,-70,181,213
2,2417,cap2,-69,150,213
2,2417,cap2,-68,165,213
2,2417,cap2,-68,170,213
2,2417,cap2,-67,127,213
2,2417,cap2,-67,164,213
2,2417,cap2,-67,170,213
2,2417,cap2,-67,184,213
2,2417,cap2,-66,165,213
2,2417,cap2,-66,166,213
2,2417,cap2,-66,184,213
2,2417,cap2,-66,186,213
2,2417,cap2,-65,148,213
2,2417,cap2,-65,150,213
2,2417,cap2,-65,162,213
2,2417,cap2,-65,165,213
2,2417,cap2,-65,168,213
2,2417,cap2,-65,169,213
2,2417,cap2,-65,184,213
2,2417,cap2,-65,186,213
2,2417,cap2,-64,102,213
2,2417,cap2,-64,103,213
2,2417,cap2,-64,121,213
2,2417,cap2,-64,143,213
2,2417,cap2,-64,147,213
2,2417,cap2,-64,169,213
2,2417,cap2,-64,185,213
2,2417,cap2,-63,107,213
2,2417,cap2,-63,124,213
2,2417,cap2,-63,186,213
2,2417,cap2,-62,108,213
2,2417,cap2,-62,123,213
2,2417,cap2,-62,127,213
2,2417,cap2,-62,129,213
2,2417,cap2,-62,147,213
2,2417,cap2,-62,168,213
2,2417,cap2,-62,185,213
2,2417,cap2,-61,108,213
2,2417,cap2,-61,124,213
2,2417,cap2,-61,126,213
2,2417,cap2,-61,145,213
2,2417,cap2,-61,146,213
2,2417,cap2,-61,182,213
2,2417,cap2,-61,183,213
2,2417,cap2,-60,145,213
2,2417,cap2,-60,168,213
2,2417,cap2,-60,182,213
2,2417,cap2,-60,183,213
2,2417,cap2,-59,110,213
2,2417,cap2,-59,129,213
2,2417,cap2,-59,148,213
2,2417,cap2,-59,166,213
2,2417,cap2,-59,168,213
2,2417,cap2,-59,182,213
2,2417,cap2,-58,148,213
2,2417,cap2,-57,109,213
2,2417,cap2,-56,108,213
2,2417,cap2,-56,130,213
2,2417,cap2,-56,187,213
2,2417,cap2,-55,130,213
2,2417,cap2,-53,130,213
2,2417,cap2,-52,128,213
2,2417,cap2,-51,130,213
2,2417,cap3,-88,104,213
2,2417,cap3,-86,104,213
2,2417,cap3,-85,102,213
2,2417,cap3,-84,106,213
2,2417,cap3,-83,103,213
2,2417,cap3,-83,144,213
2,2417,cap3,-83,146,213
2,2417,cap3,-82,103,213
2,2417,cap3,-82,149,213
2,2417,cap3,-82,170,213
2,2417,cap3,-82,184,213
2,2417,cap3,-82,187,213
2,2417,cap3,-81,163,213
2,2417,cap3,-80,105,213
2,2417,cap3,-80,144,213
2,2417,cap3,-80,149,213
2,2417,cap3,-80,182,213
2,2417,cap3,-79,110,213
2,2417,cap3,-79,142,213
2,2417,cap3,-79,149,213
2,2417,cap3,-79,182,213
2,2417,cap3,-78,143,213
2,2417,cap3,-78,146,213
2,2417,cap3,-78,150,213
2,2417,cap3,-77,145,213
2,2417,cap3,-76,148,213
2,2417,cap3,-75,145,213
2,2417,cap3,-74,145,213
2,2417,cap3,-74,147,213
2,2417,cap3,-74,169,213
2,2417,cap3,-73,145,213
2,2417,cap3,-72,168,213
2,2417,cap3,-72,185,213
2,2417,cap3,-72,186,213
2,2417,cap3,-71,183,213
2,2417,cap3,-68,166,213
2,2422,cap1,-74,123,213
2,2422,cap1,-70,110,213
2,2422,cap1,-67,141,213
2,2422,cap1,-66,102,213
2,2422,cap1,-66,183,213
2,2422,cap1,-65,126,213
2,2422,cap1,-64,121,213
2,2422,cap1,-64,122,213
2,2422,cap1,-64,129,213
2,2422,cap1,-64,183,213
2,2422,cap1,-63,122,213
2,2422,cap1,-63,129,213
2,2422,cap1,-63,144,213
2,2422,cap1,-63,183,213
2,2422,cap1,-62,145,213
2,2422,cap1,-62,186,213
2,2422,cap1,-61,142,213
2,2422,cap1,-61,184,213
2,2422,cap1,-60,148,213
2,2422,cap1,-59,161,213
2,2422,cap1,-58,146,213
2,2422,cap1,-58,184,213
2,2422,cap1,-56,146,213
2,2422,cap1,-51,149,213
2,2422,cap1,-51,187,213
2,2422,cap2,-77,164,213
2,2422,cap2,-76,142,213
2,2422,cap2,-74,108,213
2,2422,cap2,-74,143,213
2,2422,cap2,-74,164,213
2,2422,cap2,-72,101,213
2,2422,cap2,-72,105,213
2,2422,cap2,-72,162,213
2,2422,cap2,-71,105,213
2,2422,cap2,-71,149,213
2,2422,cap2,-70,102,213
2,2422,cap2,-70,150,213
2,2422,cap2,-70,185,213
2,2422,cap2,-69,103,213
2,2422,cap2,-69,105,213
2,2422,cap2,-69,106,213
2,2422,cap2,-69,122,213
2,2422,cap2,-69,124,213
2,2422,cap2,-68,102,213
2,2422,cap2,-68,103,213
2,2422,cap2,-68,104,213
2,2422,cap2,-68,127,213
2,2422,cap2,-68,144,213
2,2422,cap2,-68,147,213
2,2422,cap2,-68,150,213
2,2422,cap2,-68,163,213
2,2422,cap2,-67,103,213
2,2422,cap2,-67,126,213
2,2422,cap2,-67,144,213
2,2422,cap2,-67,146,213
2,2422,cap2,-67,163,213
2,2422,cap2,-66,103,213
2,2422,cap2,-66,124,213
2,2422,cap2,-66,125,213
2,2422,cap2,-66,186,213
2,2422,cap2,-65,144,213
2,2422,cap2,-60,122,213
2,2422,cap2,-60,128,213
2,2422,cap2,-58,128,213
2,2422,cap2,-57,130,213
2,2422,cap3,-88,143,213
2,2422,cap3,-85,144,213
2,2422,cap3,-85,163,213
2,2422,cap3,-83,162,213
2,2422,cap3,-83,164,213
2,2422,cap3,-83,165,213
2,2422,cap3,-82,164,213
2,2422,cap3,-80,165,213
2,2422,cap3,-80,168,213
2,2422,cap3,-80,185,213
2,2422,cap3,-79,147,213
2,2422,cap3,-79,164,213
2,2422,cap3,-79,165,213
2,2422,cap3,-79,167,213
2,2422,cap3,-79,169,213
2,2422,cap3,-78,169,213
2,2422,cap3,-78,185,213
2,2422,cap3,-77,165,213
2,2422,cap3,-77,168,213
2,2422,cap3,-76,167,213
2,2422,cap3,-76,186,213
2,2422,cap3,-75,165,213
2,2422,cap3,-75,166,213
2,2422,cap3,-75,167,213
2,2422,cap3,-75,186,213
2,2422,cap3,-74,167,213
2,2422,cap3,-74,183,213
2,2422,cap3,-73,187,213
2,2427,cap1,-84,105,213
2,2427,cap1,-83,105,213
2,2427,cap1,-80,106,213
2,2427,cap1,-80,122,213
2,2427,cap1,-76,103,213
2,2427,cap1,-74,143,213
2,2427,cap1,-73,107,213
2,2427,cap1,-71,125,213
2,2427,cap1,-68,126,213
2,2427,cap1,-65,126,213
2,2427,cap1,-30,150,213
2,2427,cap2,-83,107,213
2,2427,cap2,-80,107,213
2,2427,cap2,-79,106,213
2,2427,cap2,-75,107,213
2,2427,cap2,-69,130,213
