ssid,latitude,longitude,floorid,channel_cap1,channel_cap2,channel_cap3,signal_strength_cap1,signal_strength_cap2,signal_strength_cap3
1,7.0657351020000005,125.59647790000001,101,2412,2422,2422,38,40,40
1,7.0657351020000005,125.59647790000001,101,2412,2422,2412,38,40,38
1,7.0657351020000005,125.59647790000001,101,2412,2422,2427,38,40,26
1,7.0657351020000005,125.59647790000001,101,2412,2412,2417,38,38,39
1,7.0657351020000005,125.59647790000001,101,2412,2412,2422,38,38,40
1,7.0657351020000005,125.59647790000001,101,2412,2412,2412,38,38,38
1,7.0657351020000005,125.59647790000001,101,2412,2412,2427,38,38,26
1,7.0657351020000005,125.59647790000001,101,2412,2427,2417,38,26,39
1,7.0657351020000005,125.59647790000001,101,2412,2427,2422,38,26,40
1,7.0657351020000005,125.59647790000001,101,2412,2427,2412,38,26,38
1,7.0657351020000005,125.59647790000001,101,2412,2427,2427,38,26,26
1,7.0657351020000005,125.59647790000001,101,2427,2417,2417,26,39,39
1,7.0657351020000005,125.59647790000001,101,2427,2417,2422,26,39,40
1,7.0657351020000005,125.59647790000001,101,2427,2417,2412,26,39,38
1,7.0657351020000005,125.59647790000001,101,2427,2417,2427,26,39,26
1,7.0657351020000005,125.59647790000001,101,2427,2422,2417,26,40,39
1,7.0657351020000005,125.59647790000001,101,2427,2422,2422,26,40,40
1,7.0657351020000005,125.59647790000001,101,2427,2422,2412,26,40,38
1,7.0657351020000005,125.59647790000001,101,2427,2422,2427,26,40,26
1,7.0657351020000005,125.59647790000001,101,2427,2412,2417,26,38,39
1,7.0657351020000005,125.59647790000001,101,2427,2412,2422,26,38,40
1,7.0657351020000005,125.59647790000001,101,2427,2412,2412,26,38,38
1,7.0657351020000005,125.59647790000001,101,2427,2412,2427,26,38,26
1,7.0657351020000005,125.59647790000001,101,2427,2427,2417,26,26,39
1,7.0657351020000005,125.59647790000001,101,2427,2427,2422,26,26,40
1,7.0657351020000005,125.59647790000001,101,2427,2427,2412,26,26,38
1,7.0657351020000005,125.59647790000001,101,2427,2427,2427,26,26,26
1,7.0657351020000005,125.59647790000001,101,2412,2412,2412,16,16,16
