timestamp,Xiaomi_10T,Xiaomipoco_X3
2024-04-11 15:46:36,-71.0,
2024-04-11 15:46:37,-71.0,
2024-04-11 15:46:38,-71.0,
2024-04-11 15:46:43,-83.0,
2024-04-11 15:46:52,-69.0,
2024-04-11 15:47:02,,-70.0
2024-04-11 15:47:04,-79.0,
2024-04-11 15:47:05,-79.0,
2024-04-11 15:47:06,-79.0,
2024-04-11 15:47:07,-68.0,
2024-04-11 15:47:43,-61.0,
2024-04-11 15:47:47,-66.0,
2024-04-11 15:47:48,-66.0,
2024-04-11 15:47:49,-66.0,
2024-04-11 15:47:51,-66.0,
2024-04-11 15:47:52,-66.0,
2024-04-11 15:47:53,-66.0,
2024-04-11 15:47:54,-79.0,
2024-04-11 15:48:03,,-78.0
2024-04-11 15:48:04,,-78.0
2024-04-11 15:48:14,-68.0,
2024-04-11 15:48:15,-68.0,
2024-04-11 15:48:16,-68.0,
2024-04-11 15:48:19,-68.0,
2024-04-11 15:48:24,-78.0,
2024-04-11 15:48:36,-75.0,
2024-04-11 15:48:38,-75.0,
2024-04-11 15:48:39,-75.0,
2024-04-11 15:48:40,-75.0,
2024-04-11 15:48:41,-67.0,
2024-04-11 15:48:42,-67.0,
2024-04-11 15:48:43,-67.0,
2024-04-11 15:48:59,-68.0,
2024-04-11 15:49:00,-68.0,
2024-04-11 15:49:01,-68.0,
2024-04-11 15:49:03,-68.0,
2024-04-11 15:49:11,-81.0,
2024-04-11 15:49:12,-81.0,
2024-04-11 15:49:14,-81.0,
2024-04-11 15:49:15,-81.0,
2024-04-11 15:49:29,-68.0,
2024-04-11 15:49:43,-79.0,
2024-04-11 15:49:44,-79.0,
2024-04-11 15:49:45,-79.0,
2024-04-11 15:49:46,-79.0,
2024-04-11 15:49:50,-67.0,
2024-04-11 15:49:51,-67.0,
2024-04-11 15:49:53,-67.0,
2024-04-11 15:49:55,-70.0,
2024-04-11 15:49:57,-70.0,
2024-04-11 15:49:58,-70.0,
2024-04-11 15:50:04,-72.0,
2024-04-11 15:50:06,-72.0,
2024-04-11 15:50:07,-72.0,
2024-04-11 15:50:08,-72.0,
2024-04-11 15:50:09,-72.0,
2024-04-11 15:50:17,-67.0,
2024-04-11 15:50:18,-67.0,
2024-04-11 15:50:20,-67.0,
2024-04-11 15:50:21,,-83.0
2024-04-11 15:50:22,-67.0,-83.0
2024-04-11 15:50:23,,-83.0
2024-04-11 15:50:39,-66.0,
2024-04-11 15:50:44,-80.0,
2024-04-11 15:51:06,-76.0,
2024-04-11 15:51:22,,-77.0
2024-04-11 15:51:23,,-77.0
2024-04-11 15:51:24,,-77.0
2024-04-11 15:51:25,,-77.0
2024-04-11 15:51:26,-66.0,-88.0
2024-04-11 15:51:28,,-88.0
2024-04-11 15:51:29,-66.0,-88.0
2024-04-11 15:51:30,-66.0,-88.0
2024-04-11 15:51:31,-66.0,
2024-04-11 15:51:34,-65.0,
2024-04-11 15:51:39,-68.0,-75.0
2024-04-11 15:51:41,,-75.0
2024-04-11 15:51:42,,-75.0
2024-04-11 15:51:57,-82.0,
2024-04-11 15:51:58,-82.0,
2024-04-11 15:51:59,-82.0,
2024-04-11 15:52:01,-82.0,
2024-04-11 15:52:02,-64.0,
2024-04-11 15:52:03,-64.0,
2024-04-11 15:52:04,-64.0,
2024-04-11 15:52:07,,-82.0
2024-04-11 15:52:08,,-82.0
2024-04-11 15:52:12,-76.0,
2024-04-11 15:52:22,-66.0,
2024-04-11 15:52:27,-72.0,
2024-04-11 15:52:29,-72.0,
2024-04-11 15:52:30,-72.0,
2024-04-11 15:52:32,-77.0,
2024-04-11 15:52:33,-77.0,
2024-04-11 15:52:34,-77.0,
2024-04-11 15:52:35,-77.0,
2024-04-11 15:52:46,-75.0,
2024-04-11 15:52:49,-76.0,
2024-04-11 15:52:55,-76.0,
2024-04-11 15:52:56,-76.0,
