timestamp,Xiaomi_10T
2024-04-11 15:46:08,-66.0
2024-04-11 15:46:10,-66.0
2024-04-11 15:46:24,-73.0
2024-04-11 15:46:25,-73.0
2024-04-11 15:46:26,-73.0
2024-04-11 15:46:27,-75.0
2024-04-11 15:46:28,-75.0
2024-04-11 15:46:29,-75.0
2024-04-11 15:46:40,-72.0
2024-04-11 15:46:41,-72.0
2024-04-11 15:46:42,-72.0
2024-04-11 15:46:45,-70.0
2024-04-11 15:46:46,-70.0
2024-04-11 15:46:47,-70.0
2024-04-11 15:46:48,-80.0
2024-04-11 15:46:49,-80.0
2024-04-11 15:46:50,-80.0
2024-04-11 15:46:53,-64.0
2024-04-11 15:46:54,-64.0
2024-04-11 15:46:56,-82.0
2024-04-11 15:46:57,-82.0
2024-04-11 15:46:59,-82.0
2024-04-11 15:47:00,-67.0
2024-04-11 15:47:01,-67.0
2024-04-11 15:47:02,-67.0
2024-04-11 15:47:07,-64.0
2024-04-11 15:47:08,-64.0
2024-04-11 15:47:11,-70.0
2024-04-11 15:47:12,-70.0
2024-04-11 15:47:14,-67.0
2024-04-11 15:47:15,-67.0
2024-04-11 15:47:17,-67.0
2024-04-11 15:47:18,-67.0
2024-04-11 15:47:19,-67.0
2024-04-11 15:47:20,-67.0
2024-04-11 15:47:21,-67.0
2024-04-11 15:47:23,-68.0
2024-04-11 15:47:24,-68.0
2024-04-11 15:47:25,-68.0
2024-04-11 15:47:29,-65.0
2024-04-11 15:47:30,-65.0
2024-04-11 15:47:31,-65.0
2024-04-11 15:47:32,-65.0
2024-04-11 15:47:34,-65.0
2024-04-11 15:47:35,-66.0
2024-04-11 15:47:36,-66.0
2024-04-11 15:47:38,-76.0
2024-04-11 15:47:40,-76.0
2024-04-11 15:47:41,-76.0
2024-04-11 15:47:44,-65.0
2024-04-11 15:47:45,-65.0
2024-04-11 15:47:46,-65.0
2024-04-11 15:47:55,-73.0
2024-04-11 15:47:58,-73.0
2024-04-11 15:47:59,-76.5
2024-04-11 15:48:00,-80.0
2024-04-11 15:48:06,-68.0
2024-04-11 15:48:09,-68.0
2024-04-11 15:48:10,-68.0
2024-04-11 15:48:25,-75.0
2024-04-11 15:48:26,-75.0
2024-04-11 15:48:30,-64.0
2024-04-11 15:48:31,-64.0
2024-04-11 15:48:32,-64.0
2024-04-11 15:48:34,-64.0
2024-04-11 15:48:35,-64.0
2024-04-11 15:48:47,-66.0
2024-04-11 15:48:48,-66.0
2024-04-11 15:48:50,-79.0
2024-04-11 15:48:51,-79.0
2024-04-11 15:48:52,-79.0
2024-04-11 15:48:53,-79.0
2024-04-11 15:48:56,-79.0
2024-04-11 15:48:57,-79.0
2024-04-11 15:49:04,-64.0
2024-04-11 15:49:05,-64.0
2024-04-11 15:49:06,-64.0
2024-04-11 15:49:07,-64.0
2024-04-11 15:49:09,-70.0
2024-04-11 15:49:11,-70.0
2024-04-11 15:49:16,-69.0
2024-04-11 15:49:17,-69.0
2024-04-11 15:49:19,-69.0
2024-04-11 15:49:20,-68.0
2024-04-11 15:49:22,-68.0
2024-04-11 15:49:23,-68.0
2024-04-11 15:49:24,-63.0
2024-04-11 15:49:25,-63.0
2024-04-11 15:49:26,-63.0
2024-04-11 15:49:28,-63.0
2024-04-11 15:49:30,-67.0
2024-04-11 15:49:31,-67.0
2024-04-11 15:49:34,-67.0
2024-04-11 15:49:35,-67.0
2024-04-11 15:49:36,-67.0
2024-04-11 15:49:39,-81.0
2024-04-11 15:49:40,-81.0
2024-04-11 15:49:41,-81.0
2024-04-11 15:49:59,-73.0
2024-04-11 15:50:01,-73.0
2024-04-11 15:50:02,-73.0
2024-04-11 15:50:03,-73.0
2024-04-11 15:50:12,-67.0
2024-04-11 15:50:13,-67.0
2024-04-11 15:50:14,-67.0
2024-04-11 15:50:22,-64.0
2024-04-11 15:50:23,-64.0
2024-04-11 15:50:27,-62.0
2024-04-11 15:50:28,-62.0
2024-04-11 15:50:32,-68.0
2024-04-11 15:50:33,-68.0
2024-04-11 15:50:42,-62.0
2024-04-11 15:50:43,-62.0
2024-04-11 15:50:47,-69.0
2024-04-11 15:50:48,-69.0
2024-04-11 15:50:50,-69.0
2024-04-11 15:50:52,-69.0
2024-04-11 15:50:53,-69.0
2024-04-11 15:51:01,-70.0
2024-04-11 15:51:02,-70.0
2024-04-11 15:51:03,-70.0
2024-04-11 15:51:04,-70.0
2024-04-11 15:51:07,-70.0
2024-04-11 15:51:08,-70.0
2024-04-11 15:51:10,-69.0
2024-04-11 15:51:12,-69.0
2024-04-11 15:51:13,-69.0
2024-04-11 15:51:14,-69.0
2024-04-11 15:51:18,-77.0
2024-04-11 15:51:19,-77.0
2024-04-11 15:51:20,-77.0
2024-04-11 15:51:22,-69.0
2024-04-11 15:51:23,-69.0
2024-04-11 15:51:24,-69.0
2024-04-11 15:51:25,-69.0
2024-04-11 15:51:35,-70.0
2024-04-11 15:51:37,-70.0
2024-04-11 15:51:38,-70.0
2024-04-11 15:51:41,-62.0
2024-04-11 15:51:42,-62.0
2024-04-11 15:51:43,-62.0
2024-04-11 15:51:46,-67.0
2024-04-11 15:51:47,-72.0
2024-04-11 15:52:07,-71.0
2024-04-11 15:52:08,-71.0
2024-04-11 15:52:09,-71.0
2024-04-11 15:52:11,-71.0
2024-04-11 15:52:13,-73.0
2024-04-11 15:52:14,-73.0
2024-04-11 15:52:16,-73.0
2024-04-11 15:52:24,-69.0
2024-04-11 15:52:25,-69.0
2024-04-11 15:52:27,-69.0
2024-04-11 15:52:47,-64.0
2024-04-11 15:52:48,-64.0
2024-04-11 15:52:51,-63.0
2024-04-11 15:52:52,-63.0
2024-04-11 15:52:53,-63.0
2024-04-11 15:53:03,-67.0
2024-04-11 15:53:04,-67.0
2024-04-11 15:53:05,-67.0
2024-04-11 15:53:27,-67.0
2024-04-11 15:53:28,-67.0
2024-04-11 15:53:29,-67.0
2024-04-11 15:53:31,-67.0
2024-04-11 15:53:32,-67.0
2024-04-11 15:53:33,-67.0
2024-04-11 15:53:45,-65.0
2024-04-11 15:53:46,-65.0
2024-04-11 15:53:47,-65.0
2024-04-11 15:54:03,-65.0
2024-04-11 15:54:04,-65.0
2024-04-11 15:54:05,-65.0
2024-04-11 15:54:07,-65.0
2024-04-11 15:54:08,-65.0
2024-04-11 15:54:17,-63.0
2024-04-11 15:54:18,-63.0
2024-04-11 15:54:19,-63.0
2024-04-11 15:54:36,-64.0
2024-04-11 15:54:37,-64.0
2024-04-11 15:54:45,-66.0
2024-04-11 15:54:47,-66.0
2024-04-11 15:54:49,-66.0
2024-04-11 15:54:50,-66.0
2024-04-11 15:54:58,-68.0
2024-04-11 15:54:59,-68.0
2024-04-11 15:55:01,-68.0
2024-04-11 15:55:07,-61.0
2024-04-11 15:55:08,-61.0
2024-04-11 15:55:10,-61.0
2024-04-11 15:55:11,-61.0
2024-04-11 15:55:18,-66.0
2024-04-11 15:55:19,-66.0
2024-04-11 15:55:20,-66.0
2024-04-11 15:55:27,-74.0
2024-04-11 15:55:28,-74.0
2024-04-11 15:55:29,-74.0
2024-04-11 15:55:30,-72.0
2024-04-11 15:55:32,-72.0
2024-04-11 15:55:39,-66.0
2024-04-11 15:55:40,-66.0
2024-04-11 15:55:42,-66.0
2024-04-11 15:55:47,-80.0
2024-04-11 15:55:48,-80.0
2024-04-11 15:55:49,-80.0
2024-04-11 15:55:51,-67.0
2024-04-11 15:55:52,-67.0
2024-04-11 15:55:53,-67.0
2024-04-11 15:55:55,-67.0
2024-04-11 15:55:56,-67.0
2024-04-11 15:55:57,-67.0
2024-04-11 15:55:58,-67.0
2024-04-11 15:56:00,-73.0
2024-04-11 15:56:01,-73.0
2024-04-11 15:56:02,-73.0
2024-04-11 15:56:05,-70.0
2024-04-11 15:56:06,-70.0
2024-04-11 15:56:08,-70.0
2024-04-11 15:56:14,-66.0
2024-04-11 15:56:15,-66.0
2024-04-11 15:56:16,-66.0
2024-04-11 15:56:17,-66.0
2024-04-11 15:56:29,-70.0
2024-04-11 15:56:30,-70.0
2024-04-11 15:56:31,-70.0
2024-04-11 15:56:41,-71.0
2024-04-11 15:56:43,-71.0
2024-04-11 15:56:44,-71.0
2024-04-11 15:56:46,-69.0
2024-04-11 15:56:48,-69.0
2024-04-11 15:56:49,-69.0
2024-04-11 15:56:50,-69.0
2024-04-11 15:56:52,-69.0
2024-04-11 15:56:53,-69.0
2024-04-11 15:56:54,-69.0
2024-04-11 15:56:57,-77.0
2024-04-11 15:56:58,-77.0
2024-04-11 15:57:01,-67.0
2024-04-11 15:57:02,-67.0
2024-04-11 15:57:03,-67.0
2024-04-11 15:57:04,-67.0
2024-04-11 15:57:06,-67.0
2024-04-11 15:57:07,-67.0
2024-04-11 15:57:08,-67.0
2024-04-11 15:57:10,-67.0
2024-04-11 15:57:11,-67.0
2024-04-11 15:57:16,-68.0
2024-04-11 15:57:17,-68.0
2024-04-11 15:57:19,-68.0
2024-04-11 15:57:21,-83.0
2024-04-11 15:57:22,-83.0
2024-04-11 15:57:24,-83.0
2024-04-11 15:57:25,-83.0
2024-04-11 15:57:26,-70.0
2024-04-11 15:57:28,-70.0
2024-04-11 15:57:29,-70.0
2024-04-11 15:57:31,-67.0
2024-04-11 15:57:32,-67.0
2024-04-11 15:57:34,-67.0
2024-04-11 15:57:35,-67.0
2024-04-11 15:57:36,-69.0
2024-04-11 15:57:37,-69.0
2024-04-11 15:57:39,-69.0
2024-04-11 15:57:40,-69.0
2024-04-11 15:57:42,-69.0
2024-04-11 15:57:43,-69.0
2024-04-11 15:57:51,-70.0
2024-04-11 15:57:52,-70.0
2024-04-11 15:57:53,-70.0
2024-04-11 15:57:55,-70.0
2024-04-11 15:57:56,-70.0
2024-04-11 15:57:57,-70.0
2024-04-11 15:57:59,-68.0
2024-04-11 15:58:00,-68.0
2024-04-11 15:58:01,-68.0
2024-04-11 15:58:04,-70.0
2024-04-11 15:58:05,-70.0
2024-04-11 15:58:06,-70.0
2024-04-11 15:58:09,-67.0
2024-04-11 15:58:10,-67.0
2024-04-11 15:58:11,-67.0
2024-04-11 15:58:12,-67.0
2024-04-11 15:58:36,-66.0
2024-04-11 15:58:37,-66.0
2024-04-11 15:58:38,-71.0
2024-04-11 15:58:40,-71.0
2024-04-11 15:58:41,-71.0
2024-04-11 15:58:51,-74.0
2024-04-11 15:58:53,-74.0
2024-04-11 15:58:54,-74.0
2024-04-11 15:58:55,-86.0
2024-04-11 15:58:56,-86.0
2024-04-11 15:58:58,-86.0
2024-04-11 15:58:59,-71.0
2024-04-11 15:59:00,-71.0
2024-04-11 15:59:02,-71.0
2024-04-11 15:59:04,-74.0
2024-04-11 15:59:06,-74.0
2024-04-11 15:59:07,-74.0
2024-04-11 15:59:13,-77.0
2024-04-11 15:59:14,-77.0
2024-04-11 15:59:16,-77.0
2024-04-11 15:59:17,-77.0
2024-04-11 15:59:20,-62.0
2024-04-11 15:59:21,-62.0
2024-04-11 15:59:22,-62.0
2024-04-11 15:59:44,-64.0
2024-04-11 15:59:45,-64.0
2024-04-11 15:59:49,-66.0
2024-04-11 15:59:50,-66.0
2024-04-11 15:59:59,-78.0
2024-04-11 16:00:01,-78.0
2024-04-11 16:00:02,-78.0
2024-04-11 16:00:03,-78.0
2024-04-11 16:00:22,-68.0
2024-04-11 16:00:24,-68.0
2024-04-11 16:00:26,-68.0
2024-04-11 16:00:27,-68.0
2024-04-11 16:00:29,-68.0
2024-04-11 16:00:31,-86.0
2024-04-11 16:00:33,-86.0
2024-04-11 16:00:39,-69.0
2024-04-11 16:00:41,-69.0
2024-04-11 16:00:42,-69.0
2024-04-11 16:00:43,-69.0
2024-04-11 16:00:45,-67.0
2024-04-11 16:00:46,-67.0
2024-04-11 16:00:47,-67.0
2024-04-11 16:01:05,-66.0
2024-04-11 16:01:06,-66.0
2024-04-11 16:01:08,-66.0
2024-04-11 16:01:09,-65.0
2024-04-11 16:01:11,-65.0
2024-04-11 16:01:12,-65.0
