timestamp,TechnoCamon_20,Xiaomipoco_X3
2024-04-11 15:46:07,-72.0,
2024-04-11 15:46:09,-74.0,
2024-04-11 15:46:25,-73.0,
2024-04-11 15:46:31,-68.0,
2024-04-11 15:46:32,-68.0,
2024-04-11 15:46:33,-67.0,
2024-04-11 15:46:49,-69.0,
2024-04-11 15:46:50,-69.0,
2024-04-11 15:46:52,-69.0,
2024-04-11 15:46:53,-75.0,
2024-04-11 15:46:54,-75.0,
2024-04-11 15:46:55,-75.0,
2024-04-11 15:46:56,-75.0,
2024-04-11 15:46:58,-74.0,
2024-04-11 15:46:59,-74.0,
2024-04-11 15:47:00,-74.0,
2024-04-11 15:47:01,-74.0,
2024-04-11 15:47:19,-75.0,
2024-04-11 15:47:35,-73.0,
2024-04-11 15:47:36,-73.0,
2024-04-11 15:47:37,-73.0,
2024-04-11 15:47:38,-73.0,
2024-04-11 15:47:55,-77.0,
2024-04-11 15:48:12,-69.0,
2024-04-11 15:48:20,-71.0,
2024-04-11 15:48:21,-71.0,
2024-04-11 15:48:22,-71.0,
2024-04-11 15:48:24,-71.0,
2024-04-11 15:48:25,-71.0,
2024-04-11 15:48:35,-66.0,
2024-04-11 15:48:39,-85.0,
2024-04-11 15:48:40,-85.0,
2024-04-11 15:48:41,-85.0,
2024-04-11 15:48:51,-70.0,
2024-04-11 15:48:56,-66.0,
2024-04-11 15:49:28,-68.0,
2024-04-11 15:49:29,,-72.0
2024-04-11 15:49:33,-71.0,
2024-04-11 15:49:34,-71.0,
2024-04-11 15:49:35,-71.0,
2024-04-11 15:49:36,-71.0,
2024-04-11 15:49:38,-75.0,
2024-04-11 15:49:39,-75.0,
2024-04-11 15:49:40,-75.0,
2024-04-11 15:49:50,-72.0,
2024-04-11 15:49:59,,-74.0
2024-04-11 15:50:12,-72.0,
2024-04-11 15:50:25,-72.0,
2024-04-11 15:50:26,-72.0,
2024-04-11 15:50:27,-72.0,
2024-04-11 15:50:28,-67.0,-70.0
2024-04-11 15:50:37,-68.0,
2024-04-11 15:50:38,-68.0,
2024-04-11 15:50:39,-68.0,
2024-04-11 15:50:41,-70.0,
2024-04-11 15:50:49,-70.0,
2024-04-11 15:50:51,-70.0,
2024-04-11 15:50:52,-70.0,
2024-04-11 15:50:53,-70.0,-78.0
2024-04-11 15:50:57,-75.0,
2024-04-11 15:51:07,,-72.0
2024-04-11 15:51:19,-67.0,-69.0
2024-04-11 15:51:20,-67.0,
2024-04-11 15:51:22,-6.0,
2024-04-11 15:51:23,-76.0,
2024-04-11 15:51:28,-73.0,
2024-04-11 15:51:37,-68.0,
2024-04-11 15:51:38,-68.0,
2024-04-11 15:51:39,-68.0,
2024-04-11 15:51:40,-68.0,
2024-04-11 15:51:42,-68.0,
2024-04-11 15:51:46,-66.0,
2024-04-11 15:51:51,-74.0,
2024-04-11 15:51:59,-76.0,
2024-04-11 15:52:04,-78.0,
2024-04-11 15:52:09,,-73.0
2024-04-11 15:52:30,-73.0,
2024-04-11 15:52:35,,-74.0
2024-04-11 15:52:39,,-70.0
2024-04-11 15:52:42,,-70.0
2024-04-11 15:52:47,-76.0,
2024-04-11 15:52:56,,-75.0
2024-04-11 15:53:05,-77.0,
2024-04-11 15:53:18,-75.0,
2024-04-11 15:53:21,-67.0,
2024-04-11 15:53:53,-69.0,
2024-04-11 15:53:56,-74.0,-68.0
2024-04-11 15:53:58,-74.0,
2024-04-11 15:53:59,-74.0,
2024-04-11 15:54:00,-74.0,
2024-04-11 15:54:10,,-67.0
2024-04-11 15:54:14,-69.0,
2024-04-11 15:54:18,,-77.0
2024-04-11 15:54:22,-67.0,
2024-04-11 15:54:31,-70.0,-76.0
2024-04-11 15:54:32,-70.0,
2024-04-11 15:54:34,-70.0,
2024-04-11 15:54:35,-70.0,
2024-04-11 15:54:59,-69.0,
2024-04-11 15:55:12,-66.0,
2024-04-11 15:55:29,-64.0,
2024-04-11 15:55:49,-71.0,-73.0
2024-04-11 15:56:06,-69.0,
2024-04-11 15:56:10,-73.0,-76.0
2024-04-11 15:56:11,-73.0,
2024-04-11 15:56:12,-73.0,
2024-04-11 15:56:14,-73.0,
2024-04-11 15:56:22,-69.0,
2024-04-11 15:56:26,-74.0,-77.0
2024-04-11 15:56:27,-74.0,
2024-04-11 15:56:38,,-68.0
2024-04-11 15:56:43,-67.0,
2024-04-11 15:56:44,-67.0,
2024-04-11 15:56:45,-67.0,
2024-04-11 15:56:59,-86.0,
2024-04-11 15:57:04,,-71.0
2024-04-11 15:57:08,-74.0,
2024-04-11 15:57:34,,-71.0
2024-04-11 15:58:26,,-74.0
2024-04-11 15:59:29,,-69.0
2024-04-11 15:59:33,,-72.0
2024-04-11 15:59:43,,-77.0
2024-04-11 15:59:44,,-77.0
2024-04-11 15:59:53,-66.0,
2024-04-11 15:59:54,-66.0,
2024-04-11 15:59:56,-66.0,
2024-04-11 15:59:57,-66.0,
2024-04-11 16:00:38,-68.0,
2024-04-11 16:00:51,-79.0,
2024-04-11 16:00:55,-77.0,
2024-04-11 16:01:00,,-74.0
2024-04-11 16:01:05,-74.0,
2024-04-11 16:01:13,,-74.0
