timestamp,Realme_6Pro,RedmiNote_11,Vivo_Y21T
2024-04-11 15:46:12,,-85.0,-86.0
2024-04-11 15:46:14,,-85.0,-86.0
2024-04-11 15:46:17,,,-86.0
2024-04-11 15:46:20,,,-86.0
2024-04-11 15:46:22,,,-86.0
2024-04-11 15:46:24,-88.0,-87.0,-85.0
2024-04-11 15:46:26,-88.0,-87.0,-85.0
2024-04-11 15:46:27,-88.0,,-84.0
2024-04-11 15:46:30,-88.0,,-84.0
2024-04-11 15:46:32,-90.0,-87.0,-83.0
2024-04-11 15:46:33,-90.0,-87.0,-83.0
2024-04-11 15:46:35,-88.0,-84.0,-84.0
2024-04-11 15:46:36,-88.0,,
2024-04-11 15:46:39,-89.0,,
2024-04-11 15:46:40,-89.0,,-85.0
2024-04-11 15:46:42,-89.0,,-85.0
2024-04-11 15:46:44,-87.0,-85.0,-85.0
2024-04-11 15:46:45,-87.0,-85.0,-89.0
2024-04-11 15:46:48,-87.0,-85.0,-89.0
2024-04-11 15:46:49,-87.0,-85.0,-89.0
2024-04-11 15:46:51,-87.0,-84.0,-89.0
2024-04-11 15:46:52,-87.0,-84.0,-89.0
2024-04-11 15:46:54,-87.0,-84.0,-89.0
2024-04-11 15:46:55,,,-82.0
2024-04-11 15:46:57,,-86.0,-83.0
2024-04-11 15:47:00,,,-83.0
2024-04-11 15:47:01,,,-83.0
2024-04-11 15:47:03,-84.0,,-82.0
2024-04-11 15:47:06,,,-84.0
2024-04-11 15:47:08,,-85.0,-84.0
2024-04-11 15:47:09,,-85.0,-84.0
2024-04-11 15:47:11,-85.0,-85.0,-83.0
2024-04-11 15:47:13,-85.0,-85.0,-83.0
2024-04-11 15:47:15,-85.0,-85.0,-83.0
2024-04-11 15:47:16,,,-85.0
2024-04-11 15:47:18,,,-85.0
2024-04-11 15:47:19,,,-85.0
2024-04-11 15:47:21,-84.0,,-85.0
2024-04-11 15:47:22,-84.0,,-85.0
2024-04-11 15:47:24,-84.0,,-85.0
2024-04-11 15:47:30,,-84.0,
2024-04-11 15:47:31,,-84.0,
2024-04-11 15:47:32,,-84.0,
2024-04-11 15:47:35,,,-84.0
2024-04-11 15:47:36,,,-84.0
2024-04-11 15:47:37,,-87.0,
2024-04-11 15:47:38,,-87.0,
2024-04-11 15:47:40,,-87.0,
2024-04-11 15:47:45,-84.0,-85.0,
2024-04-11 15:47:47,-84.0,-85.0,
2024-04-11 15:47:48,-84.0,-85.0,
2024-04-11 15:47:49,-84.0,,
2024-04-11 15:47:54,,-81.0,-84.0
2024-04-11 15:47:55,,-87.0,
2024-04-11 15:47:57,,-87.0,
2024-04-11 15:47:58,-84.0,-87.0,
2024-04-11 15:47:59,-84.0,-87.0,
2024-04-11 15:48:01,-84.0,-87.0,
2024-04-11 15:48:03,,,-84.0
2024-04-11 15:48:11,-84.0,-86.0,
2024-04-11 15:48:13,-84.0,-86.0,
2024-04-11 15:48:14,-84.0,-86.0,
2024-04-11 15:48:15,-84.0,-86.0,
2024-04-11 15:48:16,-83.0,-85.0,
2024-04-11 15:48:17,-83.0,-85.0,
2024-04-11 15:48:19,-83.0,-85.0,
2024-04-11 15:48:20,-82.0,-86.0,-85.0
2024-04-11 15:48:21,,-86.0,
2024-04-11 15:48:22,,-86.0,
2024-04-11 15:48:24,,-86.0,
2024-04-11 15:48:25,-85.0,-86.0,
2024-04-11 15:48:26,-85.0,,
2024-04-11 15:48:27,-85.0,,
2024-04-11 15:48:29,-85.0,,
2024-04-11 15:48:31,-85.0,,
2024-04-11 15:48:32,-85.0,,
2024-04-11 15:48:38,,-86.0,-93.0
2024-04-11 15:48:40,,-86.0,-93.0
2024-04-11 15:48:41,,-86.0,-93.0
2024-04-11 15:48:42,,-86.0,-93.0
2024-04-11 15:48:43,,-86.0,-84.0
2024-04-11 15:48:47,-84.0,-85.0,
2024-04-11 15:48:49,-84.0,,
2024-04-11 15:48:51,-84.0,,
2024-04-11 15:48:52,-84.0,,
2024-04-11 15:48:53,-84.0,-87.0,
2024-04-11 15:48:55,,-87.0,
2024-04-11 15:48:56,,-87.0,
2024-04-11 15:48:57,,-87.0,
2024-04-11 15:48:59,,-85.0,
2024-04-11 15:49:00,,-85.0,
2024-04-11 15:49:01,,-85.0,
2024-04-11 15:49:02,-84.0,-88.0,
2024-04-11 15:49:04,-84.0,-88.0,
2024-04-11 15:49:05,-84.0,-87.0,
2024-04-11 15:49:06,-84.0,,
2024-04-11 15:49:10,,,-86.0
2024-04-11 15:49:11,,,-86.0
2024-04-11 15:49:12,,,-86.0
2024-04-11 15:49:14,,,-86.0
2024-04-11 15:49:15,,-85.0,-84.0
2024-04-11 15:49:16,-85.0,-85.0,
2024-04-11 15:49:17,-85.0,-85.0,
2024-04-11 15:49:19,-85.0,-85.0,
2024-04-11 15:49:20,-87.0,,
2024-04-11 15:49:21,-87.0,,
2024-04-11 15:49:23,-87.0,,
2024-04-11 15:49:24,-87.0,-87.0,-83.0
2024-04-11 15:49:29,-86.0,-84.0,
2024-04-11 15:49:30,,-84.0,
2024-04-11 15:49:31,,-84.0,
2024-04-11 15:49:33,,-84.0,-84.0
2024-04-11 15:49:34,,-88.0,
2024-04-11 15:49:35,,-88.0,
2024-04-11 15:49:36,,-88.0,
2024-04-11 15:49:38,-86.0,-84.0,-82.0
2024-04-11 15:49:39,-86.0,,
2024-04-11 15:49:40,-86.0,,
2024-04-11 15:49:41,-86.0,,
2024-04-11 15:49:43,-85.0,,
2024-04-11 15:49:44,-85.0,,
2024-04-11 15:49:45,-85.0,,
2024-04-11 15:49:46,-85.0,,
2024-04-11 15:49:48,-85.0,,
2024-04-11 15:49:49,-85.0,,
2024-04-11 15:49:50,,-88.0,
2024-04-11 15:49:51,,-88.0,
2024-04-11 15:49:53,,-88.0,
2024-04-11 15:49:54,-85.0,-88.0,-81.0
2024-04-11 15:49:55,,,-81.0
2024-04-11 15:49:57,,,-81.0
2024-04-11 15:49:58,,,-81.0
2024-04-11 15:49:59,,,-81.0
2024-04-11 15:50:01,,-87.0,-86.0
2024-04-11 15:50:02,,-87.0,-86.0
2024-04-11 15:50:03,,-87.0,-86.0
2024-04-11 15:50:04,,-87.0,-83.0
2024-04-11 15:50:06,,-87.0,-83.0
2024-04-11 15:50:07,,-87.0,-83.0
2024-04-11 15:50:08,-83.0,-87.0,-85.0
2024-04-11 15:50:09,,-87.0,-85.0
2024-04-11 15:50:11,,-87.0,-85.0
2024-04-11 15:50:12,,-87.0,-85.0
2024-04-11 15:50:13,,-87.0,-85.0
2024-04-11 15:50:14,,-86.0,
2024-04-11 15:50:16,,-86.0,
2024-04-11 15:50:18,,-86.0,
2024-04-11 15:50:19,,-86.0,
2024-04-11 15:50:21,,-82.0,
2024-04-11 15:50:22,,-82.0,
2024-04-11 15:50:23,,-82.0,
2024-04-11 15:50:24,-82.0,-85.0,
2024-04-11 15:50:26,-82.0,-85.0,
2024-04-11 15:50:27,-82.0,-85.0,
2024-04-11 15:50:28,-84.0,-85.0,-85.0
2024-04-11 15:50:29,,,-85.0
2024-04-11 15:50:31,,,-85.0
2024-04-11 15:50:32,,,-85.0
2024-04-11 15:50:33,,-84.0,-84.0
2024-04-11 15:50:34,,-84.0,-84.0
2024-04-11 15:50:35,,-84.0,-84.0
2024-04-11 15:50:37,,-84.0,-84.0
2024-04-11 15:50:38,-84.0,-87.0,
2024-04-11 15:50:39,-84.0,-87.0,
2024-04-11 15:50:40,-84.0,-87.0,
2024-04-11 15:50:41,-84.0,-87.0,
2024-04-11 15:50:42,-84.0,-87.0,
2024-04-11 15:50:43,-84.0,-87.0,
2024-04-11 15:50:44,-84.0,-87.0,
2024-04-11 15:50:46,-84.0,-87.0,
2024-04-11 15:50:47,-84.0,-87.0,
2024-04-11 15:50:48,-85.0,-87.0,-83.0
2024-04-11 15:50:49,-85.0,-87.0,-83.0
