timestamp,Realme_6Pro,RedmiNote_11,Vivo_Y21T
2024-04-11 15:46:09,-74.0,,-67.0
2024-04-11 15:46:11,-74.0,,-67.0
2024-04-11 15:46:12,,-72.0,-67.0
2024-04-11 15:46:13,,-72.0,-66.0
2024-04-11 15:46:15,,-72.0,-66.0
2024-04-11 15:46:16,,-75.0,-66.0
2024-04-11 15:46:18,,-75.0,
2024-04-11 15:46:20,,-75.0,
2024-04-11 15:46:22,-77.0,,-93.0
2024-04-11 15:46:24,-77.0,,-93.0
2024-04-11 15:46:25,-77.0,-82.0,-93.0
2024-04-11 15:46:26,-77.0,-82.0,-93.0
2024-04-11 15:46:28,-77.0,,-93.0
2024-04-11 15:46:30,-68.0,-74.0,-93.0
2024-04-11 15:46:31,-68.0,-74.0,-93.0
2024-04-11 15:46:32,-68.0,,-93.0
2024-04-11 15:46:33,-68.0,,
2024-04-11 15:46:35,-68.0,,
2024-04-11 15:46:36,-68.0,-71.0,
2024-04-11 15:46:38,,-71.0,-69.0
2024-04-11 15:46:39,,-71.0,-69.0
2024-04-11 15:46:40,,-67.0,-69.0
2024-04-11 15:46:41,,-67.0,-77.0
2024-04-11 15:46:42,,-67.0,-77.0
2024-04-11 15:46:43,,-67.0,-80.0
2024-04-11 15:46:45,,,-80.0
2024-04-11 15:46:46,,,-80.0
2024-04-11 15:46:47,,,-80.0
2024-04-11 15:46:48,,,-70.0
2024-04-11 15:46:49,,,-70.0
2024-04-11 15:46:50,,,-70.0
2024-04-11 15:46:52,-88.0,-79.0,
2024-04-11 15:46:53,-88.0,-79.0,
2024-04-11 15:46:54,-88.0,-79.0,
2024-04-11 15:46:55,-88.0,-79.0,
2024-04-11 15:46:56,-73.0,,-64.0
2024-04-11 15:46:58,-73.0,,-64.0
2024-04-11 15:46:59,-73.0,,-64.0
2024-04-11 15:47:00,-73.0,,-64.0
2024-04-11 15:47:01,-63.0,-74.0,-62.0
2024-04-11 15:47:02,,-74.0,
2024-04-11 15:47:04,-63.0,-74.0,
2024-04-11 15:47:05,-63.0,-70.0,
2024-04-11 15:47:06,-68.0,-70.0,-69.0
