timestamp,Xiaomi_10T
2024-04-11 15:47:03,-87
2024-04-11 15:47:04,-87
2024-04-11 15:47:06,-87
2024-04-11 15:47:08,-87
2024-04-11 15:47:09,-87
2024-04-11 15:47:11,-87
2024-04-11 15:47:13,-87
2024-04-11 15:47:15,-87
2024-04-11 15:47:16,-87
2024-04-11 15:47:54,-81
2024-04-11 15:47:55,-81
2024-04-11 15:47:57,-81
2024-04-11 15:47:58,-81
2024-04-11 15:47:59,-81
2024-04-11 15:48:03,-80
2024-04-11 15:48:04,-80
2024-04-11 15:48:05,-80
2024-04-11 15:48:07,-80
2024-04-11 15:48:08,-80
2024-04-11 15:48:10,-80
2024-04-11 15:48:11,-80
2024-04-11 15:48:13,-80
2024-04-11 15:48:14,-80
2024-04-11 15:49:21,-86
2024-04-11 15:49:23,-86
2024-04-11 15:49:24,-86
2024-04-11 15:49:54,-85
2024-04-11 15:49:55,-85
2024-04-11 15:49:57,-85
2024-04-11 15:49:58,-85
2024-04-11 15:49:59,-85
2024-04-11 15:50:33,-85
2024-04-11 15:50:34,-85
2024-04-11 15:50:35,-85
2024-04-11 15:50:37,-85
2024-04-11 15:50:38,-85
2024-04-11 15:50:39,-85
2024-04-11 15:50:40,-85
2024-04-11 15:50:41,-85
2024-04-11 15:50:42,-85
2024-04-11 15:52:47,-80
2024-04-11 15:52:48,-80
2024-04-11 15:52:51,-80
2024-04-11 15:52:52,-80
2024-04-11 15:52:53,-80
2024-04-11 15:52:54,-80
2024-04-11 15:52:56,-80
2024-04-11 15:52:57,-80
2024-04-11 15:52:58,-80
2024-04-11 15:53:00,-80
2024-04-11 15:53:01,-80
2024-04-11 15:53:56,-79
2024-04-11 15:53:57,-79
2024-04-11 15:53:58,-79
2024-04-11 15:53:59,-79
2024-04-11 15:54:00,-79
2024-04-11 15:54:01,-79
2024-04-11 15:54:03,-79
2024-04-11 15:54:04,-79
2024-04-11 15:54:06,-79
2024-04-11 15:54:48,-89
2024-04-11 15:54:49,-89
2024-04-11 15:54:50,-89
2024-04-11 15:54:52,-89
2024-04-11 15:54:53,-89
2024-04-11 15:55:27,-87
2024-04-11 15:55:28,-87
2024-04-11 15:55:29,-87
2024-04-11 15:56:07,-84
2024-04-11 15:56:08,-84
2024-04-11 15:56:09,-84
2024-04-11 15:56:24,-81
2024-04-11 15:56:25,-81
2024-04-11 15:56:27,-81
2024-04-11 15:56:28,-81
2024-04-11 15:56:29,-81
2024-04-11 15:56:30,-81
2024-04-11 15:56:31,-81
2024-04-11 15:56:32,-81
2024-04-11 15:56:34,-81
2024-04-11 15:56:55,-89
2024-04-11 15:56:56,-89
2024-04-11 15:56:57,-89
2024-04-11 15:56:58,-89
2024-04-11 15:56:59,-89
2024-04-11 15:57:00,-89
2024-04-11 15:57:02,-89
2024-04-11 15:57:03,-89
2024-04-11 15:57:04,-89
2024-04-11 15:57:05,-89
2024-04-11 15:57:07,-89
2024-04-11 15:57:08,-89
2024-04-11 15:57:10,-89
2024-04-11 15:57:11,-89
2024-04-11 15:57:12,-89
2024-04-11 15:57:15,-89
2024-04-11 15:57:16,-89
2024-04-11 15:57:17,-89
2024-04-11 15:57:18,-89
2024-04-11 15:57:19,-89
2024-04-11 15:57:20,-89
2024-04-11 15:57:21,-89
2024-04-11 15:57:22,-89
2024-04-11 15:57:25,-89
2024-04-11 15:57:26,-89
2024-04-11 15:57:27,-80
2024-04-11 15:57:29,-80
2024-04-11 15:57:30,-80
2024-04-11 15:57:31,-80
2024-04-11 15:57:32,-80
2024-04-11 15:57:33,-80
2024-04-11 15:57:35,-80
2024-04-11 15:57:36,-80
2024-04-11 15:59:00,-86
2024-04-11 15:59:01,-86
2024-04-11 15:59:02,-86
2024-04-11 16:05:08,-85
2024-04-11 16:05:09,-85
2024-04-11 16:05:12,-85
2024-04-11 16:05:13,-85
2024-04-11 16:05:14,-85
2024-04-11 16:05:16,-85
2024-04-11 16:05:17,-85
2024-04-11 16:05:19,-85
2024-04-11 16:05:21,-85
2024-04-11 16:05:22,-85
2024-04-11 16:05:23,-85
2024-04-11 16:05:24,-85
2024-04-11 16:05:26,-85
2024-04-11 16:05:28,-85
2024-04-11 16:05:29,-85
2024-04-11 16:05:32,-85
2024-04-11 16:05:33,-85
2024-04-11 16:06:44,-87
2024-04-11 16:06:45,-87
2024-04-11 16:06:47,-87
2024-04-11 16:06:48,-87
2024-04-11 16:06:49,-87
2024-04-11 16:06:50,-87
2024-04-11 16:06:53,-87
2024-04-11 16:06:54,-87
2024-04-11 16:06:55,-87
2024-04-11 16:06:58,-87
2024-04-11 16:07:00,-87
2024-04-11 16:10:26,-88
2024-04-11 16:10:27,-88
2024-04-11 16:12:16,-84
2024-04-11 16:12:18,-84
2024-04-11 16:12:19,-84
2024-04-11 16:12:21,-84
2024-04-11 16:12:22,-84
