timestamp,Realme_6Pro,RedmiNote_11,Vivo_Y21T
2024-04-11 15:46:12,-60.0,-61.0,-61.0
2024-04-11 15:46:28,,-56.0,
2024-04-11 15:46:40,-58.0,-59.0,-64.0
2024-04-11 15:46:45,,-59.0,
2024-04-11 15:46:48,,-57.0,-58.0
2024-04-11 15:46:56,-64.0,,-59.0
2024-04-11 15:46:57,,,-59.0
2024-04-11 15:46:59,,,-59.0
2024-04-11 15:47:00,-62.0,-53.0,-59.0
2024-04-11 15:47:18,-62.0,-56.0,-64.0
2024-04-11 15:47:24,-60.0,-54.0,-64.0
2024-04-11 15:47:25,,,-64.0
2024-04-11 15:47:26,,,-64.0
2024-04-11 15:47:27,,,-64.0
2024-04-11 15:47:35,,-58.0,
2024-04-11 15:47:36,,-58.0,
2024-04-11 15:47:37,,-58.0,
2024-04-11 15:48:03,-59.0,-54.0,-63.0
2024-04-11 15:48:08,,,-64.0
2024-04-11 15:48:12,,,-63.0
2024-04-11 15:48:13,,,-63.0
2024-04-11 15:48:14,,,-63.0
2024-04-11 15:48:20,-58.0,-55.0,-66.0
2024-04-11 15:48:30,,-50.0,-63.0
2024-04-11 15:48:37,,-54.0,-65.0
2024-04-11 15:48:41,-60.0,-54.0,-63.0
2024-04-11 15:48:47,,-53.0,-64.0
2024-04-11 15:48:50,-60.0,-54.0,-64.0
2024-04-11 15:48:51,,-54.0,
2024-04-11 15:48:52,,-54.0,
2024-04-11 15:48:55,,-54.0,
2024-04-11 15:48:56,,-55.0,-65.0
2024-04-11 15:49:00,,,-65.0
2024-04-11 15:49:02,,,-65.0
2024-04-11 15:49:03,,,-65.0
2024-04-11 15:49:04,-59.0,-56.0,-63.0
2024-04-11 15:49:16,-59.0,-54.0,
2024-04-11 15:49:21,-61.0,,-65.0
2024-04-11 15:49:24,,-53.0,
2024-04-11 15:49:34,-61.0,,-62.0
2024-04-11 15:49:35,,,-62.0
2024-04-11 15:49:38,,,-62.0
2024-04-11 15:49:39,,,-65.0
2024-04-11 15:49:40,,,-68.0
2024-04-11 15:49:41,,,-68.0
2024-04-11 15:49:44,,,-68.0
2024-04-11 15:49:50,,,-62.0
2024-04-11 15:49:51,,,-62.0
2024-04-11 15:49:54,,,-62.0
2024-04-11 15:49:55,,,-62.0
2024-04-11 15:50:06,-59.0,,
2024-04-11 15:50:08,-60.0,,
2024-04-11 15:50:12,-61.0,-55.0,-65.0
2024-04-11 15:50:13,,-55.0,
2024-04-11 15:50:16,,-55.0,
2024-04-11 15:50:17,,-55.0,
2024-04-11 15:50:32,-57.0,-55.0,-65.0
2024-04-11 15:50:42,-58.0,-55.0,
2024-04-11 15:50:50,-6.0,-55.0,
2024-04-11 15:51:07,,-54.0,
2024-04-11 15:51:08,,-54.0,
2024-04-11 15:51:09,,-54.0,
2024-04-11 15:51:11,-59.0,-54.0,
2024-04-11 15:51:18,,-55.0,
2024-04-11 15:51:19,,-55.0,
2024-04-11 15:51:20,,-55.0,
2024-04-11 15:51:29,-60.0,-57.0,-63.0
2024-04-11 15:51:35,,-55.0,
2024-04-11 15:51:51,-60.0,-55.0,
2024-04-11 15:51:57,,-54.0,-64.0
2024-04-11 15:51:58,,-54.0,-64.0
2024-04-11 15:51:59,,-54.0,
2024-04-11 15:52:02,,-54.0,-64.0
2024-04-11 15:52:07,-61.0,,
2024-04-11 15:52:27,-60.0,-55.0,-62.0
2024-04-11 15:52:38,,,-63.0
2024-04-11 15:52:40,,,-63.0
2024-04-11 15:52:42,,-54.0,-64.0
2024-04-11 15:52:48,,,-63.0
2024-04-11 15:52:49,,,-63.0
2024-04-11 15:52:52,-60.0,-57.0,-63.0
2024-04-11 15:52:55,,,-62.0
2024-04-11 15:53:13,-59.0,-57.0,-61.0
2024-04-11 15:53:14,-59.0,,
2024-04-11 15:53:15,-59.0,,
2024-04-11 15:53:16,-61.0,-55.0,-62.0
2024-04-11 15:53:21,-61.0,-54.0,-63.0
2024-04-11 15:53:42,,-53.0,
2024-04-11 15:53:45,-61.0,,-64.0
2024-04-11 15:53:46,-61.0,,-64.0
2024-04-11 15:53:47,-61.0,,
2024-04-11 15:53:48,,,-64.0
2024-04-11 15:53:49,-61.0,-55.0,-62.0
2024-04-11 15:53:56,,,-63.0
2024-04-11 15:54:07,,-55.0,
2024-04-11 15:54:10,-59.0,-55.0,-62.0
2024-04-11 15:54:17,-55.0,,
2024-04-11 15:54:30,-59.0,-55.0,-66.0
2024-04-11 15:54:40,,,-63.0
2024-04-11 15:54:43,,,-63.0
2024-04-11 15:54:44,,,-63.0
2024-04-11 15:54:45,,-55.0,
2024-04-11 15:54:49,-60.0,-53.0,-64.0
