timestamp,TechnoCamon_20,Xiaomipoco_X3
2024-04-11 15:46:14,-64.0,
2024-04-11 15:46:17,-64.0,
2024-04-11 15:46:20,-69.0,
2024-04-11 15:46:40,-65.0,
2024-04-11 15:46:42,-65.0,
2024-04-11 15:46:44,-64.0,
2024-04-11 15:47:13,-77.0,
2024-04-11 15:47:18,-80.0,
2024-04-11 15:47:19,-80.0,
2024-04-11 15:47:21,-80.0,
2024-04-11 15:47:22,-72.0,
2024-04-11 15:47:24,-72.0,
2024-04-11 15:47:25,-87.0,-83.0
2024-04-11 15:47:30,-71.0,-82.0
2024-04-11 15:47:41,-72.0,
2024-04-11 15:47:50,-83.0,
2024-04-11 15:47:52,-83.0,
2024-04-11 15:47:54,-83.0,
2024-04-11 15:48:03,-79.0,-85.0
2024-04-11 15:48:04,,-85.0
2024-04-11 15:48:05,,-85.0
2024-04-11 15:48:07,,-89.0
2024-04-11 15:48:08,,-89.0
2024-04-11 15:48:10,,-89.0
2024-04-11 15:48:11,,-84.0
2024-04-11 15:48:13,,-84.0
2024-04-11 15:48:14,,-84.0
2024-04-11 15:48:15,,-84.0
2024-04-11 15:48:16,,-84.0
2024-04-11 15:48:17,-81.0,
2024-04-11 15:48:27,-66.0,-76.0
2024-04-11 15:48:35,-65.0,-82.0
2024-04-11 15:48:51,-71.0,-83.0
2024-04-11 15:48:55,-80.0,
2024-04-11 15:49:07,-76.0,-80.0
2024-04-11 15:49:30,-70.0,
2024-04-11 15:50:02,-72.0,
2024-04-11 15:50:06,,-80.0
2024-04-11 15:50:11,-67.0,
2024-04-11 15:50:26,-64.0,
2024-04-11 15:50:39,-67.0,
2024-04-11 15:50:40,-67.0,
2024-04-11 15:50:53,-72.0,-78.0
2024-04-11 15:51:15,-73.0,-82.0
2024-04-11 15:51:17,,-82.0
2024-04-11 15:51:18,,-82.0
2024-04-11 15:51:19,,-82.0
2024-04-11 15:51:20,-65.0,-82.0
2024-04-11 15:51:21,-65.0,-82.0
2024-04-11 15:51:22,-65.0,-82.0
2024-04-11 15:51:24,-65.0,-82.0
2024-04-11 15:51:25,,-82.0
2024-04-11 15:51:30,-81.0,
2024-04-11 15:51:39,,-83.0
2024-04-11 15:51:54,-73.0,
2024-04-11 15:52:07,-78.0,
2024-04-11 15:52:13,,-82.0
2024-04-11 15:52:22,-70.0,-88.0
2024-04-11 15:52:24,,-88.0
2024-04-11 15:52:25,,-88.0
2024-04-11 15:52:26,,-88.0
2024-04-11 15:52:27,,-88.0
2024-04-11 15:52:35,-77.0,
2024-04-11 15:52:39,-63.0,-85.0
2024-04-11 15:52:40,,-85.0
2024-04-11 15:52:42,,-85.0
2024-04-11 15:52:43,,-86.0
2024-04-11 15:52:54,,-82.0
2024-04-11 15:52:56,,-82.0
2024-04-11 15:52:57,,-82.0
2024-04-11 15:53:01,-64.0,-82.0
2024-04-11 15:53:02,-64.0,
2024-04-11 15:53:04,-64.0,
2024-04-11 15:53:05,-64.0,
2024-04-11 15:53:13,-63.0,
2024-04-11 15:53:25,-65.0,-79.0
