timestamp,Realme_6Pro,RedmiNote_11,TechnoCamon_20,Vivo_Y21T,Xiaomipoco_X3
2024-04-11 16:09:48,,-66.0,,,
2024-04-11 16:09:49,,-66.0,,,
2024-04-11 16:09:50,,,,,-78.0
2024-04-11 16:09:54,-75.0,-64.0,,,
2024-04-11 16:09:56,-75.0,-64.0,,,
2024-04-11 16:09:57,-75.0,-64.0,,,
2024-04-11 16:09:59,-75.0,-64.0,,,
2024-04-11 16:10:01,,-60.0,-58.0,,-76.0
2024-04-11 16:10:03,,-60.0,,,
2024-04-11 16:10:04,,-60.0,,,
2024-04-11 16:10:07,,-67.0,,,
2024-04-11 16:10:09,,-69.0,,,
2024-04-11 16:10:11,,-69.0,,,
2024-04-11 16:10:12,,-69.0,,,
2024-04-11 16:10:15,,-73.0,,,
2024-04-11 16:10:18,,-73.0,,-78.0,
2024-04-11 16:10:19,,-73.0,,-78.0,
2024-04-11 16:10:23,,-66.0,,,-76.0
2024-04-11 16:10:24,,-66.0,,,
2024-04-11 16:10:27,-79.0,-68.0,,-75.0,
2024-04-11 16:10:28,-79.0,-68.0,,-75.0,
2024-04-11 16:10:31,-75.0,,,,
2024-04-11 16:10:32,-75.0,,,,
2024-04-11 16:10:34,-75.0,,,,
2024-04-11 16:10:36,,-63.0,,,
2024-04-11 16:10:38,,-63.0,,,
2024-04-11 16:10:40,-76.0,,,,
2024-04-11 16:10:42,-76.0,,,,
2024-04-11 16:10:50,,-77.0,,,
2024-04-11 16:10:51,,-77.0,,,
2024-04-11 16:10:54,,-60.0,,,
2024-04-11 16:10:55,,-60.0,,,
2024-04-11 16:10:58,,-66.0,,,
2024-04-11 16:10:59,,-66.0,,,
2024-04-11 16:11:06,-82.0,,,,
2024-04-11 16:11:08,-82.0,,,,
2024-04-11 16:11:10,,,,-82.0,
2024-04-11 16:11:11,,,,-82.0,
2024-04-11 16:11:14,,-68.0,,,
2024-04-11 16:11:15,,-68.0,,,
2024-04-11 16:11:22,,-66.0,,-81.0,
2024-04-11 16:11:24,,-66.0,,-81.0,
2024-04-11 16:11:27,,-63.0,,,
2024-04-11 16:11:28,,-63.0,,,
2024-04-11 16:11:29,-73.0,-65.0,,,
2024-04-11 16:11:30,-73.0,-65.0,,,
2024-04-11 16:11:32,-73.0,-65.0,,,
2024-04-11 16:11:33,,,-58.0,,-73.0
2024-04-11 16:11:41,,-65.0,,,
2024-04-11 16:11:43,,-65.0,,,
2024-04-11 16:11:50,,-79.0,,,
2024-04-11 16:11:52,,-79.0,,,
2024-04-11 16:11:58,,-65.0,,,
2024-04-11 16:11:59,,-65.0,,,
2024-04-11 16:12:02,,-73.0,,,
2024-04-11 16:12:03,,-73.0,,,
2024-04-11 16:12:06,,,,-79.0,
2024-04-11 16:12:07,,,,-79.0,
2024-04-11 16:12:14,,-65.0,,-77.0,
2024-04-11 16:12:15,,-65.0,,-77.0,
2024-04-11 16:12:17,-76.0,-69.0,,,
2024-04-11 16:12:18,-76.0,-69.0,,,
2024-04-11 16:12:19,-76.0,-69.0,,,
2024-04-11 16:12:22,,,,-75.0,
2024-04-11 16:12:23,,,,-75.0,
2024-04-11 16:12:25,,,,-75.0,
2024-04-11 16:12:28,,-74.0,,,
2024-04-11 16:12:29,,-74.0,,,
2024-04-11 16:12:32,-79.0,,,,
2024-04-11 16:12:33,-79.0,,,,
2024-04-11 16:12:34,-79.0,,,,
2024-04-11 16:12:36,,,-62.0,,
2024-04-11 16:12:41,,-61.0,,,
2024-04-11 16:12:44,,-63.0,,,-78.0
2024-04-11 16:12:45,,-63.0,,,
2024-04-11 16:12:47,,-63.0,,,
2024-04-11 16:12:49,,-63.0,,,
2024-04-11 16:12:51,,-63.0,,,
2024-04-11 16:12:52,,-63.0,,,
2024-04-11 16:12:55,-74.0,-59.0,,,
2024-04-11 16:12:58,-73.0,,,,
2024-04-11 16:12:59,-73.0,,,,
2024-04-11 16:13:00,-73.0,,,,
2024-04-11 16:13:07,,-62.0,,-99.0,
2024-04-11 16:13:08,,-62.0,,-99.0,
2024-04-11 16:13:11,,,-56.0,,
2024-04-11 16:13:15,,-63.0,,,
2024-04-11 16:13:17,,-63.0,,,
2024-04-11 16:13:19,,-63.0,,,
2024-04-11 16:13:21,,-63.0,,,
2024-04-11 16:13:23,-75.0,,,,
2024-04-11 16:13:25,-75.0,,,,
2024-04-11 16:13:26,-75.0,,,,
2024-04-11 16:13:29,,-66.0,,,
2024-04-11 16:13:30,,-66.0,,,
2024-04-11 16:13:33,,-71.0,-65.0,-86.0,
2024-04-11 16:13:34,,-71.0,,-86.0,
2024-04-11 16:13:36,,,,-86.0,
2024-04-11 16:13:37,-76.0,-63.0,,,
2024-04-11 16:13:39,-76.0,-63.0,,,
2024-04-11 16:13:43,,-60.0,,,
2024-04-11 16:13:46,-88.0,,,,
2024-04-11 16:13:47,-88.0,,,,
2024-04-11 16:13:48,-88.0,,,,
2024-04-11 16:13:51,,-60.0,,,
2024-04-11 16:13:52,,-60.0,,,
2024-04-11 16:13:55,,-63.0,,-74.0,
2024-04-11 16:13:57,,-63.0,,-74.0,
2024-04-11 16:13:58,,-66.0,,,
2024-04-11 16:13:59,,-66.0,,,
2024-04-11 16:14:01,,-66.0,,,
2024-04-11 16:14:08,,-66.0,,-72.0,
2024-04-11 16:14:09,,-66.0,,-72.0,
2024-04-11 16:14:17,,-64.0,,,
2024-04-11 16:14:18,,-64.0,,,
2024-04-11 16:14:21,,-61.0,,-75.0,
2024-04-11 16:14:22,,-61.0,,,
2024-04-11 16:14:23,,,,-75.0,
2024-04-11 16:14:25,,-61.0,,-78.0,
2024-04-11 16:14:27,,-61.0,,-78.0,
2024-04-11 16:14:29,-78.0,,,,
2024-04-11 16:14:31,-78.0,,,,
2024-04-11 16:14:33,,-61.0,,-74.0,
2024-04-11 16:14:35,,-61.0,,-74.0,
2024-04-11 16:14:36,,-61.0,,-74.0,
2024-04-11 16:14:43,,-60.0,,-84.0,
2024-04-11 16:14:44,,-60.0,,-84.0,
2024-04-11 16:14:46,,-60.0,,-84.0,
2024-04-11 16:14:47,,-60.0,,,
2024-04-11 16:14:49,,,,-75.0,
2024-04-11 16:14:50,,,,-75.0,
2024-04-11 16:14:53,-78.0,-61.0,,,
2024-04-11 16:14:54,-78.0,-61.0,,,
