timestamp,TechnoCamon_20,Xiaomipoco_X3
2024-04-11 15:46:13,-55.0,-62.0
2024-04-11 15:46:14,,-62.0
2024-04-11 15:46:15,,-62.0
2024-04-11 15:46:25,-57.0,-60.0
2024-04-11 15:46:33,-56.0,-58.0
2024-04-11 15:46:37,-52.0,
2024-04-11 15:46:45,-48.0,-53.0
2024-04-11 15:46:49,,-53.0
2024-04-11 15:46:53,-54.0,
2024-04-11 15:47:08,-54.0,
2024-04-11 15:47:12,-56.0,
2024-04-11 15:47:13,,-61.0
2024-04-11 15:47:14,,-61.0
2024-04-11 15:47:25,,-60.0
2024-04-11 15:47:26,,-60.0
2024-04-11 15:47:27,,-60.0
2024-04-11 15:47:29,-55.0,-60.0
2024-04-11 15:47:30,,-60.0
2024-04-11 15:47:31,,-60.0
2024-04-11 15:47:32,-54.0,-61.0
2024-04-11 15:47:36,-52.0,-64.0
2024-04-11 15:47:44,-52.0,-58.0
2024-04-11 15:47:48,-53.0,-64.0
2024-04-11 15:47:53,-52.0,-63.0
2024-04-11 15:48:00,-54.0,-58.0
2024-04-11 15:48:05,-54.0,
2024-04-11 15:48:13,,-62.0
2024-04-11 15:48:14,,-62.0
2024-04-11 15:48:15,,-62.0
2024-04-11 15:48:26,-53.0,-66.0
2024-04-11 15:48:34,,-59.0
2024-04-11 15:48:43,-54.0,-61.0
2024-04-11 15:48:52,-54.0,-59.0
2024-04-11 15:48:57,-54.0,
2024-04-11 15:48:59,-54.0,
2024-04-11 15:49:00,-54.0,
2024-04-11 15:49:01,-51.0,-64.0
2024-04-11 15:49:06,-54.0,-62.0
2024-04-11 15:49:10,-54.0,-59.0
2024-04-11 15:49:14,-52.0,-58.0
2024-04-11 15:49:19,-56.0,
2024-04-11 15:49:20,-56.0,
2024-04-11 15:49:21,-56.0,
2024-04-11 15:49:31,-56.0,-59.0
2024-04-11 15:49:40,-54.0,-61.0
2024-04-11 15:49:51,-54.0,-58.0
2024-04-11 15:49:53,-54.0,
2024-04-11 15:49:57,,-59.0
2024-04-11 15:50:02,-55.0,-60.0
2024-04-11 15:50:06,-54.0,-60.0
2024-04-11 15:50:18,-55.0,-59.0
2024-04-11 15:50:37,-54.0,-59.0
2024-04-11 15:51:14,-52.0,-62.0
2024-04-11 15:51:15,,-62.0
2024-04-11 15:51:17,,-62.0
2024-04-11 15:51:18,,-62.0
2024-04-11 15:51:25,-50.0,
2024-04-11 15:51:31,-52.0,-57.0
2024-04-11 15:51:43,-56.0,-58.0
2024-04-11 15:51:47,-56.0,-59.0
2024-04-11 15:51:53,-51.0,
2024-04-11 15:52:09,-51.0,-62.0
