timestamp,TechnoCamon_20,Xiaomipoco_X3
2024-04-11 15:46:38,-65.0,
2024-04-11 15:46:39,-65.0,-70.0
2024-04-11 15:46:40,-65.0,-70.0
2024-04-11 15:46:41,-65.0,-70.0
2024-04-11 15:46:42,-71.0,-70.0
2024-04-11 15:46:43,-71.0,-70.0
2024-04-11 15:46:45,-71.0,-70.0
2024-04-11 15:46:49,,-67.0
2024-04-11 15:46:50,,-67.0
2024-04-11 15:46:52,,-67.0
2024-04-11 15:46:53,,-67.0
2024-04-11 15:46:54,,-67.0
2024-04-11 15:46:55,,-67.0
2024-04-11 15:46:56,,-67.0
2024-04-11 15:46:58,,-67.0
2024-04-11 15:46:59,,-67.0
2024-04-11 15:47:00,,-67.0
2024-04-11 15:47:02,,-67.0
2024-04-11 15:47:04,,-67.0
2024-04-11 15:47:05,,-68.0
2024-04-11 15:47:06,,-68.0
2024-04-11 15:47:07,-72.0,-68.0
2024-04-11 15:47:08,-72.0,-69.0
2024-04-11 15:47:09,-72.0,-69.0
2024-04-11 15:47:11,,-69.0
2024-04-11 15:47:12,,-69.0
2024-04-11 15:47:15,,-71.0
2024-04-11 15:47:17,,-71.0
2024-04-11 15:47:18,,-71.0
2024-04-11 15:47:19,,-71.0
2024-04-11 15:47:20,,-68.0
2024-04-11 15:47:21,,-68.0
2024-04-11 15:47:23,,-68.0
2024-04-11 15:47:25,,-68.0
2024-04-11 15:47:26,,-68.0
2024-04-11 15:47:27,,-68.0
2024-04-11 15:47:29,-71.0,
2024-04-11 15:47:30,-71.0,
2024-04-11 15:47:31,-71.0,
2024-04-11 15:47:36,,-67.0
2024-04-11 15:47:37,,-67.0
2024-04-11 15:47:38,,-67.0
2024-04-11 15:47:41,,-66.0
2024-04-11 15:47:42,,-66.0
2024-04-11 15:47:43,,-66.0
2024-04-11 15:47:44,,-66.0
2024-04-11 15:47:47,-72.0,
2024-04-11 15:47:48,-72.0,
2024-04-11 15:47:49,-72.0,
2024-04-11 15:47:50,-72.0,
2024-04-11 15:47:52,-71.0,
2024-04-11 15:47:53,-71.0,
2024-04-11 15:47:54,-71.0,
2024-04-11 15:47:58,-69.0,
2024-04-11 15:48:00,-74.0,
2024-04-11 15:48:02,-74.0,
2024-04-11 15:48:03,-74.0,
2024-04-11 15:48:04,-69.0,
2024-04-11 15:48:13,-71.0,
2024-04-11 15:48:14,-71.0,
2024-04-11 15:48:15,-71.0,
2024-04-11 15:48:16,-71.0,
2024-04-11 15:48:18,-71.0,
2024-04-11 15:48:19,-71.0,
2024-04-11 15:48:26,-71.0,
2024-04-11 15:48:27,-71.0,
2024-04-11 15:48:29,-71.0,
2024-04-11 15:48:31,-71.0,
2024-04-11 15:48:32,-71.0,
2024-04-11 15:48:34,-71.0,
2024-04-11 15:48:40,,-63.0
2024-04-11 15:48:41,,-63.0
2024-04-11 15:48:42,,-63.0
2024-04-11 15:48:43,-70.0,
2024-04-11 15:48:45,-70.0,
2024-04-11 15:48:46,-70.0,
2024-04-11 15:49:01,,-68.0
