timestamp,TechnoCamon_20,Xiaomi_10T,Xiaomipoco_X3
2024-04-11 16:03:44,,,-59.0
2024-04-11 16:03:46,,,-59.0
2024-04-11 16:03:47,,,-59.0
2024-04-11 16:03:54,,,-63.0
2024-04-11 16:03:55,,,-63.0
2024-04-11 16:03:58,-57.0,,-56.0
2024-04-11 16:03:59,-57.0,,-56.0
2024-04-11 16:04:07,,,-62.0
2024-04-11 16:04:08,,,-62.0
2024-04-11 16:04:15,-56.0,,
2024-04-11 16:04:16,-56.0,,
2024-04-11 16:04:18,-56.0,,-60.0
2024-04-11 16:04:20,,,-60.0
2024-04-11 16:04:22,-56.0,,-58.0
2024-04-11 16:04:23,,,-58.0
2024-04-11 16:04:26,,,-62.0
2024-04-11 16:04:28,,,-62.0
2024-04-11 16:04:30,,,-60.0
2024-04-11 16:04:31,,,-60.0
2024-04-11 16:04:33,,,-60.0
2024-04-11 16:04:34,,,-62.0
2024-04-11 16:04:38,,,-62.0
2024-04-11 16:04:39,,,-62.0
2024-04-11 16:04:42,,,-62.0
2024-04-11 16:04:43,,,-62.0
2024-04-11 16:04:45,,,-62.0
2024-04-11 16:04:47,-58.0,,-60.0
2024-04-11 16:04:48,-58.0,,
2024-04-11 16:04:49,-58.0,,
2024-04-11 16:04:52,,,-58.0
2024-04-11 16:04:55,-56.0,,
2024-04-11 16:04:56,-56.0,,-59.0
2024-04-11 16:04:58,,,-59.0
2024-04-11 16:04:59,,,-59.0
2024-04-11 16:05:03,,,-61.0
2024-04-11 16:05:04,,,-61.0
2024-04-11 16:05:15,-58.0,,
2024-04-11 16:05:16,-58.0,,
2024-04-11 16:05:17,-58.0,,
2024-04-11 16:05:20,-57.0,,-59.0
2024-04-11 16:05:21,-57.0,,-59.0
2024-04-11 16:05:23,,,-58.0
2024-04-11 16:05:24,,,-58.0
2024-04-11 16:05:28,,,-59.0
2024-04-11 16:05:29,,,-59.0
2024-04-11 16:05:36,-56.0,,-62.0
2024-04-11 16:05:37,-56.0,,-62.0
2024-04-11 16:05:40,-58.0,,
2024-04-11 16:05:41,-58.0,,
2024-04-11 16:05:44,,-74.0,-59.0
2024-04-11 16:05:45,,,-59.0
2024-04-11 16:05:48,-57.0,,
2024-04-11 16:05:49,-57.0,,
2024-04-11 16:05:52,,-74.0,-59.0
2024-04-11 16:05:53,,,-59.0
2024-04-11 16:05:54,,,-59.0
2024-04-11 16:05:56,,,-60.0
2024-04-11 16:05:57,,,-60.0
2024-04-11 16:06:00,-57.0,,-61.0
2024-04-11 16:06:01,-57.0,,-61.0
2024-04-11 16:06:04,,-73.0,-59.0
2024-04-11 16:06:05,,,-59.0
2024-04-11 16:06:08,,,-60.0
2024-04-11 16:06:12,,,-61.0
2024-04-11 16:06:13,,,-61.0
2024-04-11 16:06:14,,,-61.0
2024-04-11 16:06:16,-58.0,,-59.0
2024-04-11 16:06:17,-58.0,,-59.0
2024-04-11 16:06:18,-58.0,,
2024-04-11 16:06:20,-58.0,,-62.0
2024-04-11 16:06:21,-58.0,,
2024-04-11 16:06:32,-57.0,,
2024-04-11 16:06:37,,,-59.0
2024-04-11 16:06:41,,,-58.0
2024-04-11 16:06:42,,,-58.0
2024-04-11 16:06:46,,-70.0,
2024-04-11 16:06:48,,-70.0,
2024-04-11 16:06:49,,-70.0,
2024-04-11 16:06:54,-58.0,-72.0,-59.0
2024-04-11 16:06:56,-58.0,,-59.0
2024-04-11 16:06:57,,,-59.0
2024-04-11 16:07:05,,-72.0,-58.0
2024-04-11 16:07:06,,-72.0,-58.0
2024-04-11 16:07:08,,-72.0,
2024-04-11 16:07:09,,-72.0,
2024-04-11 16:07:10,-58.0,,-57.0
2024-04-11 16:07:12,-58.0,,-57.0
2024-04-11 16:07:14,-58.0,,-61.0
2024-04-11 16:07:16,,,-61.0
2024-04-11 16:07:17,,,-61.0
2024-04-11 16:07:18,,,-58.0
2024-04-11 16:07:20,,,-58.0
2024-04-11 16:07:29,,,-59.0
2024-04-11 16:07:30,,,-59.0
2024-04-11 16:07:32,,,-59.0
2024-04-11 16:07:37,-56.0,-74.0,
2024-04-11 16:07:38,-56.0,,
2024-04-11 16:07:42,,,-58.0
2024-04-11 16:07:43,,,-58.0
2024-04-11 16:07:45,,,-58.0
2024-04-11 16:07:47,,,-59.0
2024-04-11 16:07:49,,,-59.0
2024-04-11 16:07:51,-56.0,,-61.0
2024-04-11 16:07:53,,,-61.0
2024-04-11 16:07:54,,,-61.0
2024-04-11 16:07:57,,,-60.0
2024-04-11 16:07:58,,,-60.0
2024-04-11 16:08:00,,,-60.0
2024-04-11 16:08:04,,,-58.0
2024-04-11 16:08:05,,,-58.0
2024-04-11 16:08:08,,,-59.0
2024-04-11 16:08:09,,,-59.0
2024-04-11 16:08:12,-58.0,,-58.0
2024-04-11 16:08:13,-58.0,,-58.0
2024-04-11 16:08:17,-58.0,,
2024-04-11 16:08:18,-58.0,,
2024-04-11 16:08:26,,-73.0,-57.0
2024-04-11 16:08:27,,,-57.0
2024-04-11 16:08:30,-89.0,,-58.0
2024-04-11 16:08:31,-89.0,,-58.0
2024-04-11 16:08:33,,,-58.0
2024-04-11 16:08:34,,,-57.0
2024-04-11 16:08:35,,,-57.0
2024-04-11 16:08:42,-58.0,,
2024-04-11 16:08:43,-58.0,,
2024-04-11 16:08:46,,,-58.0
2024-04-11 16:08:47,-57.0,,-58.0
2024-04-11 16:08:48,-57.0,,
2024-04-11 16:08:51,,,-62.0
2024-04-11 16:08:52,,,-62.0
2024-04-11 16:08:55,-59.0,,-57.0
2024-04-11 16:08:59,,,-61.0
2024-04-11 16:09:01,,,-61.0
2024-04-11 16:09:04,-74.0,,-60.0
2024-04-11 16:09:06,-74.0,,-60.0
2024-04-11 16:09:08,,,-58.0
2024-04-11 16:09:10,,,-58.0
2024-04-11 16:09:12,,,-59.0
2024-04-11 16:09:14,,,-59.0
2024-04-11 16:09:18,-57.0,,
2024-04-11 16:09:21,,,-58.0
2024-04-11 16:09:22,,,-58.0
2024-04-11 16:09:23,,,-58.0
2024-04-11 16:09:31,-55.0,-70.0,-63.0
2024-04-11 16:09:33,,-70.0,-63.0
2024-04-11 16:09:34,,-70.0,
2024-04-11 16:09:36,,-70.0,
2024-04-11 16:09:37,,,-58.0
2024-04-11 16:09:38,,,-58.0
2024-04-11 16:09:40,,,-58.0
2024-04-11 16:09:42,-55.0,,
2024-04-11 16:09:44,-55.0,,
2024-04-11 16:09:48,,,-60.0
2024-04-11 16:09:49,,,-60.0
2024-04-11 16:09:52,,-72.0,-60.0
2024-04-11 16:09:53,,,-60.0
2024-04-11 16:09:57,-58.0,,-57.0
2024-04-11 16:09:58,-58.0,,
2024-04-11 16:10:04,-58.0,,-58.0
2024-04-11 16:10:05,-58.0,,-58.0
2024-04-11 16:10:16,-55.0,,
2024-04-11 16:10:18,-55.0,,
2024-04-11 16:10:19,,,-59.0
2024-04-11 16:10:24,-57.0,,-59.0
2024-04-11 16:10:26,-57.0,,
2024-04-11 16:10:28,-58.0,,
2024-04-11 16:10:30,-58.0,,
2024-04-11 16:10:32,-53.0,,-63.0
2024-04-11 16:10:34,-53.0,,-63.0
2024-04-11 16:10:35,-53.0,,-63.0
2024-04-11 16:10:36,,,-63.0
2024-04-11 16:10:42,-57.0,,-58.0
2024-04-11 16:10:43,-57.0,,-58.0
2024-04-11 16:10:46,-53.0,,-62.0
2024-04-11 16:10:47,,,-62.0
2024-04-11 16:10:48,,,-62.0
2024-04-11 16:10:50,,,-62.0
2024-04-11 16:10:51,-59.0,-73.0,-58.0
2024-04-11 16:10:53,-59.0,,-58.0
2024-04-11 16:10:54,,,-58.0
2024-04-11 16:10:55,,,-61.0
2024-04-11 16:10:57,-64.0,,-61.0
2024-04-11 16:10:59,-54.0,,
2024-04-11 16:11:01,-54.0,,
2024-04-11 16:11:02,-54.0,,
2024-04-11 16:11:03,-53.0,-68.0,-78.0
2024-04-11 16:11:05,-53.0,,-78.0
2024-04-11 16:11:08,,,-61.0
2024-04-11 16:11:11,-53.0,,-59.0
2024-04-11 16:11:13,-53.0,,-59.0
2024-04-11 16:11:20,-54.0,,
2024-04-11 16:11:21,-54.0,,
