timestamp,TechnoCamon_20,Xiaomipoco_X3
2024-04-11 15:46:21,-56.0,
2024-04-11 15:46:28,-52.0,
2024-04-11 15:46:53,,-58.0
2024-04-11 15:46:56,-60.0,
2024-04-11 15:47:08,,-66.0
2024-04-11 15:47:15,-49.0,-66.0
2024-04-11 15:47:57,-53.0,-64.0
2024-04-11 15:48:20,-51.0,-64.0
2024-04-11 15:48:32,-56.0,
2024-04-11 15:49:17,-53.0,-63.0
2024-04-11 15:49:21,,-66.0
2024-04-11 15:49:26,-65.0,
2024-04-11 15:49:35,-52.0,
2024-04-11 15:49:45,,-69.0
2024-04-11 15:49:57,-50.0,
2024-04-11 15:50:09,-65.0,-64.0
2024-04-11 15:50:13,-52.0,
2024-04-11 15:50:23,-59.0,
2024-04-11 15:50:28,-48.0,-59.0
2024-04-11 15:50:32,-63.0,-64.0
2024-04-11 15:50:42,-52.0,-66.0
2024-04-11 15:50:52,,-70.0
2024-04-11 15:50:57,,-67.0
2024-04-11 15:51:03,-60.0,
2024-04-11 15:51:08,-54.0,-64.0
2024-04-11 15:51:09,-54.0,
2024-04-11 15:51:10,-54.0,
2024-04-11 15:51:30,-51.0,
2024-04-11 15:51:37,-49.0,-62.0
2024-04-11 15:51:52,-52.0,
2024-04-11 15:51:59,-45.0,-61.0
2024-04-11 15:52:14,,-64.0
2024-04-11 15:52:52,-52.0,-63.0
2024-04-11 15:52:57,,-63.0
2024-04-11 15:52:58,,-63.0
2024-04-11 15:53:09,-54.0,
2024-04-11 15:53:23,-51.0,
2024-04-11 15:53:50,-55.0,-66.0
2024-04-11 15:54:04,,-64.0
2024-04-11 15:54:08,-50.0,
2024-04-11 15:54:32,-52.0,-63.0
2024-04-11 15:54:50,-51.0,-64.0
2024-04-11 15:54:54,-57.0,-62.0
2024-04-11 15:55:19,-58.0,-63.0
2024-04-11 15:55:23,,-63.0
2024-04-11 15:55:40,-52.0,-63.0
2024-04-11 15:55:44,-50.0,
2024-04-11 15:55:48,-62.0,
2024-04-11 15:55:53,-46.0,
2024-04-11 15:56:06,-57.0,
2024-04-11 15:56:10,,-66.0
2024-04-11 15:56:15,-50.0,-63.0
2024-04-11 15:56:21,,-63.0
2024-04-11 15:56:26,,-64.0
2024-04-11 15:56:30,-55.0,-62.0
2024-04-11 15:56:35,,-64.0
2024-04-11 15:56:39,-65.0,
2024-04-11 15:57:03,,-69.0
2024-04-11 15:57:09,-57.0,
2024-04-11 15:57:34,-53.0,
2024-04-11 15:57:43,-53.0,
2024-04-11 15:57:47,-58.0,-64.0
2024-04-11 15:57:56,-51.0,
2024-04-11 15:58:00,-51.0,-64.0
2024-04-11 15:58:05,-51.0,-68.0
2024-04-11 15:58:10,-54.0,-66.0
2024-04-11 15:58:19,,-62.0
2024-04-11 15:58:41,-50.0,
2024-04-11 15:58:53,-53.0,
2024-04-11 15:59:25,-51.0,
2024-04-11 15:59:31,-60.0,
2024-04-11 15:59:45,-56.0,
2024-04-11 15:59:56,-68.0,
2024-04-11 16:00:02,-52.0,
2024-04-11 16:00:07,-50.0,
2024-04-11 16:00:16,-49.0,
2024-04-11 16:00:20,-51.0,
2024-04-11 16:00:29,-64.0,
2024-04-11 16:00:37,-70.0,-66.0
2024-04-11 16:00:56,-54.0,
2024-04-11 16:01:06,,-64.0
2024-04-11 16:01:18,-58.0,
2024-04-11 16:01:19,,-60.0
2024-04-11 16:01:24,-47.0,-65.0
2024-04-11 16:01:28,-62.0,-61.0
2024-04-11 16:01:32,-69.0,-61.0
2024-04-11 16:01:45,,-67.0
2024-04-11 16:01:55,-50.0,
2024-04-11 16:02:00,-52.0,
2024-04-11 16:02:01,,-62.0
2024-04-11 16:02:02,,-62.0
2024-04-11 16:02:13,,-65.0
2024-04-11 16:02:18,-52.0,-68.0
2024-04-11 16:02:27,-49.0,
2024-04-11 16:02:53,-57.0,
2024-04-11 16:03:08,,-67.0
2024-04-11 16:03:34,-54.0,
2024-04-11 16:03:56,-51.0,-63.0
2024-04-11 16:04:00,,-63.0
2024-04-11 16:04:29,-52.0,-64.0
