timestamp,TechnoCamon_20,Xiaomipoco_X3
2024-04-11 15:46:45,-71.0,
2024-04-11 15:46:48,-71.0,
2024-04-11 15:46:49,,-81.0
2024-04-11 15:46:51,,-81.0
2024-04-11 15:46:52,,-81.0
2024-04-11 15:46:54,,-81.0
2024-04-11 15:47:27,,-74.0
2024-04-11 15:47:29,,-74.0
2024-04-11 15:47:36,-86.0,
2024-04-11 15:47:37,-86.0,
2024-04-11 15:47:43,,-78.0
2024-04-11 15:47:45,,-78.0
2024-04-11 15:47:47,,-78.0
2024-04-11 15:47:48,-94.0,
2024-04-11 15:48:04,-77.0,
2024-04-11 15:48:05,-77.0,
2024-04-11 15:48:24,,-80.0
2024-04-11 15:48:25,,-80.0
2024-04-11 15:48:26,,-80.0
2024-04-11 15:48:37,-77.0,-81.0
2024-04-11 15:48:38,-77.0,-81.0
2024-04-11 15:48:40,-77.0,-81.0
2024-04-11 15:48:46,-78.0,
2024-04-11 15:48:47,-78.0,
2024-04-11 15:48:52,,-89.0
2024-04-11 15:48:53,,-89.0
2024-04-11 15:48:55,,-89.0
2024-04-11 15:48:56,-72.0,
2024-04-11 15:48:57,-72.0,
2024-04-11 15:49:00,,-83.0
2024-04-11 15:49:01,,-83.0
2024-04-11 15:49:02,,-83.0
2024-04-11 15:49:09,,-81.0
2024-04-11 15:49:10,,-81.0
2024-04-11 15:49:11,,-81.0
2024-04-11 15:49:36,-78.0,
2024-04-11 15:49:38,-78.0,
2024-04-11 15:49:39,-78.0,
2024-04-11 15:49:40,-78.0,
2024-04-11 15:49:41,-78.0,-82.0
2024-04-11 15:49:43,-78.0,-82.0
2024-04-11 15:49:58,-74.0,-78.0
2024-04-11 15:49:59,-74.0,-78.0
2024-04-11 15:50:01,-74.0,-78.0
2024-04-11 15:50:02,,-78.0
2024-04-11 15:50:03,,-78.0
2024-04-11 15:50:04,,-78.0
2024-04-11 15:50:13,-72.0,-78.0
2024-04-11 15:50:14,-72.0,-78.0
2024-04-11 15:50:23,-77.0,
2024-04-11 15:50:24,-77.0,
2024-04-11 15:50:51,-77.0,
2024-04-11 15:50:52,-77.0,
2024-04-11 15:50:54,-77.0,
2024-04-11 15:50:56,-77.0,
2024-04-11 15:50:57,-77.0,
2024-04-11 15:51:17,-78.0,
2024-04-11 15:51:18,-78.0,
2024-04-11 15:51:19,-78.0,
2024-04-11 15:51:27,-77.0,-79.0
2024-04-11 15:51:28,-77.0,-79.0
2024-04-11 15:51:29,-77.0,-79.0
2024-04-11 15:51:30,,-79.0
2024-04-11 15:51:33,-78.0,
2024-04-11 15:51:34,-78.0,
2024-04-11 15:51:37,,-81.0
2024-04-11 15:51:38,,-81.0
2024-04-11 15:52:01,-76.0,
2024-04-11 15:52:02,-76.0,
2024-04-11 15:52:06,-76.0,
2024-04-11 15:52:09,,-85.0
2024-04-11 15:52:10,,-85.0
2024-04-11 15:52:11,,-85.0
2024-04-11 15:52:12,,-85.0
2024-04-11 15:52:14,,-83.0
2024-04-11 15:52:15,,-83.0
2024-04-11 15:52:16,,-83.0
2024-04-11 15:52:17,,-83.0
2024-04-11 15:52:30,-77.0,
2024-04-11 15:52:33,-77.0,
2024-04-11 15:52:34,-77.0,
2024-04-11 15:52:36,-73.0,
2024-04-11 15:52:38,-73.0,
2024-04-11 15:52:46,-84.0,-76.0
2024-04-11 15:52:47,-84.0,-76.0
2024-04-11 15:52:48,,-76.0
2024-04-11 15:52:49,,-76.0
2024-04-11 15:52:56,-77.0,
2024-04-11 15:52:57,-77.0,
2024-04-11 15:53:00,-77.0,
2024-04-11 15:53:01,,-82.0
2024-04-11 15:53:02,,-82.0
2024-04-11 15:53:04,,-82.0
2024-04-11 15:53:05,,-82.0
2024-04-11 15:53:07,-76.0,
2024-04-11 15:53:09,-76.0,
2024-04-11 15:53:10,-76.0,
2024-04-11 15:53:32,-73.0,
2024-04-11 15:53:33,-73.0,
2024-04-11 15:53:49,,-82.0
2024-04-11 15:53:50,,-82.0
2024-04-11 15:53:58,,-82.0
2024-04-11 15:54:00,,-82.0
2024-04-11 15:54:03,-69.0,
2024-04-11 15:54:04,-69.0,
2024-04-11 15:54:13,-73.0,-80.0
2024-04-11 15:54:14,-73.0,-80.0
2024-04-11 15:54:37,-76.0,
2024-04-11 15:54:39,-76.0,
2024-04-11 15:54:45,,-76.0
2024-04-11 15:54:48,,-76.0
2024-04-11 15:54:49,,-76.0
2024-04-11 15:54:50,,-76.0
