timestamp,TechnoCamon_20,Xiaomipoco_X3
2024-04-11 15:46:08,-58.0,
2024-04-11 15:46:14,-57.0,
2024-04-11 15:46:15,-57.0,
2024-04-11 15:46:26,-54.0,
2024-04-11 15:46:27,-54.0,
2024-04-11 15:46:29,-54.0,-56.0
2024-04-11 15:46:30,-54.0,
2024-04-11 15:46:34,-56.0,
2024-04-11 15:46:36,-56.0,
2024-04-11 15:46:38,-51.0,
2024-04-11 15:46:39,-51.0,
2024-04-11 15:46:41,-57.0,-57.0
2024-04-11 15:46:42,-57.0,
2024-04-11 15:46:43,-57.0,
2024-04-11 15:46:46,-51.0,
2024-04-11 15:46:47,-51.0,
2024-04-11 15:46:48,-51.0,
2024-04-11 15:46:49,-54.0,
2024-04-11 15:46:54,-54.0,-63.0
2024-04-11 15:46:55,-54.0,-63.0
2024-04-11 15:46:56,,-63.0
2024-04-11 15:46:57,-56.0,
2024-04-11 15:47:01,-53.0,-62.0
2024-04-11 15:47:02,-53.0,
2024-04-11 15:47:04,-53.0,
2024-04-11 15:47:06,-54.0,-64.0
2024-04-11 15:47:07,,-64.0
2024-04-11 15:47:17,-54.0,
2024-04-11 15:47:18,-54.0,
2024-04-11 15:47:19,-54.0,
2024-04-11 15:47:20,-55.0,-60.0
2024-04-11 15:47:25,-50.0,
2024-04-11 15:47:41,-51.0,-65.0
2024-04-11 15:47:42,-51.0,
2024-04-11 15:47:43,-51.0,
2024-04-11 15:47:46,-48.0,
2024-04-11 15:47:47,-48.0,
2024-04-11 15:47:49,-53.0,
2024-04-11 15:47:51,-53.0,
2024-04-11 15:47:52,-53.0,
2024-04-11 15:47:54,-54.0,
2024-04-11 15:47:58,,-66.0
2024-04-11 15:47:59,,-66.0
2024-04-11 15:48:02,-54.0,
2024-04-11 15:48:03,-54.0,
2024-04-11 15:48:09,-53.0,-61.0
2024-04-11 15:48:13,-59.0,
2024-04-11 15:48:16,-54.0,-61.0
2024-04-11 15:48:21,-53.0,
2024-04-11 15:48:27,-55.0,-61.0
2024-04-11 15:48:29,-55.0,-61.0
2024-04-11 15:48:30,-55.0,-61.0
2024-04-11 15:48:31,,-61.0
2024-04-11 15:48:32,,-61.0
2024-04-11 15:48:34,-50.0,
2024-04-11 15:48:35,-50.0,
2024-04-11 15:48:36,-50.0,
2024-04-11 15:48:37,-50.0,
2024-04-11 15:48:40,-53.0,
2024-04-11 15:48:41,-53.0,
2024-04-11 15:48:42,-53.0,
2024-04-11 15:48:45,-53.0,
2024-04-11 15:48:46,-53.0,
2024-04-11 15:48:53,,-64.0
