timestamp,TechnoCamon_20,Xiaomi_10T,Xiaomipoco_X3
2024-04-11 15:50:12,-72.0,,
2024-04-11 15:50:21,-68.0,,
2024-04-11 15:50:35,,-73.0,-63.0
2024-04-11 15:50:36,,,-63.0
2024-04-11 15:50:37,,-73.0,
2024-04-11 15:50:38,,-73.0,
2024-04-11 15:50:50,-71.0,,
2024-04-11 15:50:51,-71.0,,
2024-04-11 15:50:55,,-65.0,
2024-04-11 15:50:57,,-65.0,
2024-04-11 15:50:58,,-65.0,
2024-04-11 15:51:00,-69.0,-65.0,
2024-04-11 15:51:01,-69.0,,
2024-04-11 15:51:02,-69.0,,
2024-04-11 15:51:15,-69.0,-72.0,
2024-04-11 15:51:17,-69.0,,
2024-04-11 15:51:34,-70.0,,
2024-04-11 15:51:35,-70.0,,
2024-04-11 15:51:54,-65.0,,
2024-04-11 15:51:56,-65.0,,
2024-04-11 15:51:57,-65.0,,
2024-04-11 15:52:02,-69.0,,
2024-04-11 15:52:06,,-67.0,-66.0
2024-04-11 15:52:18,,-68.0,
2024-04-11 15:52:20,,-68.0,
2024-04-11 15:52:21,,-68.0,
2024-04-11 15:52:27,-71.0,,
2024-04-11 15:52:29,-71.0,,
2024-04-11 15:52:37,-71.0,,
2024-04-11 15:52:38,-71.0,,
2024-04-11 15:52:46,-71.0,,
2024-04-11 15:52:55,-70.0,,
2024-04-11 15:53:11,,-66.0,
2024-04-11 15:53:16,-70.0,,
2024-04-11 15:53:18,-70.0,,
2024-04-11 15:53:43,,-72.0,
2024-04-11 15:53:49,,-72.0,
2024-04-11 15:53:50,,-72.0,
2024-04-11 15:53:51,,-70.0,
2024-04-11 15:53:53,,-70.0,
2024-04-11 15:53:54,,-70.0,
2024-04-11 15:53:55,,-70.0,
2024-04-11 15:54:09,,-70.0,
2024-04-11 15:54:10,,-70.0,
2024-04-11 15:54:12,,-70.0,
2024-04-11 15:54:13,,-70.0,
2024-04-11 15:54:16,-67.0,,
2024-04-11 15:54:17,-67.0,,
2024-04-11 15:54:30,-70.0,,
2024-04-11 15:54:31,-70.0,,
2024-04-11 15:54:44,,-69.0,
2024-04-11 15:55:02,-68.0,,
2024-04-11 15:55:03,-68.0,,
2024-04-11 15:55:34,-70.0,,
2024-04-11 15:55:38,,-69.0,
2024-04-11 15:56:09,-65.0,,
2024-04-11 15:56:10,-65.0,,
2024-04-11 15:56:14,-65.0,,
2024-04-11 15:56:24,-67.0,,-63.0
2024-04-11 15:56:25,-67.0,,-63.0
2024-04-11 15:56:32,-64.0,,
2024-04-11 15:56:36,-66.0,-65.0,
2024-04-11 15:56:38,-66.0,-65.0,
2024-04-11 15:56:39,,-65.0,
2024-04-11 15:56:40,,-65.0,
2024-04-11 15:56:55,-64.0,-66.0,
2024-04-11 15:56:57,-64.0,,
2024-04-11 15:56:59,,,-67.0
2024-04-11 15:57:01,,,-67.0
2024-04-11 15:57:02,,,-67.0
2024-04-11 15:57:16,,,-63.0
2024-04-11 15:57:17,,,-63.0
2024-04-11 15:57:20,-70.0,,
2024-04-11 15:57:21,-70.0,,
2024-04-11 15:57:22,-70.0,,
2024-04-11 15:57:26,-72.0,,
2024-04-11 15:57:28,-72.0,,
2024-04-11 15:57:30,,-72.0,
2024-04-11 15:57:36,-70.0,,
2024-04-11 15:57:37,-70.0,,
2024-04-11 15:57:40,,,-64.0
2024-04-11 15:57:42,,,-64.0
2024-04-11 15:57:45,,-71.0,
2024-04-11 15:57:47,,-71.0,
2024-04-11 15:57:48,,-71.0,
2024-04-11 15:57:49,,-71.0,-63.0
2024-04-11 15:57:51,,,-63.0
2024-04-11 15:58:12,,,-64.0
2024-04-11 15:58:14,,,-64.0
2024-04-11 15:58:25,-71.0,,
2024-04-11 15:58:26,-71.0,,
2024-04-11 15:58:29,,,-74.0
2024-04-11 15:58:30,,,-74.0
2024-04-11 15:58:32,,,-74.0
2024-04-11 15:58:38,-70.0,,
2024-04-11 15:58:46,-69.0,,
2024-04-11 15:58:47,-69.0,,
2024-04-11 15:58:50,,-71.0,
2024-04-11 15:58:55,,,-67.0
2024-04-11 15:58:56,,,-67.0
2024-04-11 15:59:03,,-70.0,
2024-04-11 15:59:12,-71.0,-68.0,
2024-04-11 15:59:13,-71.0,,
2024-04-11 15:59:22,-69.0,,
2024-04-11 15:59:24,-69.0,,
2024-04-11 15:59:27,,-69.0,
2024-04-11 15:59:34,,-67.0,
2024-04-11 15:59:38,-69.0,,
2024-04-11 15:59:39,-69.0,,
2024-04-11 15:59:48,,,-68.0
2024-04-11 15:59:49,,,-68.0
2024-04-11 16:00:04,,-65.0,
2024-04-11 16:00:10,,-69.0,
2024-04-11 16:00:11,,-69.0,
2024-04-11 16:00:12,,-69.0,
2024-04-11 16:00:17,-70.0,,
2024-04-11 16:00:18,-70.0,,
2024-04-11 16:00:25,-72.0,-71.0,
2024-04-11 16:00:26,-72.0,,
2024-04-11 16:00:30,-70.0,,
2024-04-11 16:00:31,-70.0,,
2024-04-11 16:00:54,-69.0,,
2024-04-11 16:00:55,-69.0,,
2024-04-11 16:01:26,,-75.0,
2024-04-11 16:01:28,,-75.0,
2024-04-11 16:01:29,,-75.0,
2024-04-11 16:02:06,,,-62.0
2024-04-11 16:02:08,,,-62.0
2024-04-11 16:02:10,-67.0,,
2024-04-11 16:02:12,-67.0,,
2024-04-11 16:02:21,-71.0,-72.0,
2024-04-11 16:02:22,-71.0,,
2024-04-11 16:02:42,,-73.0,-61.0
2024-04-11 16:02:43,,-73.0,-61.0
2024-04-11 16:02:44,,-73.0,
2024-04-11 16:02:45,,-73.0,
2024-04-11 16:02:47,,-73.0,
2024-04-11 16:02:48,,-73.0,
2024-04-11 16:02:49,,-73.0,
2024-04-11 16:02:51,,-72.0,
2024-04-11 16:02:52,,-72.0,
2024-04-11 16:02:53,,-72.0,
2024-04-11 16:02:55,,-72.0,
2024-04-11 16:02:56,,-72.0,
2024-04-11 16:03:00,,,-61.0
2024-04-11 16:03:05,-67.0,,
2024-04-11 16:03:06,-67.0,,
2024-04-11 16:03:09,-68.0,-64.0,
2024-04-11 16:03:10,-68.0,,
2024-04-11 16:03:22,,-65.0,
2024-04-11 16:03:27,-73.0,,
2024-04-11 16:03:31,,-69.0,
2024-04-11 16:03:32,,-69.0,
2024-04-11 16:03:34,,-69.0,
2024-04-11 16:03:35,,-69.0,
2024-04-11 16:03:36,,-64.0,-64.0
2024-04-11 16:03:37,,,-64.0
2024-04-11 16:03:50,-70.0,,
2024-04-11 16:03:54,,-68.0,
2024-04-11 16:03:58,,-70.0,
2024-04-11 16:04:07,,-67.0,
2024-04-11 16:04:11,-72.0,,
2024-04-11 16:04:12,-72.0,,
2024-04-11 16:04:30,-71.0,,
2024-04-11 16:04:31,-71.0,,
2024-04-11 16:04:35,,,-63.0
2024-04-11 16:04:36,,,-63.0
2024-04-11 16:04:48,,,-65.0
2024-04-11 16:04:49,,,-65.0
2024-04-11 16:05:00,,,-63.0
2024-04-11 16:05:02,,,-63.0
2024-04-11 16:05:11,,-69.0,-62.0
2024-04-11 16:05:12,,-69.0,-62.0
2024-04-11 16:05:13,,-69.0,
2024-04-11 16:05:15,,-69.0,
2024-04-11 16:05:32,-67.0,,
2024-04-11 16:05:33,-67.0,,
2024-04-11 16:05:44,-71.0,,
2024-04-11 16:05:45,-71.0,,
2024-04-11 16:05:48,,,-62.0
2024-04-11 16:05:49,,,-62.0
2024-04-11 16:05:52,-72.0,,
2024-04-11 16:05:53,-72.0,,
2024-04-11 16:05:56,,-71.0,
2024-04-11 16:06:00,,-70.0,
2024-04-11 16:06:04,-73.0,,
2024-04-11 16:06:05,-73.0,,
2024-04-11 16:06:08,-72.0,-69.0,
2024-04-11 16:06:09,-72.0,-69.0,
2024-04-11 16:06:10,,-69.0,
2024-04-11 16:06:12,-71.0,-69.0,
2024-04-11 16:06:13,-71.0,,
2024-04-11 16:06:21,,,-64.0
2024-04-11 16:06:25,-70.0,,-64.0
2024-04-11 16:06:26,-70.0,,-64.0
2024-04-11 16:06:28,-70.0,,-64.0
2024-04-11 16:06:29,-70.0,,-64.0
2024-04-11 16:06:50,-67.0,,
2024-04-11 16:06:52,-67.0,,
2024-04-11 16:06:53,-67.0,,
2024-04-11 16:07:00,,,-61.0
2024-04-11 16:07:01,,,-61.0
2024-04-11 16:07:02,,,-61.0
2024-04-11 16:07:16,-69.0,,
2024-04-11 16:07:23,-70.0,,-62.0
2024-04-11 16:07:24,,-70.0,
2024-04-11 16:07:25,-70.0,,
2024-04-11 16:07:34,,,-64.0
2024-04-11 16:07:53,-85.0,,
2024-04-11 16:07:54,-85.0,,
2024-04-11 16:07:56,-85.0,,
2024-04-11 16:07:58,-69.0,,
2024-04-11 16:08:00,-69.0,,
2024-04-11 16:08:04,,-71.0,
2024-04-11 16:08:26,-70.0,,
2024-04-11 16:08:30,,-66.0,
2024-04-11 16:08:34,-65.0,-68.0,
2024-04-11 16:08:35,-65.0,-68.0,
2024-04-11 16:08:37,,-68.0,
2024-04-11 16:08:38,,-71.0,-62.0
2024-04-11 16:08:39,,,-62.0
2024-04-11 16:08:51,-69.0,,
2024-04-11 16:08:52,-69.0,,
2024-04-11 16:09:01,-72.0,,
2024-04-11 16:09:22,-67.0,-67.0,
2024-04-11 16:09:23,-67.0,,
2024-04-11 16:09:25,,-67.0,
2024-04-11 16:09:26,,-67.0,
2024-04-11 16:09:27,-69.0,,-60.0
2024-04-11 16:09:29,,,-60.0
2024-04-11 16:09:33,-66.0,,
2024-04-11 16:09:34,-66.0,,
2024-04-11 16:09:37,,-72.0,
2024-04-11 16:09:42,,-70.0,-60.0
2024-04-11 16:09:44,,,-60.0
2024-04-11 16:09:58,,,-61.0
2024-04-11 16:10:00,,,-61.0
2024-04-11 16:10:04,,-69.0,
2024-04-11 16:10:08,,,-61.0
2024-04-11 16:10:09,,,-61.0
2024-04-11 16:10:12,,,-63.0
2024-04-11 16:10:13,,,-63.0
2024-04-11 16:10:16,,,-61.0
2024-04-11 16:10:18,,,-61.0
2024-04-11 16:10:20,,,-62.0
2024-04-11 16:10:22,,,-62.0
2024-04-11 16:10:28,,,-62.0
2024-04-11 16:10:30,,,-62.0
2024-04-11 16:10:31,,,-62.0
2024-04-11 16:10:38,-71.0,-71.0,
2024-04-11 16:10:39,-71.0,,
2024-04-11 16:10:47,-65.0,-65.0,
2024-04-11 16:10:48,-65.0,,
2024-04-11 16:11:15,,,-63.0
2024-04-11 16:11:17,,,-63.0
2024-04-11 16:11:20,,-68.0,-65.0
2024-04-11 16:11:21,,-68.0,-65.0
2024-04-11 16:11:22,,-68.0,
2024-04-11 16:11:24,,-68.0,
2024-04-11 16:11:28,,,-66.0
2024-04-11 16:11:29,,,-66.0
2024-04-11 16:11:40,-76.0,,
2024-04-11 16:11:44,-75.0,,
2024-04-11 16:11:47,,-69.0,
2024-04-11 16:11:59,,,-61.0
2024-04-11 16:12:00,,,-61.0
2024-04-11 16:12:02,,,-61.0
2024-04-11 16:12:07,,-70.0,
2024-04-11 16:12:19,-70.0,,
2024-04-11 16:12:21,-70.0,,
2024-04-11 16:12:23,-71.0,-68.0,-64.0
2024-04-11 16:12:25,-71.0,,-64.0
2024-04-11 16:12:26,-71.0,,-64.0
2024-04-11 16:12:33,,,-63.0
2024-04-11 16:12:34,,,-63.0
2024-04-11 16:12:36,,,-63.0
2024-04-11 16:12:47,-77.0,,
2024-04-11 16:12:48,-77.0,,
2024-04-11 16:12:56,,,-65.0
2024-04-11 16:13:04,,-63.0,
2024-04-11 16:13:18,,,-64.0
2024-04-11 16:13:22,-65.0,,
2024-04-11 16:13:26,,,-60.0
2024-04-11 16:13:28,,,-60.0
2024-04-11 16:13:29,,,-60.0
2024-04-11 16:13:36,-73.0,,
2024-04-11 16:13:48,,,-64.0
2024-04-11 16:13:50,,,-64.0
2024-04-11 16:14:22,,-67.0,
2024-04-11 16:14:32,,-65.0,
2024-04-11 16:14:33,,-65.0,
2024-04-11 16:14:35,,-65.0,
