timestamp,TechnoCamon_20,Xiaomipoco_X3
2024-04-11 15:46:22,-71.0,-85.0
2024-04-11 15:46:24,,-85.0
2024-04-11 15:46:26,,-85.0
2024-04-11 15:46:27,,-85.0
2024-04-11 15:46:30,-72.0,-85.0
2024-04-11 15:46:32,-72.0,-85.0
2024-04-11 15:46:33,-71.0,-84.0
2024-04-11 15:46:35,-71.0,-84.0
2024-04-11 15:46:36,-73.0,-88.0
2024-04-11 15:46:39,-73.0,-88.0
2024-04-11 15:46:42,,-81.0
2024-04-11 15:46:44,,-81.0
2024-04-11 15:46:49,-70.0,
2024-04-11 15:46:51,-70.0,
2024-04-11 15:46:57,-69.0,
2024-04-11 15:47:01,-73.0,
2024-04-11 15:47:03,-73.0,
2024-04-11 15:47:04,-69.0,
2024-04-11 15:47:06,-69.0,
2024-04-11 15:47:08,-69.0,
2024-04-11 15:47:09,-75.0,
2024-04-11 15:47:11,-75.0,
2024-04-11 15:47:15,,-83.0
2024-04-11 15:47:16,,-83.0
2024-04-11 15:47:31,-88.0,-82.0
2024-04-11 15:47:32,-88.0,-82.0
2024-04-11 15:47:35,-88.0,-82.0
2024-04-11 15:47:36,,-79.0
2024-04-11 15:47:37,,-79.0
2024-04-11 15:47:38,,-79.0
2024-04-11 15:47:40,,-79.0
2024-04-11 15:47:41,,-79.0
2024-04-11 15:47:42,-74.0,-82.0
2024-04-11 15:47:43,-74.0,
2024-04-11 15:47:45,-74.0,
2024-04-11 15:47:48,,-83.0
2024-04-11 15:47:49,,-83.0
2024-04-11 15:47:50,,-82.0
2024-04-11 15:47:52,,-82.0
2024-04-11 15:47:54,,-82.0
2024-04-11 15:47:55,-73.0,
2024-04-11 15:47:57,-73.0,
2024-04-11 15:47:58,-73.0,
2024-04-11 15:47:59,-71.0,
2024-04-11 15:48:01,-71.0,
2024-04-11 15:48:19,-75.0,
2024-04-11 15:48:20,-75.0,
2024-04-11 15:48:21,-75.0,
2024-04-11 15:48:36,,-82.0
2024-04-11 15:48:42,-71.0,-81.0
2024-04-11 15:48:43,-71.0,-81.0
2024-04-11 15:48:45,,-81.0
2024-04-11 15:48:46,,-82.0
2024-04-11 15:48:47,,-82.0
2024-04-11 15:48:49,,-82.0
2024-04-11 15:48:52,-75.0,
2024-04-11 15:48:53,-75.0,
2024-04-11 15:48:56,,-83.0
2024-04-11 15:48:57,,-83.0
2024-04-11 15:49:09,-75.0,
2024-04-11 15:49:10,-75.0,
2024-04-11 15:49:14,-90.0,
2024-04-11 15:49:15,-90.0,
2024-04-11 15:49:16,-90.0,
2024-04-11 15:49:28,-74.0,
2024-04-11 15:49:29,-74.0,
2024-04-11 15:49:44,-74.0,
2024-04-11 15:49:45,-74.0,
2024-04-11 15:49:46,-74.0,
2024-04-11 15:49:48,-74.0,
2024-04-11 15:49:49,-75.0,
2024-04-11 15:49:50,-75.0,
2024-04-11 15:49:51,-71.0,-81.0
2024-04-11 15:49:53,-71.0,-81.0
2024-04-11 15:49:54,-71.0,-81.0
2024-04-11 15:49:55,,-81.0
2024-04-11 15:49:57,,-81.0
2024-04-11 15:50:03,-74.0,
2024-04-11 15:50:04,-74.0,
2024-04-11 15:50:07,-74.0,-83.0
2024-04-11 15:50:08,-74.0,-83.0
2024-04-11 15:50:09,,-83.0
2024-04-11 15:50:11,,-83.0
2024-04-11 15:50:12,-71.0,-83.0
2024-04-11 15:50:18,,-81.0
2024-04-11 15:50:19,,-81.0
2024-04-11 15:50:21,,-81.0
2024-04-11 15:50:22,,-81.0
2024-04-11 15:50:23,,-83.0
2024-04-11 15:50:24,,-83.0
2024-04-11 15:50:32,-69.0,
2024-04-11 15:50:33,-69.0,
2024-04-11 15:50:34,-69.0,
2024-04-11 15:50:37,-74.0,
2024-04-11 15:50:38,-74.0,
2024-04-11 15:50:41,-75.0,
2024-04-11 15:50:42,-75.0,
2024-04-11 15:50:46,-74.0,
2024-04-11 15:50:47,-74.0,
2024-04-11 15:50:49,,-80.0
2024-04-11 15:50:51,,-80.0
2024-04-11 15:50:52,,-80.0
2024-04-11 15:51:11,-75.0,
2024-04-11 15:51:12,-75.0,
2024-04-11 15:51:13,-75.0,
2024-04-11 15:51:14,-75.0,
2024-04-11 15:51:31,-75.0,-83.0
2024-04-11 15:51:33,,-83.0
2024-04-11 15:51:34,,-83.0
2024-04-11 15:51:35,,-83.0
2024-04-11 15:51:40,-75.0,
2024-04-11 15:51:42,-75.0,
2024-04-11 15:51:43,-75.0,
2024-04-11 15:51:44,-75.0,
2024-04-11 15:51:51,,-89.0
2024-04-11 15:51:52,,-89.0
2024-04-11 15:51:53,,-89.0
2024-04-11 15:51:54,,-89.0
2024-04-11 15:51:56,-71.0,-89.0
2024-04-11 15:51:57,-71.0,-89.0
2024-04-11 15:51:58,-71.0,-89.0
2024-04-11 15:51:59,-71.0,-89.0
2024-04-11 15:52:00,,-89.0
2024-04-11 15:52:01,,-83.0
2024-04-11 15:52:02,,-83.0
2024-04-11 15:52:03,,-83.0
2024-04-11 15:52:06,,-83.0
2024-04-11 15:52:07,,-83.0
2024-04-11 15:52:08,-74.0,-83.0
2024-04-11 15:52:09,-74.0,
2024-04-11 15:52:10,-74.0,
2024-04-11 15:52:11,-74.0,
2024-04-11 15:52:19,,-83.0
2024-04-11 15:52:20,,-83.0
2024-04-11 15:52:21,,-83.0
2024-04-11 15:52:24,-73.0,
2024-04-11 15:52:25,-73.0,
2024-04-11 15:52:26,-73.0,
2024-04-11 15:52:27,-73.0,
2024-04-11 15:52:30,,-82.0
2024-04-11 15:52:33,,-82.0
2024-04-11 15:52:34,,-82.0
2024-04-11 15:52:35,,-82.0
2024-04-11 15:52:36,,-82.0
2024-04-11 15:52:38,,-82.0
2024-04-11 15:53:14,-70.0,-82.0
2024-04-11 15:53:15,-70.0,-82.0
2024-04-11 15:53:16,-70.0,-82.0
2024-04-11 15:53:18,-73.0,-82.0
2024-04-11 15:53:19,,-82.0
2024-04-11 15:53:21,-73.0,-82.0
2024-04-11 15:53:23,,-82.0
2024-04-11 15:53:27,-74.0,
2024-04-11 15:53:28,-74.0,
2024-04-11 15:53:29,-74.0,
2024-04-11 15:53:32,,-82.0
2024-04-11 15:53:33,,-82.0
2024-04-11 15:53:34,,-82.0
2024-04-11 15:53:37,,-82.0
2024-04-11 15:53:39,-75.0,-85.0
2024-04-11 15:53:41,-75.0,-85.0
2024-04-11 15:53:42,-75.0,-85.0
2024-04-11 15:53:43,-75.0,-85.0
2024-04-11 15:53:44,-75.0,-85.0
2024-04-11 15:53:46,-75.0,-85.0
2024-04-11 15:53:47,,-85.0
2024-04-11 15:53:54,,-83.0
2024-04-11 15:53:55,,-83.0
2024-04-11 15:53:56,,-83.0
2024-04-11 15:53:57,,-83.0
2024-04-11 15:53:58,-75.0,
2024-04-11 15:54:00,-75.0,
2024-04-11 15:54:01,,-83.0
2024-04-11 15:54:03,,-83.0
2024-04-11 15:54:04,,-83.0
2024-04-11 15:54:06,-74.0,
2024-04-11 15:54:08,-74.0,
2024-04-11 15:54:09,-74.0,
2024-04-11 15:54:12,,-84.0
2024-04-11 15:54:17,-75.0,
2024-04-11 15:54:18,-75.0,
2024-04-11 15:54:19,-75.0,
2024-04-11 15:54:22,,-83.0
2024-04-11 15:54:23,-74.0,-83.0
2024-04-11 15:54:25,,-83.0
2024-04-11 15:54:26,,-83.0
2024-04-11 15:54:27,,-83.0
2024-04-11 15:54:28,,-83.0
2024-04-11 15:54:30,,-83.0
2024-04-11 15:54:31,,-83.0
2024-04-11 15:54:32,,-83.0
2024-04-11 15:54:34,,-82.0
2024-04-11 15:54:36,,-82.0
2024-04-11 15:54:37,,-82.0
2024-04-11 15:54:39,,-82.0
2024-04-11 15:54:45,-74.0,
2024-04-11 15:54:48,-74.0,
2024-04-11 15:54:53,-75.0,
2024-04-11 15:54:54,-75.0,
2024-04-11 15:55:01,-75.0,-84.0
2024-04-11 15:55:02,-75.0,
2024-04-11 15:55:03,-75.0,
2024-04-11 15:55:05,,-83.0
2024-04-11 15:55:06,,-83.0
