timestamp,Realme_6Pro,RedmiNote_11,Vivo_Y21T
2024-04-11 15:46:07,,-83.0,
2024-04-11 15:46:13,-73.0,,
2024-04-11 15:46:15,-73.0,,
2024-04-11 15:46:16,-73.0,,
2024-04-11 15:46:18,-73.0,,
2024-04-11 15:46:20,-73.0,,
2024-04-11 15:46:32,,-73.0,
2024-04-11 15:46:33,,-73.0,-79.0
2024-04-11 15:46:35,,-73.0,-79.0
2024-04-11 15:46:36,,,-79.0
2024-04-11 15:46:38,-81.0,,
2024-04-11 15:46:39,-81.0,,
2024-04-11 15:46:40,-81.0,,
2024-04-11 15:46:45,,-75.0,
2024-04-11 15:46:46,,-75.0,
2024-04-11 15:46:47,,-75.0,
2024-04-11 15:46:48,,-75.0,
2024-04-11 15:46:49,,-75.0,
2024-04-11 15:46:50,,-75.0,
2024-04-11 15:47:02,,,-71.0
2024-04-11 15:47:04,,,-71.0
2024-04-11 15:47:07,-68.0,,-68.0
2024-04-11 15:47:08,-68.0,,-68.0
2024-04-11 15:47:09,-68.0,-78.0,-68.0
2024-04-11 15:47:11,-78.0,-78.0,
2024-04-11 15:47:12,-78.0,,
2024-04-11 15:47:13,-78.0,,
2024-04-11 15:47:14,-75.0,-78.0,-74.0
2024-04-11 15:47:15,-75.0,-78.0,-74.0
2024-04-11 15:47:17,-75.0,-78.0,-74.0
2024-04-11 15:47:19,,,-71.0
2024-04-11 15:47:20,,,-71.0
2024-04-11 15:47:21,,,-71.0
2024-04-11 15:47:32,-70.0,,
2024-04-11 15:47:33,-70.0,,
2024-04-11 15:47:35,,-76.0,
2024-04-11 15:47:36,,-76.0,
2024-04-11 15:47:37,,-76.0,
2024-04-11 15:47:43,,,-74.0
2024-04-11 15:47:44,,,-74.0
2024-04-11 15:47:45,,,-74.0
2024-04-11 15:47:46,,,-67.0
2024-04-11 15:47:47,,,-67.0
2024-04-11 15:47:48,,,-67.0
2024-04-11 15:47:55,,,-72.0
2024-04-11 15:47:57,,,-72.0
2024-04-11 15:47:58,,,-72.0
2024-04-11 15:48:08,-69.0,,-72.0
2024-04-11 15:48:09,-69.0,,-72.0
2024-04-11 15:48:10,-69.0,,-72.0
2024-04-11 15:48:12,,-74.0,
2024-04-11 15:48:13,,-74.0,
2024-04-11 15:48:14,,-74.0,
2024-04-11 15:48:15,-71.0,-74.0,-73.0
2024-04-11 15:48:16,,-74.0,-73.0
2024-04-11 15:48:18,-71.0,-74.0,
2024-04-11 15:48:19,,-74.0,-73.0
2024-04-11 15:48:20,-70.0,-74.0,-73.0
2024-04-11 15:48:21,-70.0,-74.0,-73.0
2024-04-11 15:48:22,-70.0,,
2024-04-11 15:48:38,-77.0,,-78.0
2024-04-11 15:48:39,-77.0,,-78.0
2024-04-11 15:48:40,-77.0,,-78.0
2024-04-11 15:48:42,-71.0,,-75.0
2024-04-11 15:48:43,,,-75.0
2024-04-11 15:48:45,-71.0,,
2024-04-11 15:48:47,-78.0,,-80.0
2024-04-11 15:48:48,-78.0,,-80.0
2024-04-11 15:48:51,-73.0,,-75.0
2024-04-11 15:48:52,,,-75.0
2024-04-11 15:48:53,-73.0,,
2024-04-11 15:49:02,-76.0,,-79.0
2024-04-11 15:49:04,-76.0,,-79.0
2024-04-11 15:49:05,-76.0,,-79.0
2024-04-11 15:49:06,,,-79.0
2024-04-11 15:49:09,-72.0,,-79.0
2024-04-11 15:49:10,-72.0,,-79.0
2024-04-11 15:49:11,,,-75.0
2024-04-11 15:49:12,,,-75.0
2024-04-11 15:49:23,,,-81.0
2024-04-11 15:49:24,,,-81.0
2024-04-11 15:49:25,,,-81.0
2024-04-11 15:49:29,-85.0,,
2024-04-11 15:49:30,-85.0,,
2024-04-11 15:49:31,,,-72.0
2024-04-11 15:49:33,,,-72.0
2024-04-11 15:49:35,,,-72.0
2024-04-11 15:49:36,-77.0,-81.0,
2024-04-11 15:49:38,-77.0,-81.0,
2024-04-11 15:49:39,-77.0,-81.0,
2024-04-11 15:49:41,-76.0,,
2024-04-11 15:49:43,-76.0,,
2024-04-11 15:49:45,-76.0,,
2024-04-11 15:49:48,-76.0,,
2024-04-11 15:49:49,-76.0,,
2024-04-11 15:49:50,-74.0,-77.0,
2024-04-11 15:49:51,-74.0,-77.0,
2024-04-11 15:49:55,,,-76.0
2024-04-11 15:49:57,,,-76.0
2024-04-11 15:50:07,,,-7.0
2024-04-11 15:50:09,,,-75.0
2024-04-11 15:50:11,-77.0,,
2024-04-11 15:50:12,-77.0,,
2024-04-11 15:50:14,-77.0,,
2024-04-11 15:50:21,,,-76.0
2024-04-11 15:50:22,,,-76.0
2024-04-11 15:50:28,-72.0,,-71.0
2024-04-11 15:50:30,-72.0,,-71.0
2024-04-11 15:50:32,-72.0,,
2024-04-11 15:50:33,,,-82.0
2024-04-11 15:50:35,,,-82.0
2024-04-11 15:50:41,-73.0,-77.0,-73.0
2024-04-11 15:50:42,-73.0,-77.0,-73.0
2024-04-11 15:50:43,,-77.0,
2024-04-11 15:50:44,-73.0,,-73.5
2024-04-11 15:50:46,,,-74.0
2024-04-11 15:50:47,,,-74.0
2024-04-11 15:50:48,,,-76.0
2024-04-11 15:50:49,-75.0,,
2024-04-11 15:50:51,-75.0,,-76.0
2024-04-11 15:50:52,-75.0,-73.0,
2024-04-11 15:50:53,-75.0,-73.0,
2024-04-11 15:50:55,,-73.0,
2024-04-11 15:50:56,-75.0,,
2024-04-11 15:51:02,,,-71.0
2024-04-11 15:51:03,,,-71.0
2024-04-11 15:51:09,-74.0,,-72.0
2024-04-11 15:51:11,-74.0,,-72.0
2024-04-11 15:51:12,-74.0,,-72.0
2024-04-11 15:51:14,,-85.0,
2024-04-11 15:51:15,,-85.0,
2024-04-11 15:51:17,,-85.0,
2024-04-11 15:51:26,,-77.0,
2024-04-11 15:51:28,,-77.0,
2024-04-11 15:51:29,,-77.0,
2024-04-11 15:51:30,,-77.0,
2024-04-11 15:51:56,-76.0,,
2024-04-11 15:51:57,-76.0,,
2024-04-11 15:52:01,-71.0,,
2024-04-11 15:52:02,-71.0,,
2024-04-11 15:52:04,-71.0,,
2024-04-11 15:52:06,-71.0,,
2024-04-11 15:52:07,,,-80.0
2024-04-11 15:52:10,,,-80.0
2024-04-11 15:52:12,-77.0,,
2024-04-11 15:52:14,-77.0,,
2024-04-11 15:52:15,-77.0,,
2024-04-11 15:52:17,,-77.0,
2024-04-11 15:52:18,,-77.0,
2024-04-11 15:52:20,,-77.0,
2024-04-11 15:52:21,,-77.0,
2024-04-11 15:52:22,,-77.0,
2024-04-11 15:52:24,,-77.0,
2024-04-11 15:52:25,,-77.0,-73.0
2024-04-11 15:52:26,,-77.0,-73.0
2024-04-11 15:52:27,,-77.0,
2024-04-11 15:52:29,,,-73.0
2024-04-11 15:52:30,-69.0,,-75.0
2024-04-11 15:52:31,,,-75.0
2024-04-11 15:52:33,-69.0,,
2024-04-11 15:52:34,,,-71.0
2024-04-11 15:52:35,,,-71.0
2024-04-11 15:52:38,,-72.0,-71.0
2024-04-11 15:52:39,-68.0,-72.0,-77.0
2024-04-11 15:52:40,,-72.0,
2024-04-11 15:52:42,-68.0,,-77.0
2024-04-11 15:52:43,,-74.0,-72.0
2024-04-11 15:52:44,,-74.0,-72.0
2024-04-11 15:52:47,,,-73.5
2024-04-11 15:52:48,,,-75.0
2024-04-11 15:52:51,-70.0,,-75.0
2024-04-11 15:52:52,-70.0,,-75.0
2024-04-11 15:52:53,,,-75.0
2024-04-11 15:52:55,-70.0,,
2024-04-11 15:53:00,-72.0,,
2024-04-11 15:53:01,-72.0,,
2024-04-11 15:53:04,-72.5,,-78.0
2024-04-11 15:53:05,-73.0,,-78.0
2024-04-11 15:53:06,-73.0,,-78.0
2024-04-11 15:53:09,-73.0,,
2024-04-11 15:53:13,,,-75.0
2024-04-11 15:53:14,,,-75.0
2024-04-11 15:53:16,,,-75.0
2024-04-11 15:53:18,,,-75.0
2024-04-11 15:53:19,,,-75.0
2024-04-11 15:53:20,,,-75.0
2024-04-11 15:53:21,,,-75.0
2024-04-11 15:53:23,,,-75.0
2024-04-11 15:53:25,,,-67.0
2024-04-11 15:53:27,,,-67.0
2024-04-11 15:53:28,,,-67.0
2024-04-11 15:53:32,-73.0,,
2024-04-11 15:53:33,-73.0,,
2024-04-11 15:53:34,,,-76.0
2024-04-11 15:53:36,,,-76.0
2024-04-11 15:53:37,,,-76.0
2024-04-11 15:53:38,,,-76.0
2024-04-11 15:53:43,,,-76.0
2024-04-11 15:53:45,,,-76.0
2024-04-11 15:53:47,-67.0,,
2024-04-11 15:53:49,-67.0,,
2024-04-11 15:53:51,-67.0,-70.0,
2024-04-11 15:53:53,,-70.0,
2024-04-11 15:53:54,,-70.0,
2024-04-11 15:53:55,,-70.0,
2024-04-11 15:53:56,,-73.0,
