Unique signal strength of Vivo,Average Signal Strength
-70.0,-68.0
-67.0,-71.31818181818181
-68.0,-71.22222222222223
-69.0,-71.0
-71.0,
-66.0,-71.13333333333334
-63.0,
-73.0,-74.0
-74.0,-74.21428571428571
-72.0,-76.0
-90.0,
-75.0,-76.0
-66.5,-71.0
-65.0,
-58.0,-72.0
-89.0,
