Unique signal strength of Vivo,Average Signal Strength
-61.0,-56.48
-57.0,-58.0
-56.0,-55.6
-53.0,
-54.0,
-58.0,-58.9
-62.0,-56.0
-60.0,-58.25925925925926
-63.0,-60.0
-59.0,-56.6578947368421
-64.0,
-75.0,-56.0
-66.0,-54.0
-65.0,-53.0
-78.0,-53.0
