Unique signal strength of Vivo,Average Signal Strength
-83.0,-77.0
-82.0,-67.54545454545455
-85.0,-74.0
-89.0,
-84.0,-73.5
-76.0,-66.0
-80.0,-70.375
-78.0,-66.33333333333333
-88.0,-70.0
-86.0,-70.0
-79.0,-66.42857142857143
-87.0,-82.0
-81.0,-74.5
