Unique signal strength of Vivo,Average Signal Strength
-56.0,-54.0
-57.0,-54.333333333333336
-63.0,-52.294117647058826
-62.0,-54.0
-64.0,-51.0625
-60.0,-55.05
-65.0,-52.75
-66.0,-52.142857142857146
-61.0,-54.38709677419355
-67.0,
-59.0,-54.09090909090909
-58.0,-54.5
-68.0,-52.0
