Unique signal strength of Vivo,Average Signal Strength
-81.0,-74.17241379310344
-86.0,
-79.0,-76.78571428571429
-83.0,-73.25
-82.0,-75.45454545454545
-80.0,-75.25
-77.0,-70.44
-76.0,-70.38461538461539
-78.0,-69.46153846153847
-75.0,-69.92857142857143
-84.0,-77.0
-73.0,-69.0
-74.0,
