Unique signal strength of Vivo,Average Signal Strength
-85.0,-73.88888888888889
-84.0,-73.52941176470588
-88.0,-71.0
-81.0,-72.875
-83.0,-73.07407407407408
-82.0,-73.2127659574468
-79.0,-70.4
-80.0,-74.0
-89.0,-71.0
-78.0,-72.0
-90.0,
