id,title,lat,lng
244,261,7.065768042,125.5964877
245,262,7.065762053,125.5964914
246,263,7.065842906,125.5964471
247,264,7.065835586,125.5964501
248,265,7.065822609,125.5964562
249,266,7.065815622,125.5964602
250,267,7.065786342,125.5964736
251,268,7.06578002,125.5964759
252,269,7.065772367,125.5964796
253,270,7.065766045,125.5964826
254,271,7.065760056,125.5964853
255,272,7.065755065,125.5964873
256,273,7.065750074,125.5964898
257,274,7.065746331,125.5964913
258,275,7.06584091,125.5964421
259,276,7.065833589,125.5964458
260,277,7.065827933,125.5964488
261,278,7.065820613,125.5964521
262,279,7.065813626,125.5964558
263,280,7.06580564,125.5964598
264,281,7.065798986,125.5964625
265,282,7.065791333,125.5964652
266,283,7.065784345,125.5964686
267,284,7.065777691,125.5964712
268,285,7.065770371,125.5964746
269,286,7.065763716,125.5964779
270,287,7.06575806,125.5964806
271,288,7.065752736,125.5964823
272,289,7.065748078,125.5964847
273,290,7.065838913,125.596437
274,291,7.065831593,125.5964407
275,292,7.065818284,125.5964471
276,293,7.065811629,125.5964508
277,294,7.065796989,125.5964572
278,295,7.065789004,125.5964602
279,296,7.065782682,125.5964632
280,297,7.065775694,125.5964662
281,298,7.065768042,125.5964699
282,299,7.06576172,125.5964733
283,300,7.065756063,125.5964759
284,301,7.065750407,125.5964779
285,302,7.065836584,125.5964323
286,303,7.065829929,125.5964364
287,304,7.065823275,125.5964391
288,305,7.065815955,125.5964421
289,306,7.065809633,125.5964451
290,307,7.06580198,125.5964481
291,308,7.06578002,125.5964582
292,309,7.065773365,125.5964608
293,310,7.065766378,125.5964649
294,311,7.065759723,125.5964682
295,312,7.065754067,125.5964712
296,313,7.065748411,125.5964733
297,314,7.065834255,125.596427
298,315,7.065827933,125.5964307
299,316,7.065813958,125.5964374
300,317,7.065807304,125.5964401
301,318,7.065791998,125.5964471
302,319,7.065785011,125.5964494
303,320,7.065777691,125.5964531
304,321,7.065771036,125.5964558
305,322,7.065764382,125.5964595
306,323,7.065757394,125.5964629
307,324,7.065752071,125.5964659
308,325,7.065832259,125.5964216
309,326,7.065825937,125.5964253
310,327,7.065818617,125.596429
311,328,7.065811629,125.5964327
312,329,7.065804975,125.5964347
313,330,7.065797655,125.596438
314,332,7.065783015,125.5964441
315,333,7.065775694,125.5964478
316,334,7.065768707,125.5964501
317,335,7.065762053,125.5964545
318,336,7.065755065,125.5964575
319,337,7.065830262,125.5964169
320,338,7.06582394,125.5964199
321,339,7.065802646,125.59643
322,340,7.065795326,125.5964333
323,341,7.065788005,125.5964367
324,342,7.065781018,125.5964394
325,343,7.065773365,125.5964431
326,344,7.065766378,125.5964454
327,345,7.0658276,125.5964116
328,346,7.065800316,125.5964253
329,347,7.065792996,125.5964287
330,348,7.065785676,125.596432
331,349,7.065779354,125.5964347
332,350,7.065771702,125.596438
333,351,7.065763716,125.5964404
334,352,7.065757394,125.5964434
335,353,7.065825604,125.5964069
336,354,7.065818949,125.5964095
337,355,7.06581296,125.5964122
338,356,7.065805307,125.5964173
339,357,7.065797655,125.5964207
340,358,7.065791333,125.5964243
341,359,7.06578368,125.5964274
342,360,7.065777358,125.59643
343,361,7.065823275,125.5964012
344,362,7.065817286,125.5964039
345,363,7.065803311,125.5964109
346,364,7.06579466,125.5964156
347,365,7.065789004,125.5964186
348,366,7.065781684,125.5964213
349,367,7.065774696,125.596424
350,368,7.065792664,125.5964076
351,369,7.065786009,125.5964103
352,370,7.065779022,125.5964129
353,371,7.065772367,125.5964156
354,372,7.065765047,125.5964196
355,373,7.065790335,125.5963995
356,374,7.065783015,125.5964029
357,375,7.065776027,125.5964056
358,376,7.065769373,125.5964086
359,377,7.065772034,125.5963942
