floorid,roomid,channel,ssid,cap1,cap2,cap3
263,111,2447,Xiaomi,,,-67
263,111,2422,Vivo Y21T,,,-78
263,111,2452,Xiaomi,,,-70
263,111,2422,Vivo Y21T,,,-78
263,111,2422,Vivo Y21T,,,-80
263,111,2452,Xiaomi,,,-70
263,111,2452,Xiaomi,,,-70
263,111,2422,Vivo Y21T,,,-80
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2442,Xiaomi,,,-70
263,111,2417,Vivo Y21T,,,-74
263,111,2417,Vivo Y21T,,,-77
263,111,2442,Xiaomi,,,-70
263,111,2422,Vivo Y21T,,,-82
263,111,2447,Xiaomi,,,-66
263,111,2422,Vivo Y21T,,,-73
263,111,2447,Xiaomi,,,-66
263,111,2422,Vivo Y21T,,,-73
263,111,2432,Xiaomi,,,-71
263,111,2422,Vivo Y21T,,,-73
263,111,2447,Xiaomi,,,-71
263,111,2417,Vivo Y21T,,,-86
263,111,2412,Vivo Y21T,-89,,
263,111,2447,Xiaomi,,,-71
263,111,2437,Xiaomi,,,-66
263,111,2442,Xiaomi,,,-69
263,111,2457,Xiaomi,,,-82
263,111,2457,Xiaomi,,,-82
263,111,2422,Vivo Y21T,,,-78
263,111,2447,Xiaomi,,,-67
263,111,2422,Vivo Y21T,,,-78
263,111,2442,Xiaomi,,,-70
263,111,2422,Vivo Y21T,,,-78
263,111,2422,Vivo Y21T,,,-78
263,111,2447,Xiaomi,,,-66
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-89,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-86,,
263,111,2412,Vivo Y21T,-89,,
263,111,2422,Vivo Y21T,,,-82
263,111,2422,Vivo Y21T,,,-78
263,111,2422,Vivo Y21T,,,-82
263,111,2447,Xiaomi,,,-69
263,111,2422,Vivo Y21T,,,-80
263,111,2442,Xiaomi,,,-67
263,111,2422,Vivo Y21T,,,-80
263,111,2442,Xiaomi,,,-67
263,111,2412,Vivo Y21T,,,-72
263,111,2442,Xiaomi,,,-67
263,111,2437,Xiaomi,,,-66
263,111,2432,Xiaomi,,,-75
263,111,2412,Vivo Y21T,,,-72
263,111,2422,Vivo Y21T,,,-75
263,111,2412,Vivo Y21T,,,-72
263,111,2442,Xiaomi,,,-67
263,111,2422,Vivo Y21T,,,-78
263,111,2452,Xiaomi,,,-69
263,111,2422,Vivo Y21T,,,-78
263,111,2452,Xiaomi,,,-69
263,111,2412,Vivo Y21T,,,-71
263,111,2452,Xiaomi,,,-69
263,111,2412,Vivo Y21T,,,-72
263,111,2442,Xiaomi,,,-67
263,111,2432,Xiaomi,,,-74
263,111,2452,Xiaomi,,,-69
263,111,2452,Xiaomi,,,-69
263,111,2457,Xiaomi,,,-81
263,111,2422,Vivo Y21T,,,-80
263,111,2457,Xiaomi,,,-81
263,111,2412,Vivo Y21T,,,-72
263,111,2452,Xiaomi,,,-64
263,111,2417,Vivo Y21T,,,-70
263,111,2437,Xiaomi,,,-66
263,111,2417,Vivo Y21T,,,-70
263,111,2457,Xiaomi,,,-92
263,111,2422,Vivo Y21T,,,-77
263,111,2417,Vivo Y21T,,,-70
263,111,2422,Vivo Y21T,,,-75
263,111,2437,Xiaomi,,,-65
263,111,2422,Vivo Y21T,,,-75
263,111,2457,Xiaomi,,,-78
263,111,2422,Vivo Y21T,,,-75
263,111,2457,Xiaomi,,,-78
263,111,2422,Vivo Y21T,,,-77
263,111,2442,Xiaomi,,,-69
263,111,2422,Vivo Y21T,,,-77
263,111,2452,Xiaomi,,,-69
263,111,2412,Vivo Y21T,,,-72
263,111,2422,Vivo Y21T,,,-75
263,111,2412,Vivo Y21T,,,-72
263,111,2422,Vivo Y21T,,,-76
263,111,2452,Xiaomi,,,-70
263,111,2422,Vivo Y21T,,,-83
263,111,2442,Xiaomi,,,-67
263,111,2422,Vivo Y21T,,,-83
263,111,2452,Xiaomi,,,-71
263,111,2422,Vivo Y21T,,,-83
263,111,2452,Xiaomi,,,-71
263,111,2417,Vivo Y21T,,,-72
263,111,2452,Xiaomi,,,-70
263,111,2452,Xiaomi,,,-71
263,111,2452,Xiaomi,,,-71
263,111,2457,Xiaomi,,,-82
263,111,2447,Xiaomi,,,-67
263,111,2422,Vivo Y21T,,,-80
263,111,2432,Xiaomi,,,-73
263,111,2422,Vivo Y21T,,,-80
263,111,2447,Xiaomi,,,-70
263,111,2417,Vivo Y21T,,,-72
263,111,2447,Xiaomi,,,-70
263,111,2417,Vivo Y21T,,,-72
263,111,2422,Vivo Y21T,,,-76
263,111,2422,Vivo Y21T,,,-80
263,111,2422,Vivo Y21T,,,-76
263,111,2442,Xiaomi,,,-66
263,111,2447,Xiaomi,,,-68
263,111,2417,Vivo Y21T,,,-72
263,111,2417,Vivo Y21T,,,-72
263,111,2452,Xiaomi,,,-69
263,111,2417,Vivo Y21T,,,-72
263,111,2452,Xiaomi,,,-69
263,111,2422,Vivo Y21T,,,-75
263,111,2437,Xiaomi,,,-66
263,111,2437,Xiaomi,,,-66
263,111,2447,Xiaomi,,,-70
263,111,2422,Vivo Y21T,,,-75
263,111,2447,Xiaomi,,,-70
263,111,2412,Vivo Y21T,,,-71
263,111,2442,Xiaomi,,,-66
263,111,2412,Vivo Y21T,,,-71
263,111,2457,Xiaomi,,,-81
263,111,2412,Vivo Y21T,,,-71
263,111,2422,Vivo Y21T,,,-75
263,111,2457,Xiaomi,,,-81
264,111,2422,Vivo Y21T,,,-74
264,111,2457,Xiaomi,,,-88
264,111,2422,Vivo Y21T,,,-76
264,111,2437,Xiaomi,,,-61
264,111,2422,Vivo Y21T,,,-76
264,111,2457,Xiaomi,,,-94
264,111,2447,Xiaomi,,,-61
264,111,2457,Xiaomi,,,-94
264,111,2412,Vivo Y21T,,,-66
264,111,2422,Vivo Y21T,,,-75
264,111,2437,Xiaomi,,,-60
264,111,2457,Xiaomi,,,-88
264,111,2422,Vivo Y21T,,,-76
264,111,2422,Vivo Y21T,,,-74
264,111,2417,Vivo Y21T,,,-74
264,111,2422,Vivo Y21T,,,-74
264,111,2447,Xiaomi,,,-61
264,111,2412,Vivo Y21T,,,-62
264,111,2447,Xiaomi,,,-61
264,111,2412,Vivo Y21T,,,-62
264,111,2432,Xiaomi,,,-71
264,111,2412,Vivo Y21T,,,-62
264,111,2442,Xiaomi,,,-63
264,111,2442,Xiaomi,,,-63
264,111,2437,Xiaomi,,,-61
264,111,2427,Vivo Y21T,,,-80
264,111,2447,Xiaomi,,,-62
264,111,2422,Vivo Y21T,,,-75
264,111,2437,Xiaomi,,,-60
264,111,2447,Xiaomi,,,-63
264,111,2427,Vivo Y21T,,,-80
264,111,2447,Xiaomi,,,-63
264,111,2422,Vivo Y21T,,,-76
264,111,2437,Xiaomi,,,-69
264,111,2422,Vivo Y21T,,,-76
264,111,2457,Xiaomi,,,-85
264,111,2422,Vivo Y21T,,,-76
264,111,2457,Xiaomi,,,-85
264,111,2452,Xiaomi,,,-71
264,111,2422,Vivo Y21T,,,-72
264,111,2422,Vivo Y21T,,,-72
264,111,2457,Xiaomi,,,-79
264,111,2422,Vivo Y21T,,,-72
264,111,2457,Xiaomi,,,-79
264,111,2417,Vivo Y21T,,,-66
264,111,2437,Xiaomi,,,-67
264,111,2442,Xiaomi,,,-62
264,111,2417,Vivo Y21T,,,-66
264,111,2422,Vivo Y21T,,,-75
264,111,2452,Xiaomi,,,-71
264,111,2427,Xiaomi,,,-80
264,111,2422,Vivo Y21T,,,-68
264,111,2457,Xiaomi,,,-78
264,111,2412,Vivo Y21T,,,-68
264,111,2447,Xiaomi,,,-71
264,111,2422,Vivo Y21T,,,-73
264,111,2422,Vivo Y21T,,,-75
264,111,2432,Xiaomi,,,-71
264,111,2457,Xiaomi,,,-80
264,111,2422,Vivo Y21T,,,-75
264,111,2442,Xiaomi,,,-67
264,111,2422,Vivo Y21T,,,-75
264,111,2432,Xiaomi,,,-69
264,111,2422,Vivo Y21T,,,-75
264,111,2422,Vivo Y21T,,,-73
264,111,2422,Vivo Y21T,,,-68
264,111,2457,Xiaomi,,,-78
264,111,2457,Xiaomi,,,-78
264,111,2427,Vivo Y21T,,,-67
264,111,2442,Xiaomi,,,-62
264,111,2417,Vivo Y21T,,,-58
264,111,2412,Vivo Y21T,,,-55
264,111,2442,Xiaomi,,,-62
264,111,2432,Xiaomi,,,-69
264,111,2442,Xiaomi,,,-60
264,111,2417,Vivo Y21T,,,-54
264,111,2447,Xiaomi,,,-63
264,111,2457,Xiaomi,,,-86
264,111,2427,Vivo Y21T,,,-75
264,111,2417,Vivo Y21T,,,-62
264,111,2457,Xiaomi,,,-86
264,111,2442,Xiaomi,,,-71
264,111,2412,Vivo Y21T,,,-53
264,111,2417,Vivo Y21T,,,-66
264,111,2452,Xiaomi,,,-70
264,111,2422,Vivo Y21T,,,-76
264,111,2422,Vivo Y21T,,,-67
264,111,2442,Xiaomi,,,-69
264,111,2422,Vivo Y21T,,,-67
264,111,2422,Vivo Y21T,,,-67
264,111,2457,Xiaomi,,,-79
264,111,2412,Vivo Y21T,,,-63
264,111,2412,Vivo Y21T,,,-59
264,111,2447,Xiaomi,,,-69
264,111,2417,Vivo Y21T,,,-62
264,111,2452,Xiaomi,,,-66
264,111,2417,Vivo Y21T,,,-62
264,111,2452,Xiaomi,,,-66
264,111,2422,Vivo Y21T,,,-76
264,111,2437,Xiaomi,,,-61
264,111,2432,Xiaomi,,,-70
264,111,2422,Vivo Y21T,,,-64
264,111,2447,Xiaomi,,,-68
264,111,2422,Vivo Y21T,,,-80
264,111,2417,Vivo Y21T,,,-72
264,111,2447,Xiaomi,,,-62
264,111,2417,Vivo Y21T,,,-56
264,111,2457,Xiaomi,,,-86
264,111,2417,Vivo Y21T,,,-56
264,111,2447,Xiaomi,,,-66
264,111,2457,Xiaomi,,,-84
264,111,2422,Vivo Y21T,,,-74
264,111,2422,Vivo Y21T,,,-74
264,111,2457,Xiaomi,,,-80
264,111,2422,Vivo Y21T,,,-74
264,111,2457,Xiaomi,,,-80
264,111,2417,Vivo Y21T,,,-68
264,111,2437,Xiaomi,,,-85
264,111,2437,Xiaomi,,,-64
264,111,2417,Vivo Y21T,,,-68
264,111,2417,Vivo Y21T,,,-72
264,111,2427,Vivo Y21T,,,-81
264,111,2417,Vivo Y21T,,,-61
264,111,2442,Xiaomi,,,-64
264,111,2412,Vivo Y21T,,,-66
264,111,2442,Xiaomi,,,-64
264,111,2412,Vivo Y21T,,,-66
264,111,2457,Xiaomi,,,-93
264,111,2457,Xiaomi,,,-79
264,111,2412,Vivo Y21T,,,-66
264,111,2412,Vivo Y21T,,,-66
264,111,2452,Xiaomi,,,-60
264,111,2427,Vivo Y21T,,,-81
264,111,2437,Xiaomi,,,-65
264,111,2427,Vivo Y21T,,,-81
264,111,2457,Xiaomi,,,-79
264,111,2457,Xiaomi,,,-93
264,111,2457,Xiaomi,,,-86
264,111,2457,Xiaomi,,,-77
264,111,2457,Xiaomi,,,-77
264,111,2422,Vivo Y21T,,,-69
264,111,2447,Xiaomi,,,-69
264,111,2417,Vivo Y21T,,,-61
264,111,2447,Xiaomi,,,-69
264,111,2422,Vivo Y21T,,,-69
264,111,2457,Xiaomi,,,-81
264,111,2432,Xiaomi,,,-82
264,111,2422,Vivo Y21T,,,-69
264,111,2417,Vivo Y21T,,,-60
264,111,2447,Xiaomi,,,-65
264,111,2422,Vivo Y21T,,,-80
264,111,2437,Xiaomi,,,-64
264,111,2422,Vivo Y21T,,,-80
264,111,2457,Xiaomi,,,-86
264,111,2457,Xiaomi,,,-81
264,111,2417,Vivo Y21T,,,-68
264,111,2422,Vivo Y21T,,,-69
264,111,2412,Vivo Y21T,,,-69
264,111,2417,Vivo Y21T,,,-78
264,111,2447,Xiaomi,,,-69
264,111,2417,Vivo Y21T,,,-78
264,111,2442,Xiaomi,,,-67
264,111,2417,Vivo Y21T,,,-78
264,111,2442,Xiaomi,,,-67
264,111,2447,Xiaomi,,,-68
264,111,2417,Vivo Y21T,,,-78
264,111,2412,Vivo Y21T,,,-69
264,111,2442,Xiaomi,,,-67
264,111,2412,Vivo Y21T,,,-69
264,111,2457,Xiaomi,,,-82
264,111,2412,Vivo Y21T,,,-69
264,111,2457,Xiaomi,,,-82
264,111,2442,Xiaomi,,,-67
264,111,2442,Xiaomi,,,-64
264,111,2417,Vivo Y21T,,,-61
264,111,2417,Vivo Y21T,,,-70
264,111,2437,Xiaomi,,,-64
264,111,2417,Vivo Y21T,,,-61
264,111,2457,Xiaomi,,,-80
264,111,2422,Vivo Y21T,,,-72
264,111,2457,Xiaomi,,,-80
264,111,2422,Vivo Y21T,,,-72
264,111,2437,Xiaomi,,,-58
264,111,2422,Vivo Y21T,,,-72
264,111,2447,Xiaomi,,,-62
264,111,2457,Xiaomi,,,-89
264,111,2412,Vivo Y21T,,,-66
264,111,2432,Xiaomi,,,-69
264,111,2412,Vivo Y21T,,,-66
264,111,2442,Xiaomi,,,-64
264,111,2417,Vivo Y21T,,,-70
264,111,2457,Xiaomi,,,-96
264,111,2412,Vivo Y21T,,,-66
264,111,2457,Xiaomi,,,-96
264,111,2427,Vivo Y21T,,,-80
264,111,2447,Xiaomi,,,-61
264,111,2417,Vivo Y21T,,,-70
264,111,2432,Xiaomi,,,-67
264,111,2427,Vivo Y21T,,,-80
264,111,2442,Xiaomi,,,-64
264,111,2417,Vivo Y21T,,,-70
264,111,2427,Vivo Y21T,,,-80
264,111,2437,Xiaomi,,,-60
265,111,2442,Xiaomi,,,-59
265,111,2447,Xiaomi,,,-62
265,111,2427,Vivo Y21T,,,-75
265,111,2427,Xiaomi,,,-85
265,111,2427,Vivo Y21T,,,-75
265,111,2442,Xiaomi,,,-59
265,111,2417,Vivo Y21T,,,-65
265,111,2412,Vivo Y21T,,,-61
265,111,2422,Vivo Y21T,,,-64
265,111,2417,Vivo Y21T,,,-61
265,111,2447,Xiaomi,,,-66
265,111,2417,Vivo Y21T,,,-61
265,111,2447,Xiaomi,,,-66
265,111,2427,Vivo Y21T,,,-84
265,111,2447,Xiaomi,,,-66
265,111,2437,Xiaomi,,,-60
265,111,2427,Vivo Y21T,,,-84
265,111,2427,Vivo Y21T,,,-84
265,111,2457,Xiaomi,,,-75
265,111,2417,Vivo Y21T,,,-62
265,111,2447,Xiaomi,,,-52
265,111,2427,Vivo Y21T,,,-80
265,111,2442,Xiaomi,,,-54
265,111,2457,Xiaomi,,,-75
265,111,2422,Vivo Y21T,,,-64
265,111,2417,Vivo Y21T,,,-61
265,111,2417,Vivo Y21T,,,-65
265,111,2437,Xiaomi,,,-58
265,111,2417,Vivo Y21T,,,-62
265,111,2457,Xiaomi,,,-85
265,111,2417,Vivo Y21T,,,-62
265,111,2437,Xiaomi,,,-56
265,111,2417,Vivo Y21T,,,-62
265,111,2447,Xiaomi,,,-58
265,111,2457,Xiaomi,,,-73
265,111,2457,Xiaomi,,,-73
265,111,2427,Vivo Y21T,,,-76
265,111,2442,Xiaomi,,,-59
265,111,2427,Xiaomi,,,-89
265,111,2427,Vivo Y21T,,,-76
265,111,2447,Xiaomi,,,-58
265,111,2417,Vivo Y21T,,,-62
265,111,2412,Vivo Y21T,,,-60
265,111,2412,Vivo Y21T,,,-61
265,111,2457,Xiaomi,,,-90
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2447,Xiaomi,,,-60
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-84,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2447,Xiaomi,,,-61
265,111,2417,Vivo Y21T,,,-65
265,111,2447,Xiaomi,,,-61
265,111,2427,Vivo Y21T,,,-72
265,111,2437,Xiaomi,,,-60
265,111,2427,Vivo Y21T,,,-72
265,111,2427,Vivo Y21T,,,-77
265,111,2457,Xiaomi,,,-83
265,111,2457,Xiaomi,,,-83
265,111,2427,Vivo Y21T,,,-74
265,111,2442,Xiaomi,,,-58
265,111,2427,Vivo Y21T,,,-74
265,111,2457,Xiaomi,,,-90
265,111,2427,Vivo Y21T,,,-74
265,111,2417,Vivo Y21T,,,-63
265,111,2432,Xiaomi,,,-65
265,111,2427,Vivo Y21T,,,-77
265,111,2442,Xiaomi,,,-61
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2412,Vivo Y21T,-85,,
265,111,2432,Xiaomi,,,-66
265,111,2412,Vivo Y21T,,,-60
265,111,2442,Xiaomi,,,-61
265,111,2412,Vivo Y21T,,,-60
265,111,2427,Vivo Y21T,,,-80
265,111,2427,Xiaomi,,,-74
265,111,2457,Xiaomi,,,-74
265,111,2412,Vivo Y21T,,,-57
265,111,2427,Vivo Y21T,,,-80
265,111,2432,Xiaomi,,,-67
265,111,2427,Vivo Y21T,,,-80
265,111,2447,Xiaomi,,,-63
265,111,2412,Vivo Y21T,,,-58
265,111,2457,Xiaomi,,,-81
265,111,2417,Vivo Y21T,,,-60
265,111,2457,Xiaomi,,,-81
265,111,2417,Vivo Y21T,,,-60
265,111,2442,Xiaomi,,,-61
265,111,2417,Vivo Y21T,,,-60
265,111,2442,Xiaomi,,,-61
265,111,2427,Xiaomi,,,-75
265,111,2427,Vivo Y21T,,,-76
265,111,2447,Xiaomi,,,-58
265,111,2412,Vivo Y21T,,,-60
265,111,2447,Xiaomi,,,-58
265,111,2417,Vivo Y21T,,,-56
265,111,2427,Xiaomi,,,-76
265,111,2417,Vivo Y21T,,,-56
265,111,2442,Xiaomi,,,-58
265,111,2412,Vivo Y21T,,,-60
265,111,2452,Xiaomi,,,-62
265,111,2417,Vivo Y21T,,,-57
265,111,2452,Xiaomi,,,-62
265,111,2457,Xiaomi,,,-80
265,111,2417,Vivo Y21T,,,-73
265,111,2447,Xiaomi,,,-62
265,111,2422,Vivo Y21T,,,-68
265,111,2457,Xiaomi,,,-81
265,111,2422,Vivo Y21T,,,-67
265,111,2457,Xiaomi,,,-81
265,111,2422,Vivo Y21T,,,-67
265,111,2442,Xiaomi,,,-63
265,111,2422,Vivo Y21T,,,-67
265,111,2452,Xiaomi,,,-66
265,111,2417,Vivo Y21T,,,-67
265,111,2452,Xiaomi,,,-66
265,111,2417,Vivo Y21T,,,-67
265,111,2442,Xiaomi,,,-63
265,111,2417,Vivo Y21T,,,-67
265,111,2417,Vivo Y21T,,,-57
265,111,2457,Xiaomi,,,-89
265,111,2412,Vivo Y21T,,,-64
265,111,2437,Xiaomi,,,-66
265,111,2412,Vivo Y21T,,,-64
265,111,2447,Xiaomi,,,-61
265,111,2417,Vivo Y21T,,,-61
265,111,2457,Xiaomi,,,-86
265,111,2427,Vivo Y21T,,,-83
265,111,2457,Xiaomi,,,-86
265,111,2427,Vivo Y21T,,,-83
265,111,2447,Xiaomi,,,-58
265,111,2427,Vivo Y21T,,,-83
265,111,2447,Xiaomi,,,-58
265,111,2457,Xiaomi,,,-89
265,111,2427,Vivo Y21T,,,-80
265,111,2437,Xiaomi,,,-60
265,111,2457,Xiaomi,,,-80
265,111,2427,Xiaomi,,,-72
265,111,2417,Vivo Y21T,,,-66
265,111,2447,Xiaomi,,,-54
265,111,2427,Vivo Y21T,,,-73
265,111,2457,Xiaomi,,,-80
265,111,2442,Xiaomi,,,-53
265,111,2427,Vivo Y21T,,,-73
265,111,2427,Vivo Y21T,,,-73
265,111,2457,Xiaomi,,,-72
265,111,2422,Vivo Y21T,,,-66
265,111,2457,Xiaomi,,,-72
265,111,2422,Vivo Y21T,,,-66
265,111,2437,Xiaomi,,,-53
265,111,2417,Vivo Y21T,,,-63
265,111,2427,Vivo Y21T,,,-78
265,111,2427,Xiaomi,,,-83
265,111,2427,Vivo Y21T,,,-78
265,111,2447,Xiaomi,,,-56
265,111,2427,Vivo Y21T,,,-78
265,111,2457,Xiaomi,,,-81
265,111,2417,Vivo Y21T,,,-61
265,111,2457,Xiaomi,,,-81
265,111,2437,Xiaomi,,,-53
265,111,2417,Vivo Y21T,,,-61
265,111,2457,Xiaomi,,,-72
265,111,2417,Vivo Y21T,,,-66
265,111,2417,Vivo Y21T,,,-57
265,111,2427,Vivo Y21T,,,-69
265,111,2437,Xiaomi,,,-54
265,111,2417,Vivo Y21T,,,-56
265,111,2437,Xiaomi,,,-58
265,111,2417,Vivo Y21T,,,-56
265,111,2457,Xiaomi,,,-86
265,111,2417,Vivo Y21T,,,-73
265,111,2457,Xiaomi,,,-86
265,111,2417,Vivo Y21T,,,-73
265,111,2437,Xiaomi,,,-60
265,111,2417,Vivo Y21T,,,-73
265,111,2447,Xiaomi,,,-61
265,111,2457,Xiaomi,,,-75
265,111,2457,Xiaomi,,,-80
265,111,2417,Vivo Y21T,,,-65
265,111,2457,Xiaomi,,,-77
265,111,2427,Vivo Y21T,,,-77
265,111,2447,Xiaomi,,,-55
265,111,2427,Vivo Y21T,,,-77
265,111,2447,Xiaomi,,,-55
265,111,2422,Vivo Y21T,,,-67
265,111,2422,Vivo Y21T,,,-67
265,111,2437,Xiaomi,,,-52
265,111,2457,Xiaomi,,,-67
265,111,2417,Vivo Y21T,,,-56
265,111,2427,Vivo Y21T,,,-69
265,111,2442,Xiaomi,,,-54
265,111,2417,Vivo Y21T,,,-56
266,111,2447,Xiaomi,,,-62
266,111,2412,Vivo Y21T,,,-66
266,111,2442,Xiaomi,,,-63
266,111,2417,Vivo Y21T,,,-63
266,111,2417,Vivo Y21T,,,-63
266,111,2452,Xiaomi,,,-66
266,111,2417,Vivo Y21T,,,-63
266,111,2452,Xiaomi,,,-66
266,111,2412,Vivo Y21T,,,-64
266,111,2442,Xiaomi,,,-66
266,111,2412,Vivo Y21T,,,-64
266,111,2447,Xiaomi,,,-62
266,111,2412,Vivo Y21T,,,-64
266,111,2447,Xiaomi,,,-62
266,111,2412,Vivo Y21T,,,-64
266,111,2447,Xiaomi,,,-62
266,111,2442,Xiaomi,,,-66
266,111,2422,Vivo Y21T,,,-62
266,111,2422,Vivo Y21T,,,-62
266,111,2457,Xiaomi,,,-84
266,111,2417,Vivo Y21T,,,-57
266,111,2447,Xiaomi,,,-60
266,111,2417,Vivo Y21T,,,-68
266,111,2437,Xiaomi,,,-61
266,111,2417,Vivo Y21T,,,-68
266,111,2442,Xiaomi,,,-62
266,111,2417,Vivo Y21T,,,-68
266,111,2442,Xiaomi,,,-62
266,111,2417,Vivo Y21T,,,-58
266,111,2417,Vivo Y21T,,,-58
266,111,2427,Xiaomi,,,-83
266,111,2417,Vivo Y21T,,,-63
266,111,2447,Xiaomi,,,-63
266,111,2422,Vivo Y21T,,,-67
266,111,2422,Vivo Y21T,,,-65
266,111,2452,Xiaomi,,,-69
266,111,2412,Vivo Y21T,,,-62
266,111,2442,Xiaomi,,,-65
266,111,2412,Vivo Y21T,,,-62
266,111,2452,Xiaomi,,,-69
266,111,2412,Vivo Y21T,,,-62
266,111,2452,Xiaomi,,,-69
266,111,2412,Vivo Y21T,,,-62
266,111,2422,Vivo Y21T,,,-68
266,111,2437,Xiaomi,,,-65
266,111,2422,Vivo Y21T,,,-68
266,111,2452,Xiaomi,,,-69
266,111,2422,Vivo Y21T,,,-68
266,111,2452,Xiaomi,,,-69
266,111,2422,Vivo Y21T,,,-70
266,111,2447,Xiaomi,,,-67
266,111,2422,Vivo Y21T,,,-70
266,111,2457,Xiaomi,,,-80
266,111,2422,Vivo Y21T,,,-70
266,111,2457,Xiaomi,,,-80
266,111,2412,Vivo Y21T,,,-63
266,111,2452,Xiaomi,,,-68
266,111,2422,Vivo Y21T,,,-67
266,111,2437,Xiaomi,,,-64
266,111,2422,Vivo Y21T,,,-67
266,111,2447,Xiaomi,,,-63
266,111,2452,Xiaomi,,,-67
266,111,2452,Xiaomi,,,-69
266,111,2417,Vivo Y21T,,,-58
266,111,2442,Xiaomi,,,-63
266,111,2452,Xiaomi,,,-65
266,111,2417,Vivo Y21T,,,-64
266,111,2437,Xiaomi,,,-63
266,111,2417,Vivo Y21T,,,-64
266,111,2417,Vivo Y21T,,,-64
266,111,2452,Xiaomi,,,-65
266,111,2442,Xiaomi,,,-64
266,111,2422,Vivo Y21T,,,-70
266,111,2457,Xiaomi,,,-84
266,111,2422,Vivo Y21T,,,-70
266,111,2412,Vivo Y21T,,,-60
266,111,2457,Xiaomi,,,-84
266,111,2452,Xiaomi,,,-65
266,111,2427,Xiaomi,,,-87
266,111,2447,Xiaomi,,,-63
266,111,2417,Vivo Y21T,,,-70
