"id","title","lat","lng"
"1","190","7.065858045113625","125.59647995969935"
"3","191","7.065851723246556","125.59648297709786"
"4","192","7.0658450686495256","125.59648632968593"
"5","194","7.065831093995501","125.59649320319296"
"6","193","7.065838081322558","125.59648934751749"
"7","195","7.065823940303387","125.5964963884461"
"8","196","7.0658156220566095","125.59650057939768"
"9","197","7.0658086347291835","125.59650443511644"
"10","198","7.065800815576967","125.59650845825675"
"11","199","7.065793329154496","125.59651248148364"
"12","200","7.065786840921581","125.59651549922862"
"13","201","7.065855799187175","125.59647560093647"
"14","202","7.065849643684986","125.59647845104337"
"15","203","7.065842989087942","125.59648180354483"
"16","204","7.065835752213561","125.59648549158221"
"17","205","7.065828598521523","125.59648901206818"
"18","206","7.065821943924174","125.59649186217507"
"19","207","7.065813542494886","125.59649630436721"
"20","208","7.065806971079805","125.59649907095823"
"21","209","7.065798985562594","125.59650376456418"
"22","210","7.065791332775155","125.59650753616077"
"23","211","7.065785010907171","125.59651013481059"
"24","220","7.065783014527779","125.59650477073905"
"25","230","7.06578800547622","125.59649739345164"
"26","219","7.065789669125688","125.59650242294002"
"27","218","7.065796989183267","125.59649940597453"
"28","217","7.065819614815087","125.59648767087704"
"29","216","7.065826019865059","125.5964844855806"
"30","215","7.0658335894694675","125.59648063059804"
"31","214","7.065840743161429","125.59647744473864"
"32","213","7.065847397758498","125.59647392405779"
"33","212","7.0658535532607125","125.59647115794314"
"34","221","7.065851224151766","125.59646654778811"
"35","222","7.065844902284608","125.59646923025697"
"36","223","7.065838580417362","125.59647224800199"
"37","224","7.065831593090293","125.59647627105565"
"38","225","7.065823607573514","125.5964799590064"
"39","226","7.065817285705975","125.59648264164854"
"40","227","7.065809965648701","125.59648700049802"
"41","228","7.065803144686155","125.59649052111389"
"42","229","7.065795325533837","125.59649471150249"
"43","331","7.065790001855573","125.59644139722819"
"44","232","7.065848895042832","125.59646185383573"
"45","239","7.0657790217689955","125.59649571689776"
"46","238","7.065786009096854","125.59649219675826"
"47","237","7.0657929964246105","125.59648917935975"
"48","236","7.065821611194301","125.59647526583358"
"49","235","7.065829596711104","125.5964714102014"
"50","234","7.065835918578478","125.59646755387632"
"51","233","7.065842905905484","125.59646453621797"
"52","240","7.065840244066639","125.59645984295852"
"53","241","7.065819947544948","125.5964702357389"
"54","242","7.065811629298105","125.5964735886734"
"55","243","7.065804974700515","125.59647627105565"
"56","244","7.065797321913165","125.59647928862738"
"57","245","7.065790334585472","125.59648331159447"
"58","246","7.065783347257677","125.59648565861396"
"59","247","7.065776359929782","125.59648934665137"
"60","248","7.06577003806158","125.5964926992394"
"61","249","7.065764381653139","125.59649571689776"
"62","250","7.065845235014469","125.59645213195404"
"63","251","7.06583758222778","125.59645481277722"
"64","252","7.065831925820152","125.59645816553852"
"65","253","7.0658249384929945","125.59646118311025"
"66","254","7.065817951165721","125.59646487140749"
"67","255","7.065809632918828","125.59646855944487"
"68","256","7.0658033110510985","125.59647157710324"
"69","257","7.065795325533837","125.59647459441517"
"70","258","7.065788670936005","125.59647861746886"
"71","259","7.065781683608197","125.59648096448836"
"72","260","7.065774363550364","125.59648431733623"
"73","261","7.0657680416821504","125.59648766983767"
"74","262","7.065762052543759","125.59649135813488"
"75","263","7.065842905905484","125.59644710038697"
"76","264","7.06583558584863","125.59645011804531"
"77","265","7.065822609383908","125.5964561531022"
"78","266","7.0658156220566095","125.59646017641575"
"79","267","7.065786341826753","125.59647358763404"
"80","268","7.065780019958704","125.59647593491336"
"81","269","7.0657723671709345","125.59647962295077"
"82","270","7.065766045302695","125.59648264060917"
"83","271","7.065760056164279","125.59648532316461"
"84","272","7.065755065215545","125.5964873349946"
"85","273","7.065750074266748","125.59648984965216"
"86","274","7.065746331055111","125.59649127563674"
"87","275","7.065840909526346","125.59644207081196"
"88","276","7.0658335894694675","125.59644575876274"
"89","277","7.065827933061777","125.5964487763345"
"90","278","7.065820613004694","125.59645212900915"
"91","279","7.065813625677345","125.59645581678672"
"92","280","7.065805640160274","125.59645984010024"
"93","281","7.065798985562594","125.59646252274231"
"94","282","7.065791332775155","125.59646520495131"
"95","283","7.065784345447374","125.5964685577992"
"96","284","7.065777690849401","125.59647124018149"
"97","285","7.065770370791505","125.59647459285614"
"98","286","7.065763716193316","125.59647794587724"
"99","287","7.065758059784785","125.59648062825946"
"100","288","7.065752736106102","125.59648230515977"
"101","289","7.0657480778872035","125.59648465226593"
"102","290","7.065838913147222","125.59643704097716"
"103","291","7.065831593090293","125.5964407288413"
"104","292","7.065818283895594","125.59644709882788"
"105","293","7.065811629298105","125.59645078669205"
"106","294","7.065796989183267","125.59645715711167"
"107","295","7.065789003665903","125.59646017477006"
"108","296","7.065782681797881","125.5964631923418"
"109","297","7.065775694469984","125.5964662100002"
"110","298","7.0657680416821504","125.59646989812423"
"111","299","7.065761719813848","125.59647325097208"
"112","300","7.065756063405279","125.59647593344094"
"113","301","7.0657504069966715","125.59647794570401"
"114","302","7.065836584038199","125.59643234633187"
"115","303","7.065829929440964","125.59643636921228"
"116","304","7.065823274843641","125.5964390513347"
"117","305","7.0658159547864825","125.59644206881983"
"118","306","7.065809632918828","125.59644508630497"
