"mac_address","ssid","signal_strength","source","channel","floorid","timestamp"
"7A:6B:C2:5A:7B:88","C8","2442","cap2","-66","130","2023-11-10 16:17:25"
"B6:6A:AD:C1:CF:19","C4","2447","cap2","-65","130","2023-11-10 16:17:25"
"1E:03:B6:E0:9E:3C","C2","2442","cap2","-62","130","2023-11-10 16:17:25"
"FE:47:AD:D7:13:E2","C1","2432","cap2","-54","130","2023-11-10 16:17:25"
"56:3A:A2:F8:0C:63","C3","2442","cap2","-71","130","2023-11-10 16:17:25"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-90","130","2023-11-10 16:17:25"
"F6:CE:87:F2:06:21","C5","2412","cap1","-58","130","2023-11-10 16:17:32"
"FE:47:AD:D7:13:E2","C1","2442","cap1","-60","130","2023-11-10 16:17:32"
"56:3A:A2:F8:0C:63","C3","2442","cap1","-61","130","2023-11-10 16:17:32"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-64","130","2023-11-10 16:17:32"
"1E:03:B6:E0:9E:3C","C2","2442","cap1","-70","130","2023-11-10 16:17:32"
"7A:6B:C2:5A:7B:88","C8","2447","cap1","-70","130","2023-11-10 16:17:32"
"F6:CE:87:F2:06:21","C5","2412","cap2","-66","130","2023-11-10 16:17:43"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-65","130","2023-11-10 16:17:43"
"52:39:94:90:76:D2","C10","2422","cap2","-56","130","2023-11-10 16:17:43"
"02:9D:2F:8D:49:90","C6","2417","cap2","-70","130","2023-11-10 16:17:43"
"B6:6A:AD:C1:CF:19","C4","2437","cap2","-65","130","2023-11-10 16:17:43"
"7A:6B:C2:5A:7B:88","C8","2437","cap2","-63","130","2023-11-10 16:17:43"
"FE:47:AD:D7:13:E2","C1","2437","cap2","-57","130","2023-11-10 16:17:43"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-89","130","2023-11-10 16:17:43"
"B6:6A:AD:C1:CF:19","C4","2437","cap3","-92","130","2023-11-10 16:17:43"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-64","130","2023-11-10 16:17:48"
"02:9D:2F:8D:49:90","C6","2417","cap1","-66","130","2023-11-10 16:17:48"
"52:39:94:90:76:D2","C10","2422","cap1","-64","130","2023-11-10 16:17:48"
"FE:47:AD:D7:13:E2","C1","2442","cap1","-58","130","2023-11-10 16:17:48"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-66","130","2023-11-10 16:17:48"
"52:39:94:90:76:D2","C10","2427","cap2","-66","130","2023-11-10 16:18:00"
"02:9D:2F:8D:49:90","C6","2412","cap2","-72","130","2023-11-10 16:18:00"
"F6:CE:87:F2:06:21","C5","2417","cap2","-62","130","2023-11-10 16:18:00"
"FE:47:AD:D7:13:E2","C1","2437","cap2","-58","130","2023-11-10 16:18:00"
"56:3A:A2:F8:0C:63","C3","2437","cap2","-69","130","2023-11-10 16:18:00"
"02:9D:2F:8D:49:90","C6","2412","cap1","-68","130","2023-11-10 16:18:04"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-68","130","2023-11-10 16:18:04"
"52:39:94:90:76:D2","C10","2417","cap1","-62","130","2023-11-10 16:18:04"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-61","130","2023-11-10 16:18:04"
"F6:CE:87:F2:06:21","C5","2412","cap3","-94","130","2023-11-10 16:18:08"
"02:9D:2F:8D:49:90","C6","2412","cap2","-78","130","2023-11-10 16:18:16"
"F6:CE:87:F2:06:21","C5","2412","cap2","-65","130","2023-11-10 16:18:16"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-65","130","2023-11-10 16:18:16"
"52:39:94:90:76:D2","C10","2422","cap2","-62","130","2023-11-10 16:18:16"
"7A:6B:C2:5A:7B:88","C8","2442","cap2","-60","130","2023-11-10 16:18:16"
"FE:47:AD:D7:13:E2","C1","2437","cap2","-72","130","2023-11-10 16:18:16"
"02:9D:2F:8D:49:90","C6","2417","cap1","-64","130","2023-11-10 16:18:20"
"52:39:94:90:76:D2","C10","2427","cap1","-67","130","2023-11-10 16:18:20"
"7A:6B:C2:5A:7B:88","C8","2437","cap1","-65","130","2023-11-10 16:18:20"
"B6:6A:AD:C1:CF:19","C4","2442","cap1","-65","130","2023-11-10 16:18:20"
"52:39:94:90:76:D2","C10","2422","cap3","-89","130","2023-11-10 16:18:23"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-90","130","2023-11-10 16:18:23"
"52:39:94:90:76:D2","C10","2427","cap1","-77","137","2023-11-10 16:20:26"
"02:9D:2F:8D:49:90","C6","2417","cap1","-65","137","2023-11-10 16:20:26"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-71","137","2023-11-10 16:20:26"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-76","137","2023-11-10 16:20:26"
"02:9D:2F:8D:49:90","C6","2422","cap2","-76","137","2023-11-10 16:20:26"
"52:39:94:90:76:D2","C10","2422","cap2","-69","137","2023-11-10 16:20:26"
"7A:6B:C2:5A:7B:88","C8","2437","cap2","-65","137","2023-11-10 16:20:26"
"52:39:94:90:76:D2","C10","2422","cap3","-84","137","2023-11-10 16:20:27"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-89","137","2023-11-10 16:20:27"
"52:39:94:90:76:D2","C10","2422","cap1","-70","137","2023-11-10 16:20:43"
"1E:03:B6:E0:9E:3C","C2","2442","cap1","-69","137","2023-11-10 16:20:43"
"7A:6B:C2:5A:7B:88","C8","2442","cap1","-69","137","2023-11-10 16:20:43"
"02:9D:2F:8D:49:90","C6","2412","cap2","-76","137","2023-11-10 16:20:44"
"F6:CE:87:F2:06:21","C5","2412","cap2","-73","137","2023-11-10 16:20:44"
"52:39:94:90:76:D2","C10","2422","cap2","-70","137","2023-11-10 16:20:44"
"7A:6B:C2:5A:7B:88","C8","2432","cap2","-68","137","2023-11-10 16:20:44"
"52:39:94:90:76:D2","C10","2427","cap3","-87","137","2023-11-10 16:20:44"
"FE:47:AD:D7:13:E2","C1","2432","cap3","-87","137","2023-11-10 16:20:44"
"B6:6A:AD:C1:CF:19","C4","2437","cap3","-90","137","2023-11-10 16:20:44"
"02:9D:2F:8D:49:90","C6","2412","cap2","-77","137","2023-11-10 16:21:02"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-76","137","2023-11-10 16:21:02"
"F6:CE:87:F2:06:21","C5","2417","cap2","-68","137","2023-11-10 16:21:02"
"52:39:94:90:76:D2","C10","2417","cap2","-73","137","2023-11-10 16:21:02"
"02:9D:2F:8D:49:90","C6","2412","cap3","-89","137","2023-11-10 16:21:02"
"52:39:94:90:76:D2","C10","2427","cap3","-84","137","2023-11-10 16:21:02"
"7A:6B:C2:5A:7B:88","C8","2437","cap3","-89","137","2023-11-10 16:21:02"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-86","137","2023-11-10 16:21:02"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-71","137","2023-11-10 16:21:02"
"02:9D:2F:8D:49:90","C6","2412","cap1","-74","137","2023-11-10 16:21:02"
"F6:CE:87:F2:06:21","C5","2417","cap1","-64","137","2023-11-10 16:21:02"
"52:39:94:90:76:D2","C10","2422","cap1","-57","137","2023-11-10 16:21:02"
"F6:CE:87:F2:06:21","C5","2412","cap2","-70","137","2023-11-10 16:21:19"
"02:9D:2F:8D:49:90","C6","2412","cap2","-74","137","2023-11-10 16:21:19"
"52:39:94:90:76:D2","C10","2412","cap2","-73","137","2023-11-10 16:21:19"
"02:9D:2F:8D:49:90","C6","2417","cap1","-62","137","2023-11-10 16:21:19"
"52:39:94:90:76:D2","C10","2422","cap1","-58","137","2023-11-10 16:21:19"
"1E:03:B6:E0:9E:3C","C2","2442","cap1","-61","137","2023-11-10 16:21:19"
"7A:6B:C2:5A:7B:88","C8","2442","cap1","-56","137","2023-11-10 16:21:19"
"FE:47:AD:D7:13:E2","C1","2442","cap1","-55","137","2023-11-10 16:21:19"
"02:9D:2F:8D:49:90","C6","2412","cap3","-89","137","2023-11-10 16:21:24"
"52:39:94:90:76:D2","C10","2422","cap3","-88","137","2023-11-10 16:21:24"
"1E:03:B6:E0:9E:3C","C2","2437","cap3","-88","137","2023-11-10 16:21:24"
"02:9D:2F:8D:49:90","C6","2412","cap1","-68","137","2023-11-10 16:21:37"
"F6:CE:87:F2:06:21","C5","2417","cap1","-66","137","2023-11-10 16:21:37"
"52:39:94:90:76:D2","C10","2422","cap1","-61","137","2023-11-10 16:21:37"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-70","137","2023-11-10 16:21:37"
"FE:47:AD:D7:13:E2","C1","2432","cap1","-55","137","2023-11-10 16:21:37"
"1E:03:B6:E0:9E:3C","C2","2442","cap1","-64","137","2023-11-10 16:21:37"
"F6:CE:87:F2:06:21","C5","2417","cap2","-79","137","2023-11-10 16:21:37"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-74","137","2023-11-10 16:21:37"
"52:39:94:90:76:D2","C10","2417","cap2","-68","137","2023-11-10 16:21:37"
"7A:6B:C2:5A:7B:88","C8","2432","cap2","-72","137","2023-11-10 16:21:37"
"FE:47:AD:D7:13:E2","C1","2442","cap2","-70","137","2023-11-10 16:21:37"
"F6:CE:87:F2:06:21","C5","2412","cap3","-88","137","2023-11-10 16:21:42"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-88","137","2023-11-10 16:21:42"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-89","137","2023-11-10 16:21:42"
"02:9D:2F:8D:49:90","C6","2422","cap2","-72","137","2023-11-10 16:21:55"
"F6:CE:87:F2:06:21","C5","2412","cap2","-73","137","2023-11-10 16:21:55"
"52:39:94:90:76:D2","C10","2417","cap2","-73","137","2023-11-10 16:21:55"
"7A:6B:C2:5A:7B:88","C8","2442","cap2","-70","137","2023-11-10 16:21:55"
"B6:6A:AD:C1:CF:19","C4","2437","cap2","-71","137","2023-11-10 16:21:55"
"F6:CE:87:F2:06:21","C5","2427","cap1","-78","137","2023-11-10 16:21:55"
"52:39:94:90:76:D2","C10","2422","cap1","-56","137","2023-11-10 16:21:55"
"02:9D:2F:8D:49:90","C6","2417","cap1","-76","137","2023-11-10 16:21:55"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-71","137","2023-11-10 16:21:55"
"FE:47:AD:D7:13:E2","C1","2447","cap1","-60","137","2023-11-10 16:21:55"
"F6:CE:87:F2:06:21","C5","2412","cap3","-87","137","2023-11-10 16:21:59"
"52:39:94:90:76:D2","C10","2422","cap3","-88","137","2023-11-10 16:21:59"
"FE:47:AD:D7:13:E2","C1","2442","cap3","-85","137","2023-11-10 16:21:59"
"F6:CE:87:F2:06:21","C5","2417","cap2","-69","137","2023-11-10 16:22:12"
"52:39:94:90:76:D2","C10","2412","cap2","-74","137","2023-11-10 16:22:12"
"B6:6A:AD:C1:CF:19","C4","2437","cap2","-74","137","2023-11-10 16:22:12"
"F6:CE:87:F2:06:21","C5","2417","cap1","-59","137","2023-11-10 16:22:12"
"02:9D:2F:8D:49:90","C6","2417","cap1","-67","137","2023-11-10 16:22:12"
"52:39:94:90:76:D2","C10","2432","cap1","-72","137","2023-11-10 16:22:12"
"FE:47:AD:D7:13:E2","C1","2442","cap1","-61","137","2023-11-10 16:22:12"
"F6:CE:87:F2:06:21","C5","2417","cap3","-83","137","2023-11-10 16:22:14"
"52:39:94:90:76:D2","C10","2422","cap3","-88","137","2023-11-10 16:22:14"
"7A:6B:C2:5A:7B:88","C8","2437","cap3","-87","137","2023-11-10 16:22:14"
"52:39:94:90:76:D2","C10","2422","cap2","-84","137","2023-11-10 16:22:29"
"56:3A:A2:F8:0C:63","C3","2447","cap2","-76","137","2023-11-10 16:22:29"
"F6:CE:87:F2:06:21","C5","2417","cap1","-52","137","2023-11-10 16:22:29"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-70","137","2023-11-10 16:22:29"
"52:39:94:90:76:D2","C10","2427","cap1","-60","137","2023-11-10 16:22:29"
"1E:03:B6:E0:9E:3C","C2","2437","cap1","-68","137","2023-11-10 16:22:29"
"56:3A:A2:F8:0C:63","C3","2442","cap1","-69","137","2023-11-10 16:22:29"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-65","137","2023-11-10 16:22:29"
"52:39:94:90:76:D2","C10","2422","cap3","-88","137","2023-11-10 16:22:30"
"B6:6A:AD:C1:CF:19","C4","2437","cap3","-91","137","2023-11-10 16:22:30"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-75","137","2023-11-10 16:22:46"
"52:39:94:90:76:D2","C10","2417","cap2","-69","137","2023-11-10 16:22:46"
"F6:CE:87:F2:06:21","C5","2417","cap2","-66","137","2023-11-10 16:22:46"
"7A:6B:C2:5A:7B:88","C8","2432","cap2","-70","137","2023-11-10 16:22:46"
"56:3A:A2:F8:0C:63","C3","2437","cap2","-79","137","2023-11-10 16:22:46"
"B6:6A:AD:C1:CF:19","C4","2447","cap2","-78","137","2023-11-10 16:22:46"
"52:39:94:90:76:D2","C10","2427","cap3","-88","137","2023-11-10 16:22:48"
"02:9D:2F:8D:49:90","C6","2417","cap1","-68","137","2023-11-10 16:22:48"
"F6:CE:87:F2:06:21","C5","2417","cap1","-65","137","2023-11-10 16:22:48"
"52:39:94:90:76:D2","C10","2427","cap1","-68","137","2023-11-10 16:22:48"
"56:3A:A2:F8:0C:63","C3","2437","cap1","-67","137","2023-11-10 16:22:48"
"B6:6A:AD:C1:CF:19","C4","2447","cap1","-65","137","2023-11-10 16:22:48"
"7A:6B:C2:5A:7B:88","C8","2442","cap1","-60","137","2023-11-10 16:22:48"
"02:9D:2F:8D:49:90","C6","2412","cap2","-87","137","2023-11-10 16:23:01"
"F6:CE:87:F2:06:21","C5","2412","cap2","-74","137","2023-11-10 16:23:01"
"52:39:94:90:76:D2","C10","2422","cap2","-68","137","2023-11-10 16:23:01"
"F6:CE:87:F2:06:21","C5","2417","cap1","-59","137","2023-11-10 16:23:05"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-70","137","2023-11-10 16:23:05"
"52:39:94:90:76:D2","C10","2422","cap1","-56","137","2023-11-10 16:23:05"
"7A:6B:C2:5A:7B:88","C8","2442","cap1","-59","137","2023-11-10 16:23:05"
"B6:6A:AD:C1:CF:19","C4","2442","cap1","-66","137","2023-11-10 16:23:05"
"02:9D:2F:8D:49:90","C6","2412","cap3","-87","137","2023-11-10 16:23:05"
"F6:CE:87:F2:06:21","C5","2412","cap3","-87","137","2023-11-10 16:23:05"
"52:39:94:90:76:D2","C10","2422","cap3","-84","137","2023-11-10 16:23:05"
"FE:47:AD:D7:13:E2","C1","2442","cap3","-88","137","2023-11-10 16:23:05"
"02:9D:2F:8D:49:90","C6","2412","cap1","-64","137","2023-11-10 16:23:21"
"52:39:94:90:76:D2","C10","2427","cap1","-69","137","2023-11-10 16:23:21"
"F6:CE:87:F2:06:21","C5","2412","cap1","-65","137","2023-11-10 16:23:21"
"7A:6B:C2:5A:7B:88","C8","2437","cap1","-65","137","2023-11-10 16:23:21"
"FE:47:AD:D7:13:E2","C1","2452","cap1","-75","137","2023-11-10 16:23:21"
"56:3A:A2:F8:0C:63","C3","2432","cap1","-60","137","2023-11-10 16:23:21"
"02:9D:2F:8D:49:90","C6","2412","cap3","-88","137","2023-11-10 16:23:22"
"F6:CE:87:F2:06:21","C5","2412","cap3","-85","137","2023-11-10 16:23:22"
"1E:03:B6:E0:9E:3C","C2","2437","cap3","-90","137","2023-11-10 16:23:22"
"7A:6B:C2:5A:7B:88","C8","2437","cap3","-91","137","2023-11-10 16:23:22"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-90","137","2023-11-10 16:23:22"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-55","138","2023-11-10 16:24:44"
"02:9D:2F:8D:49:90","C6","2422","cap1","-65","138","2023-11-10 16:24:44"
"F6:CE:87:F2:06:21","C5","2422","cap1","-65","138","2023-11-10 16:24:44"
"52:39:94:90:76:D2","C10","2432","cap1","-46","138","2023-11-10 16:24:44"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-73","138","2023-11-10 16:24:44"
"52:39:94:90:76:D2","C10","2417","cap2","-68","138","2023-11-10 16:24:44"
"02:9D:2F:8D:49:90","C6","2417","cap2","-71","138","2023-11-10 16:24:44"
"F6:CE:87:F2:06:21","C5","2417","cap2","-66","138","2023-11-10 16:24:44"
"02:9D:2F:8D:49:90","C6","2412","cap3","-92","138","2023-11-10 16:24:46"
"52:39:94:90:76:D2","C10","2417","cap3","-82","138","2023-11-10 16:24:46"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-89","138","2023-11-10 16:24:46"
"02:9D:2F:8D:49:90","C6","2422","cap1","-58","138","2023-11-10 16:25:01"
"52:39:94:90:76:D2","C10","2427","cap1","-40","138","2023-11-10 16:25:01"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-50","138","2023-11-10 16:25:01"
"F6:CE:87:F2:06:21","C5","2417","cap1","-57","138","2023-11-10 16:25:01"
"56:3A:A2:F8:0C:63","C3","2447","cap1","-55","138","2023-11-10 16:25:01"
"7A:6B:C2:5A:7B:88","C8","2452","cap1","-62","138","2023-11-10 16:25:01"
"B6:6A:AD:C1:CF:19","C4","2452","cap1","-67","138","2023-11-10 16:25:01"
"F6:CE:87:F2:06:21","C5","2412","cap2","-80","138","2023-11-10 16:25:01"
"52:39:94:90:76:D2","C10","2422","cap2","-64","138","2023-11-10 16:25:01"
"1E:03:B6:E0:9E:3C","C2","2437","cap2","-74","138","2023-11-10 16:25:01"
"F6:CE:87:F2:06:21","C5","2412","cap3","-90","138","2023-11-10 16:25:02"
"52:39:94:90:76:D2","C10","2427","cap3","-78","138","2023-11-10 16:25:02"
"B6:6A:AD:C1:CF:19","C4","2432","cap3","-86","138","2023-11-10 16:25:02"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-83","138","2023-11-10 16:25:02"
"02:9D:2F:8D:49:90","C6","2422","cap2","-78","138","2023-11-10 16:25:20"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-64","138","2023-11-10 16:25:20"
"F6:CE:87:F2:06:21","C5","2417","cap2","-70","138","2023-11-10 16:25:20"
"52:39:94:90:76:D2","C10","2412","cap2","-72","138","2023-11-10 16:25:20"
"7A:6B:C2:5A:7B:88","C8","2427","cap2","-70","138","2023-11-10 16:25:20"
"F6:CE:87:F2:06:21","C5","2412","cap1","-52","138","2023-11-10 16:25:20"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-51","138","2023-11-10 16:25:20"
"02:9D:2F:8D:49:90","C6","2417","cap1","-57","138","2023-11-10 16:25:20"
"52:39:94:90:76:D2","C10","2432","cap1","-45","138","2023-11-10 16:25:20"
"B6:6A:AD:C1:CF:19","C4","2447","cap1","-52","138","2023-11-10 16:25:20"
"52:39:94:90:76:D2","C10","2427","cap3","-80","138","2023-11-10 16:25:20"
"02:9D:2F:8D:49:90","C6","2417","cap3","-87","138","2023-11-10 16:25:20"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-52","138","2023-11-10 16:25:39"
"02:9D:2F:8D:49:90","C6","2417","cap1","-51","138","2023-11-10 16:25:39"
"F6:CE:87:F2:06:21","C5","2417","cap1","-56","138","2023-11-10 16:25:39"
"52:39:94:90:76:D2","C10","2432","cap1","-48","138","2023-11-10 16:25:39"
"FE:47:AD:D7:13:E2","C1","2452","cap1","-60","138","2023-11-10 16:25:39"
"02:9D:2F:8D:49:90","C6","2417","cap2","-70","138","2023-11-10 16:25:39"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-68","138","2023-11-10 16:25:39"
"52:39:94:90:76:D2","C10","2422","cap2","-59","138","2023-11-10 16:25:39"
"F6:CE:87:F2:06:21","C5","2417","cap2","-65","138","2023-11-10 16:25:39"
"52:39:94:90:76:D2","C10","2427","cap3","-81","138","2023-11-10 16:25:39"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-87","138","2023-11-10 16:25:39"
"F6:CE:87:F2:06:21","C5","2412","cap3","-94","138","2023-11-10 16:25:56"
"52:39:94:90:76:D2","C10","2427","cap3","-80","138","2023-11-10 16:25:56"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-67","138","2023-11-10 16:25:57"
"52:39:94:90:76:D2","C10","2417","cap2","-57","138","2023-11-10 16:25:57"
"02:9D:2F:8D:49:90","C6","2422","cap2","-68","138","2023-11-10 16:25:57"
"FE:47:AD:D7:13:E2","C1","2427","cap2","-70","138","2023-11-10 16:25:57"
"56:3A:A2:F8:0C:63","C3","2432","cap2","-73","138","2023-11-10 16:25:57"
"B6:6A:AD:C1:CF:19","C4","2442","cap2","-68","138","2023-11-10 16:25:57"
"1E:03:B6:E0:9E:3C","C2","2437","cap2","-68","138","2023-11-10 16:25:57"
"F6:CE:87:F2:06:21","C5","2422","cap1","-62","138","2023-11-10 16:25:57"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-53","138","2023-11-10 16:25:57"
"02:9D:2F:8D:49:90","C6","2422","cap1","-60","138","2023-11-10 16:25:57"
"52:39:94:90:76:D2","C10","2437","cap1","-60","138","2023-11-10 16:25:57"
"7A:6B:C2:5A:7B:88","C8","2452","cap1","-62","138","2023-11-10 16:25:57"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-51","138","2023-11-10 16:25:57"
"FE:47:AD:D7:13:E2","C1","2437","cap1","-45","138","2023-11-10 16:25:57"
"56:3A:A2:F8:0C:63","C3","2442","cap1","-52","138","2023-11-10 16:25:57"
"02:9D:2F:8D:49:90","C6","2412","cap3","-93","138","2023-11-10 16:26:13"
"F6:CE:87:F2:06:21","C5","2412","cap3","-90","138","2023-11-10 16:26:13"
"52:39:94:90:76:D2","C10","2427","cap3","-80","138","2023-11-10 16:26:13"
"FE:47:AD:D7:13:E2","C1","2442","cap3","-85","138","2023-11-10 16:26:13"
"F6:CE:87:F2:06:21","C5","2417","cap2","-66","138","2023-11-10 16:26:15"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-70","138","2023-11-10 16:26:15"
"52:39:94:90:76:D2","C10","2422","cap2","-64","138","2023-11-10 16:26:15"
"02:9D:2F:8D:49:90","C6","2417","cap2","-74","138","2023-11-10 16:26:15"
"FE:47:AD:D7:13:E2","C1","2447","cap2","-71","138","2023-11-10 16:26:15"
