"mac_address","ssid","signal_strength","source","channel","floorid","timestamp"
"02:9D:2F:8D:49:90","C6","2417","cap2","-69","107","2023-11-10 15:16:08"
"7A:6B:C2:5A:7B:88","C8","2427","cap2","-73","107","2023-11-10 15:16:08"
"52:39:94:90:76:D2","C10","2427","cap2","-75","107","2023-11-10 15:16:08"
"FE:47:AD:D7:13:E2","C1","2442","cap2","-66","107","2023-11-10 15:16:08"
"B6:6A:AD:C1:CF:19","C4","2432","cap2","-79","107","2023-11-10 15:16:08"
"02:9D:2F:8D:49:90","C6","2417","cap1","-68","107","2023-11-10 15:16:11"
"F6:CE:87:F2:06:21","C5","2417","cap1","-66","107","2023-11-10 15:16:11"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-59","107","2023-11-10 15:16:11"
"52:39:94:90:76:D2","C10","2442","cap1","-59","107","2023-11-10 15:16:11"
"7A:6B:C2:5A:7B:88","C8","2442","cap1","-59","107","2023-11-10 15:16:11"
"F6:CE:87:F2:06:21","C5","2412","cap3","-92","107","2023-11-10 15:16:23"
"F6:CE:87:F2:06:21","C5","2417","cap2","-71","107","2023-11-10 15:16:24"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-70","107","2023-11-10 15:16:24"
"02:9D:2F:8D:49:90","C6","2417","cap2","-70","107","2023-11-10 15:16:24"
"7A:6B:C2:5A:7B:88","C8","2447","cap2","-72","107","2023-11-10 15:16:24"
"B6:6A:AD:C1:CF:19","C4","2437","cap2","-72","107","2023-11-10 15:16:24"
"FE:47:AD:D7:13:E2","C1","2442","cap2","-74","107","2023-11-10 15:16:24"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-60","107","2023-11-10 15:16:26"
"F6:CE:87:F2:06:21","C5","2422","cap1","-65","107","2023-11-10 15:16:26"
"02:9D:2F:8D:49:90","C6","2417","cap1","-76","107","2023-11-10 15:16:26"
"1E:03:B6:E0:9E:3C","C2","2442","cap1","-68","107","2023-11-10 15:16:26"
"52:39:94:90:76:D2","C10","2447","cap1","-62","107","2023-11-10 15:16:26"
"7A:6B:C2:5A:7B:88","C8","2447","cap1","-69","107","2023-11-10 15:16:26"
"B6:6A:AD:C1:CF:19","C4","2442","cap1","-63","107","2023-11-10 15:16:26"
"56:3A:A2:F8:0C:63","C3","2437","cap1","-65","107","2023-11-10 15:16:26"
"F6:CE:87:F2:06:21","C5","2417","cap3","-86","107","2023-11-10 15:16:38"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-88","107","2023-11-10 15:16:38"
"56:DE:9D:83:4D:C6","C9","2462","cap3","-94","107","2023-11-10 15:16:38"
"02:9D:2F:8D:49:90","C6","2417","cap2","-72","107","2023-11-10 15:16:39"
"F6:CE:87:F2:06:21","C5","2417","cap2","-72","107","2023-11-10 15:16:39"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-68","107","2023-11-10 15:16:39"
"1E:03:B6:E0:9E:3C","C2","2442","cap2","-72","107","2023-11-10 15:16:39"
"7A:6B:C2:5A:7B:88","C8","2442","cap2","-66","107","2023-11-10 15:16:39"
"56:3A:A2:F8:0C:63","C3","2437","cap2","-74","107","2023-11-10 15:16:39"
"52:39:94:90:76:D2","C10","2442","cap2","-66","107","2023-11-10 15:16:39"
"02:9D:2F:8D:49:90","C6","2422","cap1","-64","107","2023-11-10 15:16:41"
"F6:CE:87:F2:06:21","C5","2417","cap1","-66","107","2023-11-10 15:16:41"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-59","107","2023-11-10 15:16:41"
"52:39:94:90:76:D2","C10","2447","cap1","-64","107","2023-11-10 15:16:41"
"FE:47:AD:D7:13:E2","C1","2452","cap1","-70","107","2023-11-10 15:16:41"
"1E:03:B6:E0:9E:3C","C2","2447","cap1","-71","107","2023-11-10 15:16:41"
"02:9D:2F:8D:49:90","C6","2412","cap3","-91","107","2023-11-10 15:16:56"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-89","107","2023-11-10 15:16:56"
"F6:CE:87:F2:06:21","C5","2417","cap2","-68","107","2023-11-10 15:16:56"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-68","107","2023-11-10 15:16:56"
"02:9D:2F:8D:49:90","C6","2417","cap2","-64","107","2023-11-10 15:16:56"
"FE:47:AD:D7:13:E2","C1","2432","cap2","-70","107","2023-11-10 15:16:56"
"F6:CE:87:F2:06:21","C5","2417","cap1","-58","107","2023-11-10 15:16:57"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-64","107","2023-11-10 15:16:57"
"02:9D:2F:8D:49:90","C6","2417","cap1","-65","107","2023-11-10 15:16:57"
"FE:47:AD:D7:13:E2","C1","2447","cap1","-60","107","2023-11-10 15:16:57"
"7A:6B:C2:5A:7B:88","C8","2447","cap1","-58","107","2023-11-10 15:16:57"
"F6:CE:87:F2:06:21","C5","2417","cap3","-92","107","2023-11-10 15:17:14"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-89","107","2023-11-10 15:17:14"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-86","107","2023-11-10 15:17:14"
"F6:CE:87:F2:06:21","C5","2417","cap2","-67","107","2023-11-10 15:17:15"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-67","107","2023-11-10 15:17:15"
"02:9D:2F:8D:49:90","C6","2417","cap2","-65","107","2023-11-10 15:17:15"
"7A:6B:C2:5A:7B:88","C8","2442","cap2","-65","107","2023-11-10 15:17:15"
"56:DE:9D:83:4D:C6","C9","2462","cap2","-66","107","2023-11-10 15:17:15"
"F6:CE:87:F2:06:21","C5","2422","cap1","-61","107","2023-11-10 15:17:15"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-58","107","2023-11-10 15:17:15"
"02:9D:2F:8D:49:90","C6","2412","cap1","-61","107","2023-11-10 15:17:15"
"1E:03:B6:E0:9E:3C","C2","2437","cap1","-57","107","2023-11-10 15:17:15"
"7A:6B:C2:5A:7B:88","C8","2447","cap1","-63","107","2023-11-10 15:17:15"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-60","107","2023-11-10 15:17:15"
"56:3A:A2:F8:0C:63","C3","2442","cap1","-55","107","2023-11-10 15:17:15"
"FE:47:AD:D7:13:E2","C1","2437","cap1","-59","107","2023-11-10 15:17:15"
"02:9D:2F:8D:49:90","C6","2412","cap3","-87","107","2023-11-10 15:17:31"
"F6:CE:87:F2:06:21","C5","2412","cap3","-92","107","2023-11-10 15:17:31"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-90","107","2023-11-10 15:17:31"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-57","107","2023-11-10 15:17:33"
"02:9D:2F:8D:49:90","C6","2417","cap1","-52","107","2023-11-10 15:17:33"
"FE:47:AD:D7:13:E2","C1","2452","cap1","-71","107","2023-11-10 15:17:33"
"7A:6B:C2:5A:7B:88","C8","2447","cap1","-65","107","2023-11-10 15:17:33"
"56:3A:A2:F8:0C:63","C3","2437","cap1","-58","107","2023-11-10 15:17:33"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-67","107","2023-11-10 15:17:33"
"1E:03:B6:E0:9E:3C","C2","2447","cap1","-60","107","2023-11-10 15:17:33"
"52:39:94:90:76:D2","C10","2452","cap1","-74","107","2023-11-10 15:17:33"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-67","107","2023-11-10 15:17:33"
"02:9D:2F:8D:49:90","C6","2417","cap2","-67","107","2023-11-10 15:17:33"
"F6:CE:87:F2:06:21","C5","2412","cap2","-77","107","2023-11-10 15:17:33"
"56:3A:A2:F8:0C:63","C3","2427","cap2","-76","107","2023-11-10 15:17:33"
"7A:6B:C2:5A:7B:88","C8","2437","cap2","-66","107","2023-11-10 15:17:33"
"B6:6A:AD:C1:CF:19","C4","2432","cap2","-71","107","2023-11-10 15:17:33"
"FE:47:AD:D7:13:E2","C1","2437","cap2","-69","107","2023-11-10 15:17:33"
"F6:CE:87:F2:06:21","C5","2412","cap3","-90","107","2023-11-10 15:17:46"
"7A:6B:C2:5A:7B:88","C8","2437","cap3","-89","107","2023-11-10 15:17:46"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-57","107","2023-11-10 15:17:49"
"02:9D:2F:8D:49:90","C6","2422","cap1","-65","107","2023-11-10 15:17:49"
"F6:CE:87:F2:06:21","C5","2417","cap1","-61","107","2023-11-10 15:17:49"
"56:3A:A2:F8:0C:63","C3","2442","cap1","-53","107","2023-11-10 15:17:49"
"FE:47:AD:D7:13:E2","C1","2452","cap1","-68","107","2023-11-10 15:17:49"
"52:39:94:90:76:D2","C10","2447","cap1","-62","107","2023-11-10 15:17:49"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-63","107","2023-11-10 15:17:49"
"02:9D:2F:8D:49:90","C6","2422","cap2","-68","107","2023-11-10 15:17:50"
"F6:CE:87:F2:06:21","C5","2422","cap2","-77","107","2023-11-10 15:17:50"
"FE:47:AD:D7:13:E2","C1","2437","cap2","-69","107","2023-11-10 15:17:50"
"B6:6A:AD:C1:CF:19","C4","2432","cap2","-70","107","2023-11-10 15:17:50"
"56:3A:A2:F8:0C:63","C3","2427","cap2","-78","107","2023-11-10 15:17:50"
"02:9D:2F:8D:49:90","C6","2412","cap3","-89","107","2023-11-10 15:18:02"
"F6:CE:87:F2:06:21","C5","2417","cap3","-86","107","2023-11-10 15:18:02"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-57","107","2023-11-10 15:18:04"
"02:9D:2F:8D:49:90","C6","2417","cap1","-57","107","2023-11-10 15:18:04"
"F6:CE:87:F2:06:21","C5","2427","cap1","-75","107","2023-11-10 15:18:04"
"56:3A:A2:F8:0C:63","C3","2437","cap1","-53","107","2023-11-10 15:18:04"
"1E:03:B6:E0:9E:3C","C2","2437","cap1","-55","107","2023-11-10 15:18:04"
"52:39:94:90:76:D2","C10","2447","cap1","-63","107","2023-11-10 15:18:04"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-59","107","2023-11-10 15:18:04"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-64","107","2023-11-10 15:18:06"
"02:9D:2F:8D:49:90","C6","2422","cap2","-66","107","2023-11-10 15:18:06"
"B6:6A:AD:C1:CF:19","C4","2427","cap2","-77","107","2023-11-10 15:18:06"
"56:3A:A2:F8:0C:63","C3","2437","cap2","-74","107","2023-11-10 15:18:06"
"F6:CE:87:F2:06:21","C5","2417","cap3","-87","107","2023-11-10 15:18:18"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-88","107","2023-11-10 15:18:18"
"7A:6B:C2:5A:7B:88","C8","2437","cap3","-89","107","2023-11-10 15:18:18"
"56:DE:9D:83:4D:C6","C9","2462","cap3","-85","107","2023-11-10 15:18:18"
"F6:CE:87:F2:06:21","C5","2417","cap1","-64","107","2023-11-10 15:18:19"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-58","107","2023-11-10 15:18:19"
"02:9D:2F:8D:49:90","C6","2422","cap1","-60","107","2023-11-10 15:18:19"
"52:39:94:90:76:D2","C10","2447","cap1","-59","107","2023-11-10 15:18:19"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-63","107","2023-11-10 15:18:19"
"56:3A:A2:F8:0C:63","C3","2447","cap1","-56","107","2023-11-10 15:18:19"
"F6:CE:87:F2:06:21","C5","2417","cap2","-63","108","2023-11-10 15:19:09"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-75","108","2023-11-10 15:19:09"
"02:9D:2F:8D:49:90","C6","2412","cap2","-68","108","2023-11-10 15:19:09"
"7A:6B:C2:5A:7B:88","C8","2447","cap2","-68","108","2023-11-10 15:19:09"
"B6:6A:AD:C1:CF:19","C4","2427","cap2","-86","108","2023-11-10 15:19:09"
"56:3A:A2:F8:0C:63","C3","2432","cap2","-68","108","2023-11-10 15:19:09"
"52:39:94:90:76:D2","C10","2447","cap2","-75","108","2023-11-10 15:19:09"
"F6:CE:87:F2:06:21","C5","2417","cap1","-54","108","2023-11-10 15:19:09"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-64","108","2023-11-10 15:19:09"
"02:9D:2F:8D:49:90","C6","2422","cap1","-60","108","2023-11-10 15:19:09"
"52:39:94:90:76:D2","C10","2442","cap1","-61","108","2023-11-10 15:19:09"
"7A:6B:C2:5A:7B:88","C8","2447","cap1","-62","108","2023-11-10 15:19:09"
"FE:47:AD:D7:13:E2","C1","2442","cap1","-59","108","2023-11-10 15:19:09"
"56:3A:A2:F8:0C:63","C3","2442","cap1","-59","108","2023-11-10 15:19:09"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-69","108","2023-11-10 15:19:09"
"F6:CE:87:F2:06:21","C5","2412","cap3","-90","108","2023-11-10 15:19:11"
"56:DE:9D:83:4D:C6","C9","2462","cap3","-88","108","2023-11-10 15:19:11"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-76","108","2023-11-10 15:19:28"
"02:9D:2F:8D:49:90","C6","2417","cap2","-60","108","2023-11-10 15:19:28"
"F6:CE:87:F2:06:21","C5","2417","cap2","-71","108","2023-11-10 15:19:28"
"56:3A:A2:F8:0C:63","C3","2437","cap2","-68","108","2023-11-10 15:19:28"
"52:39:94:90:76:D2","C10","2437","cap2","-69","108","2023-11-10 15:19:28"
"7A:6B:C2:5A:7B:88","C8","2447","cap2","-66","108","2023-11-10 15:19:28"
"02:9D:2F:8D:49:90","C6","2417","cap3","-88","108","2023-11-10 15:19:28"
"F6:CE:87:F2:06:21","C5","2412","cap3","-92","108","2023-11-10 15:19:28"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-88","108","2023-11-10 15:19:28"
"52:39:94:90:76:D2","C10","2437","cap3","-89","108","2023-11-10 15:19:28"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-90","108","2023-11-10 15:19:28"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-67","108","2023-11-10 15:19:34"
"02:9D:2F:8D:49:90","C6","2422","cap1","-59","108","2023-11-10 15:19:34"
"F6:CE:87:F2:06:21","C5","2417","cap1","-53","108","2023-11-10 15:19:34"
"F6:CE:87:F2:06:21","C5","2412","cap3","-88","108","2023-11-10 15:19:45"
"02:9D:2F:8D:49:90","C6","2417","cap3","-83","108","2023-11-10 15:19:45"
"02:9D:2F:8D:49:90","C6","2417","cap2","-64","108","2023-11-10 15:19:47"
"F6:CE:87:F2:06:21","C5","2417","cap2","-63","108","2023-11-10 15:19:47"
"52:39:94:90:76:D2","C10","2442","cap2","-68","108","2023-11-10 15:19:47"
"7A:6B:C2:5A:7B:88","C8","2442","cap2","-65","108","2023-11-10 15:19:47"
"56:DE:9D:83:4D:C6","C9","2462","cap2","-67","108","2023-11-10 15:19:47"
"F6:CE:87:F2:06:21","C5","2417","cap1","-58","108","2023-11-10 15:19:51"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-65","108","2023-11-10 15:19:51"
"02:9D:2F:8D:49:90","C6","2417","cap1","-54","108","2023-11-10 15:19:51"
"FE:47:AD:D7:13:E2","C1","2442","cap1","-55","108","2023-11-10 15:19:51"
"56:3A:A2:F8:0C:63","C3","2442","cap1","-58","108","2023-11-10 15:19:51"
"02:9D:2F:8D:49:90","C6","2417","cap3","-86","108","2023-11-10 15:20:00"
"52:39:94:90:76:D2","C10","2437","cap3","-85","108","2023-11-10 15:20:00"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-75","108","2023-11-10 15:20:04"
"52:39:94:90:76:D2","C10","2437","cap2","-68","108","2023-11-10 15:20:04"
"1E:03:B6:E0:9E:3C","C2","2432","cap2","-73","108","2023-11-10 15:20:04"
"7A:6B:C2:5A:7B:88","C8","2437","cap2","-66","108","2023-11-10 15:20:04"
"56:DE:9D:83:4D:C6","C9","2452","cap2","-76","108","2023-11-10 15:20:04"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-66","108","2023-11-10 15:20:07"
"02:9D:2F:8D:49:90","C6","2427","cap1","-78","108","2023-11-10 15:20:07"
"F6:CE:87:F2:06:21","C5","2417","cap1","-64","108","2023-11-10 15:20:07"
"52:39:94:90:76:D2","C10","2432","cap1","-59","108","2023-11-10 15:20:07"
"1E:03:B6:E0:9E:3C","C2","2437","cap1","-67","108","2023-11-10 15:20:07"
"FE:47:AD:D7:13:E2","C1","2452","cap1","-71","108","2023-11-10 15:20:07"
"02:9D:2F:8D:49:90","C6","2417","cap3","-84","108","2023-11-10 15:20:16"
"F6:CE:87:F2:06:21","C5","2417","cap3","-88","108","2023-11-10 15:20:16"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-88","108","2023-11-10 15:20:16"
"F6:CE:87:F2:06:21","C5","2417","cap2","-72","108","2023-11-10 15:20:20"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-75","108","2023-11-10 15:20:20"
"02:9D:2F:8D:49:90","C6","2417","cap2","-62","108","2023-11-10 15:20:20"
"FE:47:AD:D7:13:E2","C1","2432","cap2","-73","108","2023-11-10 15:20:20"
"7A:6B:C2:5A:7B:88","C8","2442","cap2","-64","108","2023-11-10 15:20:20"
"52:39:94:90:76:D2","C10","2447","cap2","-69","108","2023-11-10 15:20:20"
"56:3A:A2:F8:0C:63","C3","2442","cap2","-71","108","2023-11-10 15:20:20"
"F6:CE:87:F2:06:21","C5","2417","cap1","-56","108","2023-11-10 15:20:22"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-64","108","2023-11-10 15:20:22"
"02:9D:2F:8D:49:90","C6","2422","cap1","-59","108","2023-11-10 15:20:22"
"56:3A:A2:F8:0C:63","C3","2437","cap1","-61","108","2023-11-10 15:20:22"
"FE:47:AD:D7:13:E2","C1","2447","cap1","-55","108","2023-11-10 15:20:22"
"1E:03:B6:E0:9E:3C","C2","2442","cap1","-67","108","2023-11-10 15:20:22"
"52:39:94:90:76:D2","C10","2447","cap1","-66","108","2023-11-10 15:20:22"
"F6:CE:87:F2:06:21","C5","2412","cap3","-90","108","2023-11-10 15:20:31"
"02:9D:2F:8D:49:90","C6","2412","cap3","-90","108","2023-11-10 15:20:31"
"F6:CE:87:F2:06:21","C5","2417","cap2","-77","108","2023-11-10 15:20:37"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-75","108","2023-11-10 15:20:37"
"02:9D:2F:8D:49:90","C6","2417","cap2","-65","108","2023-11-10 15:20:37"
"7A:6B:C2:5A:7B:88","C8","2437","cap2","-63","108","2023-11-10 15:20:37"
"FE:47:AD:D7:13:E2","C1","2442","cap2","-71","108","2023-11-10 15:20:37"
"F6:CE:87:F2:06:21","C5","2417","cap1","-57","108","2023-11-10 15:20:38"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-68","108","2023-11-10 15:20:38"
"02:9D:2F:8D:49:90","C6","2417","cap1","-54","108","2023-11-10 15:20:38"
"52:39:94:90:76:D2","C10","2437","cap1","-60","108","2023-11-10 15:20:38"
"B6:6A:AD:C1:CF:19","C4","2432","cap1","-64","108","2023-11-10 15:20:38"
"56:3A:A2:F8:0C:63","C3","2442","cap1","-56","108","2023-11-10 15:20:38"
"FE:47:AD:D7:13:E2","C1","2447","cap1","-57","108","2023-11-10 15:20:38"
"7A:6B:C2:5A:7B:88","C8","2437","cap1","-58","108","2023-11-10 15:20:38"
"F6:CE:87:F2:06:21","C5","2417","cap3","-91","108","2023-11-10 15:20:47"
"02:9D:2F:8D:49:90","C6","2417","cap3","-84","108","2023-11-10 15:20:47"
"52:39:94:90:76:D2","C10","2437","cap3","-89","108","2023-11-10 15:20:47"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-75","108","2023-11-10 15:20:52"
"02:9D:2F:8D:49:90","C6","2422","cap2","-67","108","2023-11-10 15:20:52"
"F6:CE:87:F2:06:21","C5","2412","cap2","-68","108","2023-11-10 15:20:52"
"52:39:94:90:76:D2","C10","2447","cap2","-71","108","2023-11-10 15:20:52"
"56:3A:A2:F8:0C:63","C3","2437","cap2","-73","108","2023-11-10 15:20:52"
"02:9D:2F:8D:49:90","C6","2427","cap1","-68","108","2023-11-10 15:20:53"
"F6:CE:87:F2:06:21","C5","2417","cap1","-63","108","2023-11-10 15:20:53"
"52:39:94:90:76:D2","C10","2442","cap1","-60","108","2023-11-10 15:20:53"
"56:3A:A2:F8:0C:63","C3","2437","cap1","-59","108","2023-11-10 15:20:53"
"02:9D:2F:8D:49:90","C6","2417","cap3","-84","108","2023-11-10 15:21:02"
"52:39:94:90:76:D2","C10","2437","cap3","-88","108","2023-11-10 15:21:02"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-89","108","2023-11-10 15:21:02"
"02:9D:2F:8D:49:90","C6","2417","cap2","-61","108","2023-11-10 15:21:08"
"F6:CE:87:F2:06:21","C5","2422","cap2","-70","108","2023-11-10 15:21:08"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-71","108","2023-11-10 15:21:08"
"7A:6B:C2:5A:7B:88","C8","2442","cap2","-62","108","2023-11-10 15:21:08"
"FE:47:AD:D7:13:E2","C1","2432","cap2","-75","108","2023-11-10 15:21:08"
"F6:CE:87:F2:06:21","C5","2422","cap1","-62","108","2023-11-10 15:21:09"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-65","108","2023-11-10 15:21:09"
"02:9D:2F:8D:49:90","C6","2417","cap1","-49","108","2023-11-10 15:21:09"
"F6:CE:87:F2:06:21","C5","2412","cap3","-87","108","2023-11-10 15:21:18"
"56:DE:9D:83:4D:C6","C9","2462","cap3","-91","108","2023-11-10 15:21:18"
"02:9D:2F:8D:49:90","C6","2412","cap2","-66","108","2023-11-10 15:21:23"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-71","108","2023-11-10 15:21:23"
"F6:CE:87:F2:06:21","C5","2417","cap2","-61","108","2023-11-10 15:21:23"
"7A:6B:C2:5A:7B:88","C8","2442","cap2","-62","108","2023-11-10 15:21:23"
"56:3A:A2:F8:0C:63","C3","2437","cap2","-73","108","2023-11-10 15:21:23"
"52:39:94:90:76:D2","C10","2442","cap2","-67","108","2023-11-10 15:21:23"
"F6:CE:87:F2:06:21","C5","2422","cap1","-63","108","2023-11-10 15:21:24"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-66","108","2023-11-10 15:21:24"
"02:9D:2F:8D:49:90","C6","2422","cap1","-57","108","2023-11-10 15:21:24"
"7A:6B:C2:5A:7B:88","C8","2447","cap1","-62","108","2023-11-10 15:21:24"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-67","108","2023-11-10 15:21:24"
"52:39:94:90:76:D2","C10","2447","cap1","-65","108","2023-11-10 15:21:24"
"FE:47:AD:D7:13:E2","C1","2442","cap1","-55","108","2023-11-10 15:21:24"
"F6:CE:87:F2:06:21","C5","2412","cap3","-89","108","2023-11-10 15:21:33"
"02:9D:2F:8D:49:90","C6","2417","cap2","-76","108","2023-11-10 15:21:40"
"F6:CE:87:F2:06:21","C5","2417","cap2","-58","108","2023-11-10 15:21:40"
"FE:47:AD:D7:13:E2","C1","2427","cap2","-83","108","2023-11-10 15:21:40"
"56:3A:A2:F8:0C:63","C3","2432","cap2","-66","108","2023-11-10 15:21:40"
"52:39:94:90:76:D2","C10","2432","cap2","-70","108","2023-11-10 15:21:40"
"7A:6B:C2:5A:7B:88","C8","2437","cap2","-66","108","2023-11-10 15:21:40"
"02:9D:2F:8D:49:90","C6","2417","cap1","-55","108","2023-11-10 15:21:40"
"F6:CE:87:F2:06:21","C5","2417","cap1","-59","108","2023-11-10 15:21:40"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-68","108","2023-11-10 15:21:40"
"F6:CE:87:F2:06:21","C5","2417","cap3","-90","108","2023-11-10 15:21:50"
"56:DE:9D:83:4D:C6","C9","2462","cap3","-102","108","2023-11-10 15:21:50"
"02:9D:2F:8D:49:90","C6","2417","cap3","-84","108","2023-11-10 15:21:50"
"F6:CE:87:F2:06:21","C5","2417","cap1","-71","108","2023-11-10 15:21:58"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-69","108","2023-11-10 15:21:58"
"02:9D:2F:8D:49:90","C6","2427","cap1","-84","108","2023-11-10 15:21:58"
"52:39:94:90:76:D2","C10","2442","cap1","-60","108","2023-11-10 15:21:58"
"7A:6B:C2:5A:7B:88","C8","2442","cap1","-57","108","2023-11-10 15:21:58"
"02:9D:2F:8D:49:90","C6","2422","cap2","-67","108","2023-11-10 15:21:58"
"F6:CE:87:F2:06:21","C5","2422","cap2","-68","108","2023-11-10 15:21:58"
"56:3A:A2:F8:0C:63","C3","2437","cap2","-70","108","2023-11-10 15:21:58"
"1E:03:B6:E0:9E:3C","C2","2437","cap2","-78","108","2023-11-10 15:21:58"
"FE:47:AD:D7:13:E2","C1","2432","cap2","-71","108","2023-11-10 15:21:58"
"F6:CE:87:F2:06:21","C5","2417","cap3","-88","108","2023-11-10 15:22:06"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-72","109","2023-11-10 15:23:01"
"02:9D:2F:8D:49:90","C6","2422","cap2","-68","109","2023-11-10 15:23:01"
"F6:CE:87:F2:06:21","C5","2417","cap2","-67","109","2023-11-10 15:23:01"
"52:39:94:90:76:D2","C10","2442","cap2","-68","109","2023-11-10 15:23:01"
"1E:03:B6:E0:9E:3C","C2","2447","cap2","-66","109","2023-11-10 15:23:01"
"56:3A:A2:F8:0C:63","C3","2442","cap2","-71","109","2023-11-10 15:23:01"
"7A:6B:C2:5A:7B:88","C8","2447","cap2","-66","109","2023-11-10 15:23:01"
"FE:47:AD:D7:13:E2","C1","2447","cap2","-61","109","2023-11-10 15:23:01"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-65","109","2023-11-10 15:23:01"
"02:9D:2F:8D:49:90","C6","2422","cap1","-58","109","2023-11-10 15:23:01"
"F6:CE:87:F2:06:21","C5","2417","cap1","-53","109","2023-11-10 15:23:01"
"52:39:94:90:76:D2","C10","2447","cap1","-60","109","2023-11-10 15:23:01"
"1E:03:B6:E0:9E:3C","C2","2447","cap1","-58","109","2023-11-10 15:23:01"
"B6:6A:AD:C1:CF:19","C4","2432","cap1","-57","109","2023-11-10 15:23:01"
"56:3A:A2:F8:0C:63","C3","2447","cap1","-66","109","2023-11-10 15:23:01"
"FE:47:AD:D7:13:E2","C1","2432","cap3","-85","109","2023-11-10 15:23:02"
"56:3A:A2:F8:0C:63","C3","2432","cap3","-86","109","2023-11-10 15:23:02"
"52:39:94:90:76:D2","C10","2437","cap3","-90","109","2023-11-10 15:23:02"
"F6:CE:87:F2:06:21","C5","2417","cap2","-67","109","2023-11-10 15:23:17"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-72","109","2023-11-10 15:23:17"
"02:9D:2F:8D:49:90","C6","2417","cap2","-71","109","2023-11-10 15:23:17"
"FE:47:AD:D7:13:E2","C1","2432","cap2","-64","109","2023-11-10 15:23:17"
"B6:6A:AD:C1:CF:19","C4","2437","cap2","-66","109","2023-11-10 15:23:17"
"52:39:94:90:76:D2","C10","2447","cap2","-68","109","2023-11-10 15:23:17"
"56:3A:A2:F8:0C:63","C3","2437","cap2","-67","109","2023-11-10 15:23:17"
"1E:03:B6:E0:9E:3C","C2","2442","cap2","-94","109","2023-11-10 15:23:17"
"02:9D:2F:8D:49:90","C6","2422","cap1","-59","109","2023-11-10 15:23:19"
"F6:CE:87:F2:06:21","C5","2417","cap1","-61","109","2023-11-10 15:23:19"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-63","109","2023-11-10 15:23:19"
"FE:47:AD:D7:13:E2","C1","2442","cap1","-58","109","2023-11-10 15:23:19"
"B6:6A:AD:C1:CF:19","C4","2442","cap1","-56","109","2023-11-10 15:23:19"
"7A:6B:C2:5A:7B:88","C8","2447","cap1","-64","109","2023-11-10 15:23:19"
"1E:03:B6:E0:9E:3C","C2","2442","cap1","-55","109","2023-11-10 15:23:19"
