ssid,mac_address,timestamp,predicted_floorid,lat,lng
AP4,FA:C0:A6:71:FA:ED,2023-11-14 20:54:31,148,7.065795912193331,125.59641466509358
C1,FE:47:AD:D7:13:E2,2023-11-14 20:54:29,110,7.065769289468546,125.59637765871483
