timestamp,mac_address,ssid,cap1_channel,cap2_channel,cap3_channel,cap1_signal_strength,cap2_signal_strength,cap3_signal_strength
2023-11-15 18:46:55,56:3A:A2:F8:0C:63,C3,0.0,0.0,2447.0,100.0,100.0,-73.0
2023-11-15 18:47:02,56:3A:A2:F8:0C:63,C3,2442.0,0.0,0.0,-56.0,100.0,100.0
2023-11-15 18:47:22,56:3A:A2:F8:0C:63,C3,2447.0,0.0,2437.0,-67.0,100.0,-74.0
2023-11-15 18:47:42,56:3A:A2:F8:0C:63,C3,0.0,2437.0,0.0,100.0,-90.0,100.0
2023-11-15 18:47:43,56:3A:A2:F8:0C:63,C3,2442.0,0.0,0.0,-62.0,100.0,100.0
2023-11-15 18:47:45,56:3A:A2:F8:0C:63,C3,0.0,0.0,2447.0,100.0,100.0,-68.0
