mac_address,ssid,channel,signal_strength,source,timestamp
A2:48:C2:15:BF:13,2,2417,-54,cap1,2023-12-15 19:54:42
FE:47:AD:D7:13:E2,1,2422,-64,cap1,2023-12-15 19:54:42
A2:48:C2:15:BF:13,2,2412,-79,cap2,2023-12-15 19:54:50
FE:47:AD:D7:13:E2,1,2437,-62,cap2,2023-12-15 19:54:50
A2:48:C2:15:BF:13,2,2422,-75,cap3,2023-12-15 19:54:51
FE:47:AD:D7:13:E2,1,2442,-82,cap3,2023-12-15 19:54:51
