Unique signal strength of Vivo,Average Signal Strength
-80.0,-74.0
-76.0,-72.66666666666667
-72.0,-73.5
-73.0,-73.38461538461539
-87.0,
-74.0,-73.08695652173913
-67.0,
-71.0,-73.0
-77.0,-74.0
-75.0,-73.0
-78.0,-73.75
-70.0,-70.5
