Unique signal strength of Vivo,Average Signal Strength
-58.0,-51.142857142857146
-59.0,-53.607142857142854
-63.0,-55.19047619047619
-54.0,-60.0
-56.0,-52.0
-60.0,-52.7
-55.0,-52.25
-51.0,-47.75
-64.0,-52.588235294117645
-61.0,-54.0
-69.0,-53.5
-71.0,-51.57142857142857
-68.0,-55.15384615384615
-65.0,-53.59090909090909
-66.0,-54.130434782608695
-70.0,-50.5
-62.0,-52.9375
-72.0,-52.0
-73.0,-48.0
-67.0,-52.6
-57.0,-49.6
-63.5,-56.0
-74.0,
-61.5,-58.0
-60.5,-62.0
-64.5,
-52.0,-48.0
