Unique signal strength of Vivo,Average Signal Strength
-63.0,-69.0
-75.0,-61.0
-67.0,-65.2
-68.0,-64.13888888888889
-69.0,-65.66666666666667
-66.0,-63.225
-70.0,-69.6
-64.0,-63.45454545454545
-67.5,-66.0
-71.0,-67.0
-66.5,-66.0
-65.0,-66.44444444444444
-60.0,
-62.0,-63.666666666666664
-61.0,-65.0
