mac_address,ssid,channel,signal_strength,source,timestamp
56:15:D9:99:3A:26,C2,2437,-71,cap1,2023-12-20 09:25:57
FE:47:AD:D7:13:E2,C1,2462,-47,cap1,2023-12-20 09:25:57
