ssid,mac_address,timestamp,predicted_floorid,lat,lng
C2,0E:51:1E:62:A6:D4,2023-11-20 17:22:35,179,7.0658257780972695,125.59641290531857
C3,56:3A:A2:F8:0C:63,2023-11-20 17:22:35,181,7.06580946606151,125.59649471197206
C4,70:28:8B:5B:42:96,2023-11-20 17:22:35,151,7.065777529999095,125.59649487985669
